134,1,20.69
134,2,20.69
134,3,20.69
202,4,21.10
202,5,21.35
202,6,21.51
272,7,17.01
272,8,17.84
272,9,18.48
342,10,18.95
342,11,16.32
342,12,16.89
412,13,14.82
412,14,15.82
412,15,16.68
482,16,15.91
482,17,15.22
482,18,13.82
552,19,11.22
552,20,10.16
552,21,7.98
622,22,4.07
622,23,3.46
623,24,0.07
693,25,-2.60
693,26,-5.06
693,27,-7.34
763,28,-9.28
763,29,-11.09
763,30,-12.77
833,31,-14.85
833,32,-16.80
833,33,-18.63
903,34,-21.89
903,35,-24.96
903,36,-27.86
973,37,-26.84
973,38,-29.30
973,39,-28.29
1044,40,-31.37
1044,41,-34.30
1044,42,-37.09
1113,43,-38.87
1114,44,-40.58
1114,45,-42.21
1184,46,-45.22
1184,47,-48.10
1184,48,-50.86
1254,49,-53.88
1254,50,-56.78
1254,51,-59.57
1324,52,-62.09
1324,53,-64.52
1324,54,-63.14
