,k8s-master,k8s-node01,k8s-node02
490,"21.685020115789474,14.678472661587561","59.274143305263166,31.858133241171867","32.00001902631579,18.209930258541583"
500,"20.465582342105265,14.6775805072938","67.57254719473684,32.48408936382468","30.858729052631578,18.209281419055213"
510,"20.465582342105265,14.6775805072938","67.57254719473684,32.48408936382468","30.858729052631578,18.209281419055213"
520,"21.312934347368422,14.67779678712259","71.4854002368421,34.921307888140504","31.45710900526316,18.209741013691392"
530,"21.638844926315787,14.677229052572017","73.96945673157894,37.246634209220616","31.98095294210527,18.238776580706475"
540,"21.638844926315787,14.677229052572017","73.96945673157894,37.246634209220616","31.98095294210527,18.238776580706475"
550,"21.711980421052633,14.676242275853161","72.4457610368421,39.181339021735525","31.853086026315786,18.23704634207615"
560,"21.51979625263158,14.674234928692202","72.47500256842105,39.1813320929967","31.574853210526317,18.23711392952265"
570,"21.51979625263158,14.674234928692202","72.47500256842105,39.1813320929967","31.574853210526317,18.23711392952265"
580,"21.450230742105266,14.674430932287043","72.48721213157894,39.20154322414034","32.608342957894735,22.10527866743509"
590,"21.772749078947367,14.673734781588125","78.19653893157894,39.39019892478445","35.71056216842105,22.171338637641192"
600,"21.772749078947367,14.673734781588125","78.19653893157894,39.39019892478445","35.71056216842105,22.171338637641192"
610,"17.805437731578948,14.500048561580307","82.58410081578947,40.12059192770055","40.838863505263156,22.212891399747505"
620,"12.87233207894737,19.53306942237808","83.45218498947368,41.101140117044416","38.82568627368421,22.207241089220364"
630,"12.87233207894737,19.53306942237808","83.45218498947368,41.101140117044416","38.82568627368421,22.207241089220364"
640,"11.348914626315791,19.534563104945665","78.80557284210526,42.84494431753689","39.154140473684215,22.206842323286033"
650,"17.34957731578947,19.635457645076286","82.69353863157895,43.631605608426064","40.18977093157895,22.206991015668326"
660,"17.34957731578947,19.635457645076286","82.69353863157895,43.631605608426064","40.18977093157895,22.206991015668326"
670,"21.571493421052633,19.63643766305049","85.54302417894738,49.00367160798914","41.465591284210525,22.208984845339984"
680,"20.665324263157892,19.638613978827692","92.3718318368421,49.979515183672895","39.0016754368421,22.21169510194451"
690,"20.665324263157892,19.638613978827692","92.3718318368421,49.979515183672895","39.0016754368421,22.21169510194451"
700,"21.397985863157896,19.639141160910366","93.91958208421052,51.2687594737512","40.97424742105263,22.209971622058838"
710,"21.380589584210526,19.639871105332535","92.87285445789473,51.96474435967748","40.90077138947369,22.20951202742266"
720,"21.380589584210526,19.639871105332535","92.87285445789473,51.96474435967748","40.90077138947369,22.20951202742266"
730,"21.66728777368421,19.640310423734764","98.8569144263158,52.373713168643214","41.2344189631579,22.207849376238837"
740,"21.201132310526315,19.63798541557527","105.17371957368422,52.80364834128417","44.21045467368421,22.249070959857313"
750,"21.201132310526315,19.63798541557527","105.17371957368422,52.80364834128417","44.21045467368421,22.249070959857313"
760,"21.145080189473685,19.638249006616608","104.92894646315789,53.375151505535264","50.325417389473685,17.48089826690242"
770,"21.173091215789473,19.638100314234315","104.02698129473683,54.2269775850449","52.99571011052632,18.172013701056805"
780,"21.173091215789473,19.638100314234315","104.02698129473683,54.2269775850449","52.99571011052632,18.172013701056805"
790,"18.80627072631579,19.53418461524528","94.47300303684209,54.8164123253672","51.07413582631579,19.505662712823575"
800,"10.28800582105263,19.534813178497703","104.09439657368421,55.761887238794344","57.34145229473685,25.643332799167215"
810,"10.28800582105263,19.534813178497703","104.09439657368421,55.761887238794344","57.34145229473685,25.643332799167215"
820,"10.18792607368421,19.53464420988146","103.65936874210527,56.296203861788015","56.53115496842106,27.074997125843836"
830,"9.976291094736842,19.53421165022388","104.49619406842105,57.32799700345903","61.725205057894726,27.682236538895527"
840,"9.976291094736842,19.53421165022388","104.49619406842105,57.32799700345903","61.725205057894726,27.682236538895527"
850,"10.438050484210525,19.534367101350824","104.00591418947367,53.10159796810577","70.33779804210526,28.852100891566284"
860,"10.32115965263158,19.53001446979642","104.18314438947368,53.128751695549","72.9361602,28.9465070368332"
870,"10.32115965263158,19.53001446979642","104.18314438947368,53.128751695549","72.9361602,28.9465070368332"
880,"10.588143668421054,19.529946882349922","104.27943987368423,53.13289508136452","73.18360691052631,25.52688638759765"
890,"10.710579936842105,19.530561928113045","100.30801904736842,57.440159427508796","71.987176,25.857895906816378"
900,"10.710579936842105,19.530561928113045","100.30801904736842,57.440159427508796","71.987176,25.857895906816378"
910,"10.985884400000002,19.528101745060557","109.07651900526317,57.510908779619754","72.53717726842106,26.887773140302684"
920,"10.751927536842105,19.528885759439923","106.97708665263158,61.16053188047842","74.04928956842105,27.477602027136765"
930,"10.751927536842105,19.528885759439923","106.97708665263158,61.16053188047842","74.04928956842105,27.477602027136765"
940,"10.907465205263158,19.55954342517093","113.47207147368421,61.41134529709427","68.91281963684212,28.369959083235766"
950,"10.952991968421054,19.557928085199652","109.5918634894737,61.417913741497486","72.97209477894737,28.856473799354635"
960,"10.952991968421054,19.557928085199652","109.5918634894737,61.417913741497486","72.97209477894737,28.856473799354635"
970,"11.239759068421053,19.566234582374125","98.96361165789473,61.418918408626666","72.48862482631579,29.784780618245353"
980,"17.693925805263156,19.73782559154054","108.73797284210528,61.41835718078209","72.45604134736843,29.78440212854497"
990,"17.693925805263156,19.73782559154054","108.73797284210528,61.41835718078209","72.45604134736843,29.78440212854497"
1000,"22.366392142105266,24.337502780378582","109.51556958421052,61.416680425987174","73.18283693157896,29.785314559072678"
1010,"29.170894905263154,24.377332062599223","109.15877282105264,61.41735251365291","73.55426933157895,29.784902275649046"
1020,"29.170894905263154,24.377332062599223","109.15877282105264,61.41735251365291","73.55426933157895,29.784902275649046"
1030,"30.37775950526316,26.03898295221561","107.27885732631579,61.418086959968036","73.35215147368422,29.786051262239496"
1040,"30.477188263157892,27.510226487560836","108.7046127473684,61.419375705388916","74.15115167894736,29.785199660413635"
1050,"30.477188263157892,27.510226487560836","108.7046127473684,61.419375705388916","74.15115167894736,29.785199660413635"
1060,"30.509476994736836,28.74817167508795","109.56868004210526,61.410146625278074","72.89203096842105,29.816715686715153"
1070,"33.7179178,31.052944153101247","104.23193702631579,61.40866387517018","78.75731963157895,32.01084751481297"
1080,"33.7179178,31.052944153101247","104.23193702631579,61.40866387517018","78.75731963157895,32.01084751481297"
1090,"41.474394321052635,33.5646626335435","108.81255420526314,61.409051884544205","83.74193321052631,35.87954619355274"
1100,"40.674616331578946,34.80481793057107","111.47347094210524,61.435873032523986","80.39379047894737,36.14634087985473"
1110,"40.674616331578946,34.80481793057107","111.47347094210524,61.435873032523986","80.39379047894737,36.14634087985473"
1120,"33.825783010526315,35.51454694749071","107.36101676842105,61.43595617738985","82.48998013157893,36.14680047449091"
1130,"27.919315426315787,35.51371562189879","109.51917347894735,61.4624863183391","83.6416749105263,36.145833974006"
1140,"27.919315426315787,35.51371562189879","109.51917347894735,61.4624863183391","83.6416749105263,36.145833974006"
1150,"30.33541063157894,35.500874007064375","105.54920893157896,61.973127440778164","85.10042664736841,41.330919830677225"
1160,"31.547864368421056,35.50113083936106","110.17649219473684,62.98134901297691","79.47546827368421,43.09513467035271"
1170,"31.547864368421056,35.50113083936106","110.17649219473684,62.98134901297691","79.47546827368421,43.09513467035271"
1180,"30.36508978421053,35.501820231315335","111.71991874210526,64.974691742142","83.08332757894736,43.04575528194205"
1190,"29.090157189473686,35.50203651114412","103.75679941052631,62.38207546352743","82.10676848421053,43.04504561375383"
1200,"29.090157189473686,35.50203651114412","103.75679941052631,62.38207546352743","82.10676848421053,43.04504561375383"
1210,"31.084323342105264,35.501367395423806","109.33221102105264,62.15963523238747","82.97392520526316,43.04525513483797"
1220,"30.48595114736842,35.50200271742087","107.53777658421053,62.18563186044744","82.41626973684211,43.03714464125834"
1230,"30.48595114736842,35.50200271742087","107.53777658421053,62.18563186044744","82.41626973684211,43.03714464125834"
1240,"30.72631662105263,35.50299625288438","109.46846770000002,62.62670151637528","82.1688505,43.03785430944656"
1250,"30.784615489473683,35.50105649316992","110.9817196,65.6024146931944","78.34869927894736,42.83455802912843"
1260,"29.870087421052634,35.529497290655826","110.34636110526316,66.77628855314838","71.27779858947369,42.83659917001264"
1270,"29.870087421052634,35.529497290655826","110.34636110526316,66.77628855314838","71.27779858947369,42.83659917001264"
1280,"30.44845764210526,35.529733846718564","110.18436976315787,67.19711936297729","71.47923193157894,42.83597060676022"
1290,"31.74337818947368,37.575342261139376","103.4658154263158,68.10867809987099","71.44730403157895,42.83511224618971"
1300,"31.74337818947368,37.575342261139376","103.4658154263158,68.10867809987099","71.44730403157895,42.83511224618971"
1310,"39.00404860526316,39.04991109885225","111.75417824736843,65.01108147843489","72.37983355263158,42.83439581925684"
1320,"30.667365573684208,39.162633442119834","106.93414390526316,66.61058083548257","71.85918920526315,38.96021579860617"
1330,"30.667365573684208,39.162633442119834","106.93414390526316,66.61058083548257","71.85918920526315,38.96021579860617"
1340,"30.95824330526316,39.162660477098434","104.82866394736843,66.64070699188042","65.90748597894736,38.95989813760764"
1350,"31.927840831578955,39.163214694159706","102.83225455263157,74.6734502715061","71.91335447368422,38.960614564540506"
1360,"31.927840831578955,39.163214694159706","102.83225455263157,74.6734502715061","71.91335447368422,38.960614564540506"
1370,"30.9049495,39.16323497039366","107.72234982105262,77.44867346177321","73.32542093157895,38.95989813760764"
1380,"29.737909410526314,39.160403056385434","109.04915428947369,77.44962269899182","71.73526070526316,34.630820808309366"
1390,"29.737909410526314,39.160403056385434","109.04915428947369,77.44962269899182","71.73526070526316,34.630820808309366"
1400,"31.519240736842107,39.16047740257658","109.21568435789474,77.57091720080892","81.62959670526317,34.78696808595122"
1410,"32.076820999999995,39.18466694967783","108.8629399736842,77.45547055455755","82.00646449473685,34.78663014871874"
1420,"32.076820999999995,39.18466694967783","108.8629399736842,77.45547055455755","82.00646449473685,34.78663014871874"
1430,"30.843391463157893,39.18368017295898","108.77881066315788,73.3302657496989","82.86536687368422,34.99380594846579"
1440,"27.326425857894733,45.69436537651919","108.03854039999999,73.33050132681885","72.7481636,35.7778743977874"
1450,"27.326425857894733,45.69436537651919","108.03854039999999,73.33050132681885","72.7481636,35.7778743977874"
1460,"27.894528226315792,45.81363694335233","98.6042734473684,73.32200669302313","71.99861918947367,36.361924557946"
1470,"32.39419596842105,45.884948458151236","108.34987096842106,73.32457032638725","72.7001611368421,37.24093309336185"
1480,"32.39419596842105,45.884948458151236","108.34987096842106,73.32457032638725","72.7001611368421,37.24093309336185"
1490,"37.702359763157894,42.12487632342134","107.07146744210527,73.32479897476837","70.11755008421052,32.68707343450408"
1500,"40.84247335263158,42.25386696506074","107.11319910526315,66.40557331121865","71.74714566315791,27.11592132469773"
1510,"40.84247335263158,42.25386696506074","107.11319910526315,66.40557331121865","71.74714566315791,27.11592132469773"
1520,"50.494139394736834,43.333123586957704","108.03718651578949,66.40537237779282","70.13393034210527,26.918552463437386"
1530,"52.89514051052632,46.470600440791806","108.76621179473685,62.42934331977079","60.05412351052631,26.923195721011727"
1540,"52.89514051052632,46.470600440791806","108.76621179473685,62.42934331977079","60.05412351052631,26.923195721011727"
1550,"52.56782355263158,47.0149767698567","99.05815721578948,62.43019555464589","57.04121575263159,26.780944422369632"
1560,"51.812586784210524,48.05959482542399","108.56364528947368,62.43021634086236","51.67011543684212,26.80126796753126"
1570,"51.812586784210524,48.05959482542399","108.56364528947368,62.43021634086236","51.67011543684212,26.80126796753126"
1580,"52.95852674210527,48.79677110436604","103.64730326842106,63.40915706279952","51.60056281578947,26.777835399830774"
1590,"52.07373123684211,49.91633687935377","107.69907783684212,63.50157950994554","52.28430242105264,26.776740483197525"
1600,"52.07373123684211,49.91633687935377","107.69907783684212,63.50157950994554","52.28430242105264,26.776740483197525"
1610,"52.989956842105265,50.46356539866083","109.52810943157894,63.51504897821542","52.37332802631578,26.764148941915145"
1620,"52.93334375789473,56.17314335763756","109.50411526315789,63.515416201372986","52.30207779999999,26.764561225338777"
1630,"52.93334375789473,56.17314335763756","109.50411526315789,63.515416201372986","52.30207779999999,26.764561225338777"
1640,"56.59067134210526,56.68021817498079","108.76989846842105,63.51355237062988","52.43987515263157,26.764473361658332"
1650,"65.26005023157894,62.35608351564484","100.46406353157893,63.512790209359466","51.8840131,26.76097909067444"
1660,"65.26005023157894,62.35608351564484","100.46406353157893,63.512790209359466","51.8840131,26.76097909067444"
1670,"69.33783422631579,62.72273865414605","108.7948506,56.70632977013701","51.44530557894738,26.760904744483295"
1680,"72.06137843157894,58.168642439225536","109.48899141052631,56.70950313251746","51.43665087894737,26.605054851606017"
1690,"72.06137843157894,58.168642439225536","109.48899141052631,56.70950313251746","51.43665087894737,26.605054851606017"
1700,"71.26467862105262,58.16947376481745","110.13006190526315,56.73243725801813","42.13245867894737,26.604798019309328"
1710,"62.338557178947376,57.96884042989131","110.78766179473683,61.43500001143242","42.10207585263158,26.609326378224623"
1720,"62.338557178947376,57.96884042989131","110.78766179473683,61.43500001143242","42.10207585263158,26.609326378224623"
1730,"61.24207595789473,57.969327059506085","111.43943027368424,61.80292990035573","42.478721226315784,26.608616710036404"
1740,"61.19866307368421,51.35586162605799","102.47028155263158,61.8281712958841","41.54424307894737,26.60501429913812"
1750,"61.19866307368421,51.35586162605799","102.47028155263158,61.8281712958841","41.54424307894737,26.60501429913812"
1760,"61.66486003684211,51.355591276272","110.92929478421053,62.6489912691655","42.236806389473685,26.60481829554328"
1770,"61.27746777894736,51.352117281522055","111.65383006842106,66.86551685169748","42.27434097894737,26.6054063063278"
1780,"61.27746777894736,51.352117281522055","111.65383006842106,66.86551685169748","42.27434097894737,26.6054063063278"
1790,"62.070127342105266,51.350697945145626","111.2245643631579,67.81981204964497","41.05769984736842,26.60408835112111"
1800,"61.71022106842105,51.353340614303654","112.73742968421053,66.94716510997537","42.590578989473684,26.60447359956614"
1810,"61.71022106842105,51.353340614303654","112.73742968421053,66.94716510997537","42.590578989473684,26.60447359956614"
1820,"55.67614876842105,51.35417869864021","107.34989996842104,72.20341031139068","41.31917644210526,26.604879124245123"
1830,"61.67037104210526,51.35403000625792","111.34800867368418,75.40922690448686","37.86180489473684,26.605554998710094"
1840,"61.67037104210526,51.35403000625792","111.34800867368418,75.40922690448686","37.86180489473684,26.605554998710094"
1850,"61.40233673684211,46.332762602405964","111.80680202105263,71.62179118845955","40.97542806842105,26.60565637987984"
1860,"62.17230231578947,40.72263957094948","111.82820631578947,71.68887523773368","43.40969806315789,30.09221563612595"
1870,"62.17230231578947,40.72263957094948","111.82820631578947,71.68887523773368","43.40969806315789,30.09221563612595"
1880,"60.01952732631579,40.72290992073547","111.3079905368421,71.72308935003649","41.786250042105266,33.1008843344262"
1890,"62.1856318,40.726370397996114","103.43792525263157,71.75788547640033","21.407211321052632,29.06837396161182"
1900,"62.1856318,40.726370397996114","103.43792525263157,71.75788547640033","21.407211321052632,29.06837396161182"
1910,"61.698205294736844,40.72532955132006","113.77042258947367,71.7653546568504","20.349305157894737,29.061398937133333"
1920,"62.258872410526315,40.72645826167656","111.63277092631577,73.60936227818596","21.263603063157895,29.06261551117028"
1930,"62.258872410526315,40.72645826167656","111.63277092631577,73.60936227818596","21.263603063157895,29.06261551117028"
1940,"61.66278085789473,40.7598126665228","112.00746326842105,68.50829311142708","20.77193865263158,29.0643457498006"
1950,"61.7484074263158,40.76444916535249","106.86652310526316,64.68802210212255","20.925485694736842,29.06060816400932"
1960,"61.7484074263158,40.76444916535249","106.86652310526316,64.68802210212255","20.925485694736842,29.06060816400932"
1970,"62.75072124210527,40.75930576067407","111.94109587894738,65.19284308395116","20.83980577894737,29.06373746278213"
1980,"66.11708667894737,43.46194525998086","113.54159719999997,63.1625493906486","21.83557331578947,29.06483913816003"
1990,"66.11708667894737,43.46194525998086","113.54159719999997,63.1625493906486","21.83557331578947,29.06483913816003"
2000,"71.333492,45.60909705401866","111.95906368421055,66.38111486317716","12.078122163157897,28.964674542451572"
2010,"64.82922208947369,45.61205738417522","106.17016848421052,67.53302462106554","11.347323768421052,28.962653677801317"
2020,"64.82922208947369,45.61205738417522","106.17016848421052,67.53302462106554","11.347323768421052,28.962653677801317"
2030,"72.52775816842104,45.60843469704299","112.43998490000001,71.3841077319113","11.209873221052632,28.96624932995495"
2040,"73.15958782631579,41.2731663576456","111.1673097526316,71.61166137230185","11.139813405263158,28.966931963164573"
2050,"73.15958782631579,41.2731663576456","111.1673097526316,71.61166137230185","11.139813405263158,28.966931963164573"
2060,"72.63678631578946,41.26984105527795","113.00511883157895,71.57326230175059","11.60823907368421,28.99228401434557"
2070,"71.68699078947368,41.27023306246763","110.94607261052631,71.66461772311804","11.215887821052634,28.992817955172896"
2080,"71.68699078947368,41.27023306246763","110.94607261052631,71.66461772311804","11.215887821052634,28.992817955172896"
2090,"72.41280733157895,41.2741869280877","103.2300428894737,71.6635021961677","11.270806957894738,28.995359243161182"
2100,"72.39771847368421,41.27413961687515","110.79111605263158,71.66442371843102","11.688532289473683,29.02380004064709"
2110,"72.39771847368421,41.27413961687515","110.79111605263158,71.66442371843102","11.688532289473683,29.02380004064709"
2120,"71.72356966842105,41.274342379214644","111.34515522105262,71.665047304925","19.396181631578948,35.18338197714503"
2130,"73.0778411631579,41.27476818012757","111.95708673157895,59.47668898575112","21.982045626315795,35.204780162705966"
2140,"73.0778411631579,41.27476818012757","111.95708673157895,59.47668898575112","21.982045626315795,35.204780162705966"
2150,"71.59776755789474,41.27347725989948","104.20026934210527,59.467446048162635","29.63186241578948,35.39918869380974"
2160,"71.62301996315789,41.29023894663072","111.72682481578948,59.4681597082613","31.34539287894737,35.824381319721944"
2170,"71.62301996315789,41.29023894663072","111.72682481578948,59.4681597082613","31.34539287894737,35.824381319721944"
2180,"68.88372562631578,41.30231682331972","111.34532983157897,63.73355368570451","31.610431531578953,36.73318240155365"
2190,"75.1911553263158,41.30552046828368","112.1644318157895,63.974472863282614","28.36403666842105,37.12948815283306"
2200,"75.1911553263158,41.30552046828368","112.1644318157895,63.974472863282614","28.36403666842105,37.12948815283306"
2210,"74.78155876315789,44.46350335338495","111.1461956894737,63.97123714225276","30.341527710526318,38.02134506182798"
2220,"74.99691915789475,46.02633463747817","112.98282623157895,59.47313454273546","31.711634042105263,38.621420205551"
2230,"74.99691915789475,46.02633463747817","112.98282623157895,59.47313454273546","31.711634042105263,38.621420205551"
2240,"71.10906736842105,37.37149176375998","110.64148610526316,53.11625917945302","30.72360321578947,39.54274524121858"
2250,"69.56177156842105,37.460788298071726","101.01500340526316,52.90507814889874","31.46029742631579,40.02746889000528"
2260,"69.56177156842105,37.460788298071726","101.01500340526316,52.90507814889874","31.46029742631579,40.02746889000528"
2270,"72.2840306263158,37.45989614377796","110.36971704210528,53.5010674761466","30.041525821052634,40.89952943592125"
2280,"64.2285799368421,37.46053822451969","112.36948774736842,54.362961013164536","32.30844128947368,41.37048552185653"
2290,"64.2285799368421,37.46053822451969","112.36948774736842,54.362961013164536","32.30844128947368,41.37048552185653"
2300,"71.48816387894736,37.47695521527379","111.08591431578947,55.99947369299908","30.18822756842105,41.41096364356354"
2310,"70.64497448947368,37.461362791366945","111.6436667,56.82061931700511","30.094108121052628,41.410679776288255"
2320,"70.64497448947368,37.461362791366945","111.6436667,56.82061931700511","30.094108121052628,41.410679776288255"
2330,"71.64319786842105,37.45973393390637","111.35500241052631,58.94294744807967","24.298360878947367,41.22397621408513"
2340,"72.53978825789473,37.48718795467342","112.07162364736841,60.90131390367154","19.21468482631579,41.22280019251608"
2350,"72.7072137368421,41.836865937663966","106.43823252105264,64.76107872426121","20.372340457894737,41.222300045412005"
2360,"72.7072137368421,41.836865937663966","106.43823252105264,64.76107872426121","20.372340457894737,41.222300045412005"
2370,"70.88628840526316,41.835000524140646","113.31717509473684,65.77494721859983","19.836278052631577,41.22059008301563"
2380,"79.88756322631578,42.06139819367142","111.30788241052632,66.96292799079531","21.209419031578946,41.220177799592"
2390,"79.88756322631578,42.06139819367142","111.30788241052632,66.96292799079531","21.209419031578946,41.220177799592"
2400,"80.94528326842105,42.064135485254546","111.57503613157894,67.30484739418101","19.790567210526316,41.22102264267321"
2410,"86.3683325105263,42.237625701667525","110.91279545789475,62.24880117228718","19.584015031578947,35.563459982520534"
2420,"86.3683325105263,42.237625701667525","110.91279545789475,62.24880117228718","19.584015031578947,35.563459982520534"
2430,"92.78523590526316,43.89663392212588","111.58153516842107,68.11934835765679","20.893127268421054,35.56268272688582"
2440,"88.6726103,46.962535670119735","106.13970357368422,68.75342496220892","20.677127142105263,35.561952782463656"
2450,"88.6726103,46.962535670119735","106.13970357368422,68.75342496220892","20.677127142105263,35.561952782463656"
2460,"92.35983818421052,47.00790712295312","111.41049661052631,68.81864518073996","20.258337978947367,35.56181760757066"
2470,"83.37437093684211,48.09824132733094","111.58927364736842,63.444569846918526","19.12738277368421,35.5652916023206"
2480,"83.37437093684211,48.09824132733094","111.58927364736842,63.444569846918526","19.12738277368421,35.5652916023206"
2490,"91.45791095263156,49.49603758456795","112.45961154736841,63.44225564815199","20.468430678947367,35.56542001846895"
2500,"89.9798217736842,50.08329814843515","111.34104116842107,63.445858592339405","28.328815610526313,35.75496225342494"
2510,"89.9798217736842,50.08329814843515","111.34104116842107,63.445858592339405","28.328815610526313,35.75496225342494"
2520,"81.6591837105263,50.41595680134839","111.37955826315789,63.446849401990946","30.204683378947372,35.754901424723094"
2530,"84.7605029,51.52911528640823","106.3724811,59.65931668362013","31.492855742105263,35.755867925208"
2540,"84.7605029,51.52911528640823","106.3724811,59.65931668362013","31.492855742105263,35.755867925208"
2550,"89.98883827894736,53.98568916925363","111.3108770368421,59.65953840326244","30.59328619473684,35.839602012673055"
2560,"86.20716873684212,55.48587364918885","111.1863749631579,59.659282039926026","31.06395918947369,37.230315105517185"
2570,"86.20716873684212,55.48587364918885","111.1863749631579,59.659282039926026","31.06395918947369,37.230315105517185"
2580,"93.91265294210527,55.50884662225315","110.88341286842106,59.65760528513111","30.460495610526316,37.87843140621022"
2590,"92.89324065263156,55.65276733082372","109.92002154210526,59.658464448745036","31.43249393157895,39.15736162129307"
2600,"92.89324065263156,55.65276733082372","109.92002154210526,59.658464448745036","31.43249393157895,39.15736162129307"
2610,"101.78612661578947,57.05813338206839","109.0268491736842,59.37845332673348","29.844625300000004,39.75707179280501"
2620,"97.18433673684213,57.83430085889451","100.25597584210526,59.353641513012064","30.82229229473684,41.06784921267722"
2630,"97.18433673684213,57.83430085889451","100.25597584210526,59.353641513012064","30.82229229473684,41.06784921267722"
2640,"86.21590890526316,54.4689934816639","110.1134389473684,59.356787160437236","30.784838136842108,41.38678761395159"
2650,"86.36666838421053,54.33537309993946","113.03887752631582,59.369854761855436","36.42586918947368,40.52665625234233"
2660,"86.36666838421053,54.33537309993946","113.03887752631582,59.369854761855436","36.42586918947368,40.52665625234233"
