,k8s-master,k8s-node01,k8s-node02
7090,"60.35132969473685,36.86155123868527","85.27346350526315,48.001353321266706","91.9663554894737,54.05211411167082"
7100,"59.664235399999995,36.86430880650234","84.43252108421052,49.381779814241895","98.79421659473685,54.05050553044419"
7110,"59.664235399999995,36.86430880650234","84.43252108421052,49.381779814241895","98.79421659473685,54.05050553044419"
7120,"58.560288868421054,36.86409252667355","83.88760237368422,50.35514983016622","105.48430987894736,58.132158735606495"
7130,"53.6687060631579,36.65724114666969","79.7187000368421,50.72619072282058","108.67026835263157,60.40457034423706"
7140,"53.6687060631579,36.65724114666969","79.7187000368421,50.72619072282058","108.67026835263157,60.40457034423706"
7150,"46.37581165789474,36.65861993057823","74.66194101578947,50.75331673530853","102.30341166842106,55.136561449458746"
7160,"44.53565577368421,36.536834110735406","74.46143286315791,50.755007347581085","91.0750506,55.20035048146256"
7170,"44.53565577368421,36.536834110735406","74.46143286315791,50.755007347581085","91.0750506,55.20035048146256"
7180,"38.22133539473684,36.53928753504324","81.80497867368422,55.64249121141446","97.6507273263158,57.11688039056352"
7190,"39.88569358421053,36.56543035934826","76.73487089473684,55.64141032815824","101.59001382105264,52.9939177381023"
7200,"39.88569358421053,36.56543035934826","76.73487089473684,55.64141032815824","101.59001382105264,52.9939177381023"
7210,"38.967671,32.39343301445351","84.60075184210525,55.644070963865865","101.37935657368422,49.46045955273196"
7220,"39.21531157894737,32.39406833645058","84.81345303684209,55.64621887290067","97.95042646842106,49.455072833246156"
7230,"39.21531157894737,32.39406833645058","84.81345303684209,55.64621887290067","97.95042646842106,49.455072833246156"
7240,"43.78423034736842,36.871364935916624","84.03670992105263,55.645352780547924","99.96653270526318,50.24544043258128"
7250,"49.6721797263158,36.96395973761742","84.61095847894737,55.64382152926827","87.14977965789474,53.900177531945715"
7260,"49.6721797263158,36.96395973761742","84.61095847894737,55.64382152926827","87.14977965789474,53.900177531945715"
7270,"47.55862314736842,36.99108257989664","81.31713484736842,55.41235315144331","88.98233604210526,48.3512143808243"
7280,"56.57185476315789,38.266099481827325","73.10327496842105,55.41296980919847","95.76084045263158,48.43782769351012"
7290,"56.57185476315789,38.266099481827325","73.10327496842105,55.41296980919847","95.76084045263158,48.43782769351012"
7300,"59.6774402368421,39.17418413672616","74.5190513473684,49.1848927718773","98.22030777368423,44.10862194806351"
7310,"62.31473049473684,44.43362970203331","74.4851246,49.18417911177864","93.12176141578946,44.00601068679187"
7320,"62.31473049473684,44.43362970203331","74.4851246,49.18417911177864","93.12176141578946,44.00601068679187"
7330,"62.7555752,47.17014402952436","73.36419199473684,49.184047465741024","90.81734944210527,44.00976854881709"
7340,"66.55453936842105,44.24619619540801","73.89002948421053,49.18695060730742","85.96525643157895,44.0283618553484"
7350,"66.55453936842105,44.24619619540801","73.89002948421053,49.18695060730742","85.96525643157895,44.0283618553484"
7360,"66.20637823684211,44.24234371095769","74.30281096842106,49.17552511699002","89.3005663368421,44.03747940188084"
7370,"66.43146805263157,44.23963345435316","74.66627338421051,49.174686739592566","92.65850152105263,42.43076358877716"
7380,"66.43146805263157,44.23963345435316","74.66627338421051,49.174686739592566","92.65850152105263,42.43076358877716"
7390,"64.7534474,44.066440622704775","70.48809507894737,44.45909102845418","95.13086216315789,44.22491290850613"
7400,"60.17073751052632,44.07083380672707","73.91576125263158,44.463137411926205","86.09134058947367,46.0025776500345"
7410,"60.17073751052632,44.07083380672707","73.91576125263158,44.463137411926205","86.09134058947367,46.0025776500345"
7420,"61.419048000000004,44.07008358607096","73.5922363263158,44.46444694356355","89.98947905789474,46.29661007727476"
7430,"58.566435942105265,44.071077121534465","73.35545008421052,39.54139093461827","89.2534509,48.33529753717428"
7440,"58.566435942105265,44.071077121534465","73.35545008421052,39.54139093461827","89.2534509,48.33529753717428"
7450,"56.75628756315789,43.8465719005056","74.28518596315791,39.54233324309806","90.4421277,50.35047808318217"
7460,"49.778143936842106,43.84970119927841","74.02748059473684,39.51318403887411","95.5799231526316,57.78678688400717"
7470,"49.778143936842106,43.84970119927841","74.02748059473684,39.51318403887411","95.5799231526316,57.78678688400717"
7480,"50.13109541052632,43.84279376224642","64.08110700526316,39.41223924297708","102.46997374210525,51.78485942520797"
7490,"50.16568866842105,43.84328715060585","63.50889008947369,39.41400607137668","109.01678931578947,56.70446179203924"
7500,"50.16568866842105,43.84328715060585","63.50889008947369,39.41400607137668","109.01678931578947,56.70446179203924"
7510,"52.07690147894737,43.841273044700245","63.992782557894735,39.438055723827674","100.78576262105261,56.61678735644342"
7520,"52.386862573684205,43.84241527254604","67.75341562105262,39.52605070686647","101.02638312631578,56.589117055847574"
7530,"52.386862573684205,43.84241527254604","67.75341562105262,39.52605070686647","101.02638312631578,56.589117055847574"
7540,"49.72078484736842,43.84697742518458","74.36125694210526,40.97795406952893","99.73857571578948,56.58615672569101"
7550,"50.66825149473684,43.873235148148645","73.61818847894737,42.08215253188935","93.36809489999999,56.387260388139836"
7560,"50.66825149473684,43.873235148148645","73.61818847894737,42.08215253188935","93.36809489999999,56.387260388139836"
7570,"48.34130853684211,43.87288369342686","70.37606379473684,43.26525547195416","83.42207423157895,51.62682645780884"
7580,"50.321788605263166,43.869639495995","74.5141389631579,43.271761557707975","80.0785857,46.55516585384877"
7590,"50.321788605263166,43.869639495995","74.5141389631579,43.271761557707975","80.0785857,46.55516585384877"
7600,"56.461442352631586,46.08125619650158","73.71484910000001,43.27208027969379","72.22982470526316,49.746834322284116"
7610,"61.132383984210534,47.056617395643464","74.7094941736842,43.27300873069593","69.10670998947367,52.931297968922884"
7620,"62.07339357894736,49.124570219876155","73.83454589473683,39.56053503998333","68.43385302105263,52.93954363739551"
7630,"62.07339357894736,49.124570219876155","73.83454589473683,39.56053503998333","68.43385302105263,52.93954363739551"
7640,"63.71024460000001,49.532196868443805","74.38048654736842,39.56005695700461","66.9138620263158,52.93082485679741"
7650,"65.25240445263158,49.707261872360164","74.2974852631579,39.562010861352405","61.05001149473685,52.928918890806194"
7660,"65.25240445263158,49.707261872360164","74.2974852631579,39.562010861352405","61.05001149473685,52.928918890806194"
7670,"70.6020552263158,50.72743354852951","74.32168250526317,39.563777689752","68.87768150526315,52.93252130170448"
7680,"79.3668009736842,54.46186300605847","74.15092804736842,39.558678137979044","68.33172939473684,52.9320887420469"
7690,"79.3668009736842,54.46186300605847","74.15092804736842,39.558678137979044","68.33172939473684,52.9320887420469"
7700,"81.55309864736843,56.03636664216171","73.34629984736843,33.48108637913186","69.50024318421052,52.93677255208914"
7710,"82.5483811894737,57.039695526664026","74.1018955263158,33.432779212065206","66.50932002105263,52.93385277440047"
7720,"82.5483811894737,57.039695526664026","74.1018955263158,33.432779212065206","66.50932002105263,52.93385277440047"
7730,"71.59614676842105,57.52356081488021","64.56569742105263,33.33867308138545","67.71281320526315,52.92979752761065"
7740,"82.2672334631579,53.90121837862176","64.52775170000001,33.35670858853899","68.75818148947369,52.928249775085874"
7750,"82.2672334631579,53.90121837862176","64.52775170000001,33.35670858853899","68.75818148947369,52.928249775085874"
7760,"90.21847969473684,54.8590271179084","64.03571984736843,33.357865687922256","67.63239956842105,52.93073023437231"
7770,"92.98644021578946,56.93561085905875","72.32571485789474,33.53082086639583","65.94140825263158,52.9298448388232"
7780,"92.98644021578946,56.93561085905875","72.32571485789474,33.53082086639583","65.94140825263158,52.9298448388232"
7790,"92.09185150526315,58.03640084140964","68.16432958421052,34.02651669919594","69.7130701631579,52.9322239169399"
7800,"94.04825515789474,60.0291220789466","74.7104877631579,36.00587723341833","68.1167290631579,47.667452460848786"
7810,"94.04825515789474,60.0291220789466","74.7104877631579,36.00587723341833","68.1167290631579,47.667452460848786"
7820,"100.64617193157895,54.49731262174611","74.92112213157894,37.31126548495178","68.30030763684209,47.66766874067758"
7830,"97.91458502105262,55.71848936379734","75.25317667368421,38.55709429757173","67.96292481578948,41.0295879592153"
7840,"97.91458502105262,55.71848936379734","75.25317667368421,38.55709429757173","67.96292481578948,41.0295879592153"
7850,"97.41101558421052,56.17421799803685","79.18577896842106,43.57671613947856","68.8696578631579,34.34140460366485"
7860,"93.49611641052633,58.67531173188979","74.76053412105261,43.57291919060413","67.21904927894737,34.3424184153623"
7870,"93.49611641052633,58.67531173188979","74.76053412105261,43.57291919060413","67.21904927894737,34.3424184153623"
7880,"94.10387248947367,60.041233749358845","75.44863499473684,43.6614754014875","65.99844853157894,34.33780219276656"
7890,"95.3418723736842,67.0004562828513","85.23922485263158,43.78300548042455","66.89475992631579,34.33968112377918"
7900,"95.3418723736842,67.0004562828513","85.23922485263158,43.78300548042455","66.89475992631579,34.33968112377918"
7910,"93.17041522105264,67.02683566321906","84.6741704368421,43.78173059248131","67.02705669473686,34.14107541224794"
7920,"99.17564731052632,67.18416572117461","85.38921936842105,43.78037948841103","59.50278017894736,34.13777714485889"
7930,"99.17564731052632,67.18416572117461","85.38921936842105,43.78037948841103","59.50278017894736,34.13777714485889"
7940,"93.57862829473683,67.18476049070378","77.27498239473684,43.783608280702055","59.113020378947354,34.138088047112774"
7950,"105.53706251578947,69.67096471009344","85.05303422105263,43.77228672146698","58.739492884210534,34.13676333316143"
7960,"105.5402762736842,66.57309409990654","85.19951388421053,43.77130284055427","54.131160115789484,33.95748763132832"
7970,"105.5402762736842,66.57309409990654","85.19951388421053,43.77130284055427","54.131160115789484,33.95748763132832"
7980,"105.33362281578947,66.62319667399473","84.99250305263158,43.771247410643696","48.0678914368421,33.947545517948626"
7990,"110.26374859473684,71.16635724007203","85.43940762105264,43.770145741171","47.079643731578955,33.94827546237079"
8000,"110.26374859473684,71.16635724007203","85.43940762105264,43.770145741171","47.079643731578955,33.94827546237079"
8010,"110.9053129368421,74.9070723301252","84.36631864736842,43.77166313497301","48.87807002105263,33.947721245309516"
8020,"112.31420415789472,76.77899452453819","85.3021049,43.773443820850254","49.057755963157895,33.947592829161174"
8030,"112.31420415789472,76.77899452453819","85.3021049,43.773443820850254","49.057755963157895,33.947592829161174"
8040,"104.65036979999999,76.8295904869858","85.10867504210526,43.770083382521605","49.251180205263154,28.880785003859582"
8050,"110.76693227368419,76.8272654788263","84.00299096842106,43.79109824736859","47.324114473684205,28.88127839221901"
8060,"110.76693227368419,76.8272654788263","84.00299096842106,43.79109824736859","47.324114473684205,28.88127839221901"
8070,"100.9212531,76.84196574843939","84.94599870526316,39.03053502127573","45.23244921052631,28.91472066074569"
8080,"110.62403793157894,77.71932515016071","84.7435605736842,39.029876791087645","47.88743456842106,28.922635150730482"
8090,"110.62403793157894,77.71932515016071","84.7435605736842,39.029876791087645","47.88743456842106,28.922635150730482"
8100,"111.05856500000002,72.73269631263844","85.16174977368422,39.028948340085506","50.303645836842115,28.90617084876383"
8110,"112.87707468421054,68.86409901506842","81.05522981578947,39.02961349901241","48.6977265,28.898459121118528"
8120,"105.79615447368423,69.77022363401885","85.11737468421052,39.0287889790926","47.377918957894735,28.88721932876609"
8130,"105.79615447368423,69.77022363401885","85.11737468421052,39.0287889790926","47.377918957894735,28.88721932876609"
8140,"112.52513762105261,71.27102315971717","80.38368385789474,38.84841312134072","49.06756133157895,22.22867982724919"
8150,"101.27191345789474,72.7059925125275","74.7259362368421,38.863524700711395","50.003101368421056,22.227186144681607"
8160,"101.27191345789474,72.7059925125275","74.7259362368421,38.863524700711395","50.003101368421056,22.227186144681607"
8170,"110.39124717894738,76.96604278271846","76.09269161052632,42.231314421248335","42.670931284210525,22.04477438533104"
8180,"112.46163832105262,78.61677829972558","76.1707277631579,38.4424167413296","39.906646726315785,22.04495011269193"
8190,"112.46163832105262,78.61677829972558","76.1707277631579,38.4424167413296","39.906646726315785,22.04495011269193"
8200,"112.03362078947369,75.05982671795292","80.55746222631579,32.04852112652147","40.573546615789475,22.046376207813015"
8210,"101.99913105789476,73.05391916960441","84.09380483684211,32.04780746642281","38.08000328421053,22.047700921764353"
8220,"101.99913105789476,73.05391916960441","84.09380483684211,32.04780746642281","38.08000328421053,22.047700921764353"
8230,"111.50647731578948,72.78332606880929","85.09715842105263,32.07619450937635","38.857161973684214,22.04624103292002"
8240,"112.56064383684212,73.09558007162512","84.4237753,32.077961337775946","38.723960715789474,22.046970977342188"
8250,"103.27526718421052,67.6349807480538","83.06777687894737,37.382257342921505","39.82377738947368,22.046328896600468"
8260,"103.27526718421052,67.6349807480538","83.06777687894737,37.382257342921505","39.82377738947368,22.046328896600468"
8270,"111.41183842105264,67.63291933093565","99.06081260526315,37.39624646660303","38.69350682105263,22.048991841992446"
8280,"112.0169245526316,67.63350058297551","85.54744667368422,37.35806218695525","38.19387585263158,22.050019171179198"
8290,"112.0169245526316,67.63350058297551","85.54744667368422,37.35806218695525","38.19387585263158,22.050019171179198"
8300,"107.89156755263157,67.70623819289551","85.19673341578947,30.85769264267018","39.793808431578945,22.049275709267732"
8310,"111.44004944736841,68.0968395636906","84.97177587368421,31.625743341083588","37.23863091052632,22.049938066243403"
8320,"111.44004944736841,68.0968395636906","84.97177587368421,31.625743341083588","37.23863091052632,22.049938066243403"
8330,"110.85439886315793,70.33737017380855","85.12379231578947,32.270337771167455","39.95678883157895,22.062414708866736"
8340,"114.8365130578947,71.7011158755004","84.76853396315789,33.446588188537355","43.69360978947368,25.035011986971572"
8350,"114.8365130578947,71.7011158755004","84.76853396315789,33.446588188537355","43.69360978947368,25.035011986971572"
8360,"106.0907735,73.19781284319637","75.22471645789474,34.06421596712618","42.27591008947369,28.731835789269642"
8370,"114.77693531578949,74.45817002798188","74.66731179473683,35.51564817554874","41.41647011578947,28.745258656143932"
8380,"110.42404707368419,74.44389555928173","85.39219369473685,36.27084606344743","50.39711963684211,28.83871857715989"
8390,"110.42404707368419,74.44389555928173","85.39219369473685,36.27084606344743","50.39711963684211,28.83871857715989"
8400,"102.10685314210527,74.44374010815478","84.93178185263159,37.229714229017404","51.514301247368415,28.836832887402625"
8410,"113.6968711368421,69.0109868125402","85.29627735263158,37.74499760646717","51.40827982105263,28.87925752756875"
8420,"113.6968711368421,69.0109868125402","85.29627735263158,37.74499760646717","51.40827982105263,28.87925752756875"
8430,"102.8298528631579,69.01029066184128","78.50004232631578,34.93259480368146","51.07288316842104,28.87820992214805"
8440,"110.79671657894738,69.01162213453728","68.93138761578948,35.3171051646057","44.37041544210527,28.821855509258906"
8450,"110.79671657894738,69.01162213453728","68.93138761578948,35.3171051646057","44.37041544210527,28.821855509258906"
8460,"113.10132772631579,69.01110846994389","55.685617736842104,36.297452420523726","49.776223163157894,30.93173282655365"
8470,"111.3228067105263,68.82955507116384","53.33557741052632,36.83402781237336","45.267180721052625,33.61185894743231"
8480,"111.3228067105263,68.82955507116384","53.33557741052632,36.83402781237336","45.267180721052625,33.61185894743231"
8490,"111.85277905263156,68.84837817501324","53.66583557368421,38.07001088712731","44.814683931578955,33.7200123793167"
8500,"102.8009984263158,68.64512920590765","53.408226500000005,38.43218299408958","49.84151795263158,37.57244951842931"
8510,"112.35852013157894,62.80548596489224","53.636527278947376,38.42176909964019","49.97419593684211,38.48301463261458"
8520,"112.35852013157894,62.80548596489224","53.636527278947376,38.42176909964019","49.97419593684211,38.48301463261458"
8530,"111.8136612894737,62.90264291923158","43.49265597894737,38.24877234873368","49.99515585263158,38.50629850793277"
8540,"111.13226575263158,57.40047731606465","43.020018710526315,38.25195956859178","53.62723349473684,41.21820424615429"
8550,"111.13226575263158,57.40047731606465","43.020018710526315,38.25195956859178","53.62723349473684,41.21820424615429"
8560,"111.49295461578947,58.51108099564689","42.780633515789475,38.253553178520825","51.77152898421052,44.961440347961805"
8570,"106.85952362631579,59.87788164992041","42.99889918947368,38.25385804302899","50.06462074736843,45.14395348848212"
8580,"106.85952362631579,59.87788164992041","42.99889918947368,38.25385804302899","50.06462074736843,45.14395348848212"
8590,"111.85853014210528,60.37952919530994","42.80419642105264,38.25374718320784","60.98065577894736,45.16099904248865"
8600,"111.83208363157895,60.36149010583991","43.047410178947366,38.255548655301546","61.45732990526316,45.1608976613189"
8610,"111.83208363157895,60.36149010583991","43.047410178947366,38.255548655301546","61.45732990526316,45.1608976613189"
8620,"105.01915327894737,62.78113420791939","43.27652108421053,38.25396890285015","61.29635949473685,45.158640240605905"
8630,"111.92550128947367,65.20169074052659","42.84887208421053,38.25576344620503","58.934770078947366,45.160843591361704"
8640,"111.92550128947367,65.20169074052659","42.84887208421053,38.25576344620503","58.934770078947366,45.160843591361704"
8650,"112.70602181052632,65.3213678320387","43.25896101052631,38.25362246590905","60.697888278947374,45.161019318722595"
8660,"109.15590779473683,73.85589153350307","42.88207059473684,38.253442318699676","60.03858313684211,45.15909983524208"
8670,"109.15590779473683,73.85589153350307","42.88207059473684,38.253442318699676","60.03858313684211,45.15909983524208"
8680,"93.69513311052633,74.25533334229993","34.812150389473686,38.12571794725581","60.65454532105262,45.1597689509624"
8690,"107.86242686842105,74.43988762370446","32.29562268421053,31.903447193067436","60.070164242105264,45.162039889164696"
8700,"110.20568534736842,74.43921850798414","32.539693494736845,31.90335711946275","61.93141728947369,45.16044482542737"
8710,"110.20568534736842,74.43921850798414","32.539693494736845,31.90335711946275","61.93141728947369,45.16044482542737"
8720,"111.81545468947367,75.83979260927217","32.4410683368421,27.27096170409837","60.84669687894737,45.17434080442714"
8730,"111.7107713631579,77.24246192140161","29.572378784210525,27.269666029938666","63.92883054210526,51.37355601955088"
8740,"111.7107713631579,77.24246192140161","29.572378784210525,27.269666029938666","63.92883054210526,51.37355601955088"
8750,"107.16391609473683,79.86317867680947","32.25215985789473,27.269922393275078","56.470583347368425,44.90809357644177"
8760,"112.97438661578947,80.94146879822154","32.62843561578947,20.334254832500857","51.18701609473685,44.676518708509334"
8770,"112.97438661578947,80.94146879822154","32.62843561578947,20.334254832500857","51.18701609473685,44.676518708509334"
8780,"106.4210796263158,80.89864539212107","32.47793261578948,20.32955021884075","58.065293384210534,44.86041063293819"
8790,"95.45041806842104,80.85528128644864","32.31373216842105,20.330755819395772","62.63570964736842,38.34237191519911"
8800,"95.45041806842104,80.85528128644864","32.31373216842105,20.330755819395772","62.63570964736842,38.34237191519911"
8810,"105.53215702631579,81.07502159249947","32.461959421052626,20.333561958618663","56.97176886842106,38.13944060709207"
8820,"108.35469234210527,79.30888726934347","32.31985738947369,20.333977682947978","52.855719668421045,38.13837948418207"
8830,"108.35469234210527,79.30888726934347","32.31985738947369,20.333977682947978","52.855719668421045,38.13837948418207"
8840,"109.57646497894737,82.03199900619418","32.36212064210527,20.335384216928833","51.550124063157895,31.61935398972414"
8850,"100.63177711578946,89.21646346388232","25.31211841578947,20.128672222914712","52.977939500000005,24.964302000446484"
8860,"100.63177711578946,89.21646346388232","25.31211841578947,20.128672222914712","52.977939500000005,24.964302000446484"
8870,"107.04670249473685,90.12808294223294","21.818996284210524,20.14726202917401","53.374682573684204,24.965741613056867"
8880,"106.96730649473683,85.73068822201557","22.250644142105266,20.15918638868659","52.5692509,24.96416006680884"
8890,"106.96730649473683,85.73068822201557","22.250644142105266,20.15918638868659","52.5692509,24.96416006680884"
8900,"96.4826277105263,85.7301610399329","25.087629352631573,20.257470548875983","52.780931831578954,24.96128760033272"
8910,"110.17808869473684,85.83466474970645","32.06737084736842,22.266292080569315","52.93240721578947,24.97822501442485"
8920,"107.23290184736841,85.83295478731007","31.486606599999995,24.063315923953212","45.753268094736846,24.888881168900557"
8930,"107.23290184736841,85.83295478731007","31.486606599999995,24.063315923953212","45.753268094736846,24.888881168900557"
8940,"107.19697971578948,85.8349283407478","31.44249837894737,24.062456760339288","43.4459724631579,19.94821855374084"
8950,"114.27198365263158,85.8368883766962","30.96532894736842,24.08719928667248","43.09905670526315,19.951496544895942"
8960,"114.27198365263158,85.8368883766962","30.96532894736842,24.08719928667248","43.09905670526315,19.951496544895942"
8970,"109.29106521578946,85.82577700049211","30.95292757368421,24.08709535559015","49.053446694736834,24.602722679177194"
8980,"100.06621039473684,85.82841291090548","31.15288913684211,24.083603271223886","53.54656867894737,24.601188444141712"
8990,"100.06621039473684,85.82841291090548","31.15288913684211,24.083603271223886","53.54656867894737,24.601188444141712"
9000,"108.52376450526317,85.69233234612857","32.46700337894737,24.11601591143298","51.546148163157895,19.692717729748487"
9010,"100.71724824736842,85.69721891851029","36.81317501052632,30.608452049766914","53.712297836842104,19.694251964783966"
9020,"100.71724824736842,85.69721891851029","36.81317501052632,30.608452049766914","53.712297836842104,19.694251964783966"
9030,"109.43032386315791,85.678355262193","41.62867796842106,30.63343015322005","53.7629127,19.69324491183116"
9040,"105.82375364210527,85.57596028075014","46.932048757894734,41.64485210988065","53.810944,19.691798540476128"
9050,"105.82375364210527,85.57596028075014","46.932048757894734,41.64485210988065","53.810944,19.691798540476128"
9060,"95.1183830368421,85.4534107227619","51.61700001052632,42.45331121310369","53.700499573684205,19.693346293000907"
9070,"79.2862061631579,85.27259402714866","59.69893454210525,42.45614506728187","53.97022337894737,19.691690400561733"
9080,"79.2862061631579,85.27259402714866","59.69893454210525,42.45614506728187","53.97022337894737,19.691690400561733"
9090,"77.97657668947369,85.26803187451011","61.23320344210525,42.453623006350675","53.66492971578948,19.692305446324855"
9100,"79.03621480526316,90.93728716290677","61.124639063157886,42.45457224356928","54.05175063157894,19.696516144241613"
9110,"79.03621480526316,90.93728716290677","61.124639063157886,42.45457224356928","54.05175063157894,19.696516144241613"
9120,"82.2008863,91.700930685897","60.51856018421053,42.45465538843514","54.027862931578944,19.72236834252669"
9130,"81.81279360526317,91.77483079989675","60.69809734736841,42.453817011037685","58.08121832105264,19.848790661199203"
9140,"81.81279360526317,91.77483079989675","60.69809734736841,42.453817011037685","58.08121832105264,19.848790661199203"
9150,"91.1114487368421,91.80549522437241","53.23618281578947,42.25047238409103","61.97912546315789,20.99697296103374"
9160,"88.12680342631579,91.80736063789573","50.51965745789474,42.25128997527202","63.82955216842105,23.540444023840255"
9170,"88.12680342631579,91.80736063789573","50.51965745789474,42.25128997527202","63.82955216842105,23.540444023840255"
9180,"83.11237886315789,91.68423658661227","51.19386779999999,42.251269189055556","63.129478236842104,26.03734733601038"
9190,"72.86670629473684,91.67205057000886","49.50896756315789,42.25070796121098","63.81585892105263,26.08079930536326"
9200,"72.86670629473684,91.67205057000886","49.50896756315789,42.25070796121098","63.81585892105263,26.08079930536326"
9210,"76.9116121,84.9875372128032","43.63610593684211,42.07435077197583","67.55120345789473,26.16282343043194"
9220,"79.25193500526315,84.9886929581383","40.21776196842105,42.07499514468627","73.53268477368421,32.76736056219779"
9230,"79.25193500526315,84.9886929581383","40.21776196842105,42.07499514468627","73.53268477368421,32.76736056219779"
9240,"77.6992831631579,85.02498741690715","41.06586172105263,42.07502978838038","62.80603799473684,33.51798674299272"
9250,"78.4231561736842,88.2175277634023","38.6571722631579,42.07535543910501","71.67906968421053,35.9267087137183"
9260,"87.29854787894736,90.35366956240576","40.914263910526316,36.7690847433952","74.20122095263159,37.01534647318904"
9270,"87.29854787894736,90.35366956240576","40.914263910526316,36.7690847433952","74.20122095263159,37.01534647318904"
9280,"87.75284750526315,91.0314094408984","39.253269947368416,36.76706155165919","74.94254455789473,41.83025588539656"
9290,"88.4857090894737,91.02944940494999","38.395574347368424,36.76799693140015","74.91980145263159,43.50533640063189"
9300,"88.4857090894737,91.02944940494999","38.395574347368424,36.76799693140015","74.91980145263159,43.50533640063189"
9310,"82.81841881578947,91.0333018894003","40.38649368421053,36.76951432520216","80.59873525263158,43.674359086831416"
9320,"87.94443673157895,91.03273415484973","39.52401250526316,36.7715167307217","83.60410000526316,38.985202877576086"
9330,"87.94443673157895,91.03273415484973","39.52401250526316,36.7715167307217","83.60410000526316,38.985202877576086"
9340,"83.21241313157894,90.92942674287917","41.33698234210526,36.769188674477526","90.03029588947368,41.260243637875384"
9350,"80.24214227368421,84.76277515947766","38.07748895263157,36.79535159226922","84.04401454736842,43.741872187137204"
9360,"80.24214227368421,84.76277515947766","38.07748895263157,36.79535159226922","84.04401454736842,43.741872187137204"
9370,"72.45985701578948,77.95079863692341","39.26385903684211,36.79532387731393","82.94216415263158,45.15620033378736"
9380,"68.51631251578948,77.95002138128869","49.12385357368421,37.40724930385229","76.66870015263157,45.14915772186238"
9390,"68.51631251578948,77.95002138128869","49.12385357368421,37.40724930385229","76.66870015263157,45.14915772186238"
9400,"69.80454564210527,67.93452155218355","49.90582753157894,38.64594844422445","82.44390442631578,45.15000256494359"
9410,"69.55519832105263,67.9370155289593","42.83813009473684,41.35328385151408","84.70817457894736,45.15077982057831"
9420,"69.55519832105263,67.9370155289593","42.83813009473684,41.35328385151408","84.70817457894736,45.15077982057831"
9430,"71.2347209736842,62.380766451105515","40.32774344736842,42.57594296151342","82.39037781578948,38.97157724836231"
9440,"82.3368909631579,63.17810231617448","39.70447742631579,43.64313502982579","82.68071762631578,43.88862480971599"
9450,"82.3368909631579,63.17810231617448","39.70447742631579,43.64313502982579","82.68071762631578,43.88862480971599"
9460,"72.24925229473683,65.78692368099888","40.11466515263158,43.666685813081614","83.15380588421053,43.88770562044363"
9470,"69.50861184736843,66.9442573210891","39.488549857894746,43.66647102217813","81.62770804210527,43.88699595225542"
9480,"69.50861184736843,66.9442573210891","39.488549857894746,43.66647102217813","81.62770804210527,43.88699595225542"
9490,"71.16593886842105,72.47738473349628","41.32018988421052,43.662972009073044","83.17021001052632,43.976502007651305"
9500,"67.04996112105263,68.48991463502745","39.76976948947368,43.661066605897005","94.34697347894738,44.09387436723788"
9510,"67.04996112105263,68.48991463502745","39.76976948947368,43.661066605897005","94.34697347894738,44.09387436723788"
9520,"74.80500363157894,71.78572184102526","38.856936663157896,43.6613160404946","92.52988745263158,44.08975153300157"
9530,"82.98076451578947,75.12470390784533","40.55648151052632,43.66285422051307","95.64880544210527,44.09002188278755"
9540,"82.98076451578947,75.12470390784533","40.55648151052632,43.66285422051307","95.64880544210527,44.09002188278755"
9550,"81.63924333157894,75.18215999611238","39.15520514210526,38.632700695596874","87.73358462631579,44.092441513372144"
9560,"86.1701808368421,75.27305835290609","40.53927801578947,38.636954941233554","93.2394492,44.0922455097773"
9570,"86.1701808368421,75.27305835290609","40.53927801578947,38.636954941233554","93.2394492,44.0922455097773"
9580,"87.0327766,70.5476482373498","40.35621579473685,38.63628978230665","92.31863363157895,44.09036657876469"
9590,"84.39632624210526,73.56219704349529","40.216208231578946,38.63874255584962","92.93561768947369,39.613637713849215"
9600,"84.39632624210526,73.56219704349529","40.216208231578946,38.63874255584962","92.93561768947369,39.613637713849215"
9610,"86.64744645263157,74.47251208412852","40.29796910526316,38.64181198714775","92.9516303368421,39.61684811755782"
9620,"91.43500425789473,74.41155496613294","40.3328986,33.398592814717695","92.19124257894738,39.612299482408574"
9630,"91.43500425789473,74.41155496613294","40.3328986,33.398592814717695","92.19124257894738,39.612299482408574"
9640,"98.96620955263158,74.54545245638802","40.80901477894737,33.39665276784755","92.7671298263158,33.12858167000064"
9650,"104.52360051578947,74.88229477223943","39.864906021052626,33.39782372470846","92.92340964736843,33.12821669778956"
9660,"104.52360051578947,74.88229477223943","39.864906021052626,33.39782372470846","92.92340964736843,33.12821669778956"
9670,"106.4310065,71.58404090067842","34.29823969473684,33.398502741113006","90.39146905263159,33.16015176625936"
9680,"105.25244151578949,68.8809080130122","39.785596878947366,33.39659040919815","92.96443189473683,33.158975744690316"
9690,"105.25244151578949,68.8809080130122","39.785596878947366,33.39659040919815","92.96443189473683,33.158975744690316"
9700,"96.51699969473684,70.80113495543655","39.70621490526316,33.39769207867084","99.8036469368421,33.263161793465336"
9710,"106.2516183,67.22258242576346","41.08181799473684,33.39907089769641","104.35481839999998,33.264344573779034"
9720,"107.23015232105264,67.75134605468757","39.88688755789473,33.39679827136281","96.94465537894736,34.11646682297841"
9730,"107.23015232105264,67.75134605468757","39.88688755789473,33.39679827136281","96.94465537894736,34.11646682297841"
