,k8s-master,k8s-node01,k8s-node02
2660,"39.35336533157894,21.438690717614445","50.950428442105256,29.118024899254404","77.60152124736842,28.454085177890498"
2670,"41.30103528421052,16.211274843202194","51.11688988421052,29.11824661889671","73.05962394736842,28.479491299028695"
2680,"41.30103528421052,16.211274843202194","51.11688988421052,29.11824661889671","73.05962394736842,28.479491299028695"
2690,"40.401778589473686,16.21201154636901","45.965470968421045,29.118177331508488","74.59203371578947,28.579290922526063"
2700,"41.57769769473684,16.211700644115123","51.40795701052632,29.11751217258158","82.16275595789473,29.121213827283118"
2710,"41.57769769473684,16.211700644115123","51.40795701052632,29.11751217258158","82.16275595789473,29.121213827283118"
2720,"40.77225519473684,16.212518452217736","50.98687191578947,29.11782396582857","83.41163292105263,31.860337030208953"
2730,"40.28499760526316,16.21332274283105","46.00846880526317,28.989205787076667","92.14220628947369,32.98079495949045"
2740,"40.28499760526316,16.21332274283105","46.00846880526317,28.989205787076667","92.14220628947369,32.98079495949045"
2750,"41.45292003684211,16.213647162574237","40.23896271052631,28.988921708784968","94.05032290526316,36.86629587742935"
2760,"40.96611956842105,16.213870201147675","40.68262701052632,28.989787801137712","93.53662521578947,37.340435332094636"
2770,"40.96611956842105,16.213870201147675","40.68262701052632,28.989787801137712","93.53662521578947,37.340435332094636"
2780,"41.14003203684211,16.214147309678314","40.80330165789474,28.98931664689782","103.0883890894737,37.48472777162094"
2790,"42.233001268421056,16.23907355994638","40.88066227894736,25.073879409873772","104.01492082631579,33.59853070298311"
2800,"42.233001268421056,16.23907355994638","40.88066227894736,25.073879409873772","104.01492082631579,33.59853070298311"
2810,"41.77957552631579,16.23956018956116","40.110255478947366,25.073636904015004","97.78853743157893,36.98589186400568"
2820,"46.39342103157894,21.16052106406702","40.12335072105263,25.073609189059717","95.0599709,36.937884500758905"
2830,"46.39342103157894,21.16052106406702","40.12335072105263,25.073609189059717","95.0599709,36.937884500758905"
2840,"48.602217747368414,21.25414995369922","40.24377598421053,25.074412922763063","94.12152237894738,36.94235203097235"
2850,"43.811662426315785,15.82312689671496","40.15842475263158,25.072895528961055","93.59867837894735,36.968988243636794"
2860,"43.811662426315785,15.82312689671496","40.15842475263158,25.072895528961055","93.59867837894735,36.968988243636794"
2870,"49.35183487368422,15.824384023219803","41.12314914736843,25.072244227511792","93.30780355263157,36.96612253590533"
2880,"50.35422125263158,15.825059897684772","41.0942205,20.209648393526866","94.47233891578948,36.965169552909714"
2890,"50.35422125263158,15.825059897684772","41.0942205,20.209648393526866","94.47233891578948,36.965169552909714"
2900,"49.255683910526315,15.826485992805857","41.987883221052634,20.20965532226569","92.45606291052631,36.889796032576335"
2910,"49.56903298421054,15.826796895059744","39.613303994736846,20.213188979064885","94.93432119473684,37.3622593185685"
2920,"49.56903298421054,15.826796895059744","39.613303994736846,20.213188979064885","94.93432119473684,37.3622593185685"
2930,"50.93010949999999,15.827932364160892","40.42086035263158,20.213209765281352","89.22836475789474,41.38146172316763"
2940,"48.858212252631574,15.827256489695921","40.85075932631579,20.213466128617764","95.50195048421052,42.33612088744751"
2950,"48.858212252631574,15.827256489695921","40.85075932631579,20.213466128617764","95.50195048421052,42.33612088744751"
2960,"50.09692331578947,15.830547998340323","40.85986234210527,20.21156765418055","95.08822386315789,42.97636325062365"
2970,"49.24240687368421,15.829439564217774","40.871864284210524,20.212253599323923","101.67550059999999,43.39631109068769"
2980,"42.96864980526316,15.628880575482775","40.65981544210526,13.753553490314074","94.27890221578946,44.60701177853189"
2990,"42.96864980526316,15.628880575482775","40.65981544210526,13.753553490314074","94.27890221578946,44.60701177853189"
3000,"40.338208515789475,15.623128883785887","29.059828668421048,13.41847275214564","94.44829773157893,45.16289824973521"
3010,"41.36493421578947,15.623912898165251","20.536192131578947,13.418451965929174","86.9253354263158,47.9590584987598"
3020,"41.36493421578947,15.623912898165251","20.536192131578947,13.418451965929174","86.9253354263158,47.9590584987598"
3030,"42.00818262105263,15.626616396025128","19.6363299,13.419124053594903","79.9572211263158,48.733725534273695"
3040,"40.36946447368421,11.552742505954622","21.32274825263158,13.420121791985265","74.04930494736843,53.28653758771076"
3050,"40.36946447368421,11.552742505954622","21.32274825263158,13.420121791985265","74.04930494736843,53.28653758771076"
3060,"38.965722489473684,11.357076848346003","21.216798342105264,13.419331915759562","73.933748,55.81998543220178"
3070,"30.102024615789475,11.354576112825617","20.94295877368421,13.419442775580713","72.5110789,51.36825040500088"
3080,"30.102024615789475,11.354576112825617","20.94295877368421,13.419442775580713","72.5110789,51.36825040500088"
3090,"31.185090836842104,11.353596094851412","17.618568663157895,13.23800682078907","77.28214302105263,51.52923018506727"
3100,"31.173465710526315,11.353542024894214","11.01704505263158,13.235692622022539","83.16393857894738,51.5308793187618"
3110,"31.173465710526315,11.353542024894214","11.01704505263158,13.235692622022539","83.16393857894738,51.5308793187618"
3120,"28.28530485789474,11.353697476021157","11.721868163157895,16.37846462057776","74.99348780526316,51.53106856361199"
3130,"30.76054957368421,11.353677199787208","11.552385026315788,17.59928068605046","83.8119164368421,51.52925722004587"
3140,"30.76054957368421,11.353677199787208","11.552385026315788,17.59928068605046","83.8119164368421,51.52925722004587"
3150,"31.92386252631579,11.38094197570407","13.220388547368422,17.736282638776924","82.12477619473684,51.53022372053078"
3160,"31.233470063157895,17.11511500646102","17.612334457894736,17.781118507693776","83.47546484210527,51.53018316806288"
3170,"31.233470063157895,17.11511500646102","17.612334457894736,17.781118507693776","83.47546484210527,51.53018316806288"
3180,"32.375301652631585,17.125057119840722","20.265573,17.78184602527008","83.82198350526315,51.53020344429682"
3190,"39.54590856842105,17.273931988239514","19.701232063157896,17.78217167599471","82.95521933684212,51.52956812229976"
3200,"39.54590856842105,17.273931988239514","19.701232063157896,17.78217167599471","82.95521933684212,51.52956812229976"
3210,"39.82702441578948,17.273742743389324","21.656316810526317,17.945613696065745","82.33549457368422,51.530872560017144"
3220,"39.636327010526315,17.277629021562895","29.683449626315785,18.016702556378974","83.18082905263157,51.529412671172814"
3230,"39.636327010526315,17.277629021562895","29.683449626315785,18.016702556378974","83.18082905263157,51.529412671172814"
3240,"42.38734647894737,17.279413330150415","28.50841586842105,18.01515744762168","83.79593318947369,45.610043278269615"
3250,"40.649508563157895,17.27683824843888","29.23269141578947,13.96513638772003","81.78795124736841,45.60750874902598"
3260,"40.649508563157895,17.27683824843888","29.23269141578947,13.96513638772003","81.78795124736841,45.60750874902598"
3270,"40.677212568421055,17.27663548609939","29.250939647368426,19.235433071466268","83.48541807894738,45.634509933901505"
3280,"41.085084957894736,17.254277558798204","23.53375076315789,19.60553165564085","83.41866405789473,47.2904361667996"
3290,"41.085084957894736,17.254277558798204","23.53375076315789,19.60553165564085","83.41866405789473,47.2904361667996"
3300,"39.12143565263158,17.25393962156572","18.087338210526315,19.60415283661528","89.24765513157895,44.88180881849912"
3310,"40.67269404736842,17.09619052144188","16.18765836842105,19.59963529890337","88.17566724210526,44.90729604457311"
3320,"40.67269404736842,17.09619052144188","16.18765836842105,19.59963529890337","88.17566724210526,44.90729604457311"
3330,"31.595373378947365,17.094757667576147","17.923858315789474,19.625680428135087","92.89109522105264,44.898259602976474"
3340,"31.28358122631579,17.09593368914519","17.735235947368423,19.627197821937095","93.02096738947371,44.93322934779398"
3350,"31.28358122631579,17.09593368914519","17.735235947368423,19.627197821937095","93.02096738947371,44.93322934779398"
3360,"31.20273452631579,17.095636304380605","20.823147026315787,26.609641298498314","94.16839434736842,44.9019228425766"
3370,"25.939529231578945,16.93844142131804","18.293180705263158,26.60962744102067","91.36342197368421,44.91573771664058"
3380,"25.939529231578945,16.93844142131804","18.293180705263158,26.60962744102067","91.36342197368421,44.91573771664058"
3390,"21.915172184210526,16.964347689560313","21.102630610526315,26.607867541359894","91.6263129263158,44.89674564417494"
3400,"21.311629594736843,16.961934817720373","17.9710371,26.60792297127047","92.74047580526316,44.93024198265882"
3410,"21.311629594736843,16.961934817720373","17.9710371,26.60792297127047","92.74047580526316,44.93024198265882"
3420,"23.274481284210527,17.081077968405168","17.272539994736842,26.608110047218663","93.15180055263158,44.89800277067978"
3430,"29.25116276842105,17.8548663671146","18.19324915263158,26.607881398837538","90.79207142631579,44.89784056080819"
3440,"29.25116276842105,17.8548663671146","18.19324915263158,26.607881398837538","90.79207142631579,44.89784056080819"
3450,"32.515202421052635,20.82894381029772","17.584418173684213,26.602754132109293","87.93060632105262,44.89869216263405"
3460,"28.665762836842106,22.345383071115442","17.473090163157895,26.603086711572747","92.70437345789473,39.987112425701966"
3470,"28.665762836842106,22.345383071115442","17.473090163157895,26.603086711572747","92.70437345789473,39.987112425701966"
3480,"29.391948594736842,29.485287125328146","18.405069068421053,26.603710298066723","93.11284184736841,39.98907922039503"
3490,"30.349634436842102,29.4752706657573","18.562005826315787,26.603793442932584","90.76683344736843,39.98738277548795"
3500,"30.349634436842102,29.4752706657573","18.562005826315787,26.603793442932584","90.76683344736843,39.98738277548795"
3510,"30.90857447894736,29.496249809149948","18.0263991,26.60387658779845","93.23905145789473,34.73696689303279"
3520,"30.845656268421045,29.496912166125618","18.79499282631579,26.60419530978426","91.34132126842105,34.736061221249734"
3530,"30.845656268421045,29.496912166125618","18.79499282631579,26.60419530978426","91.34132126842105,34.736061221249734"
3540,"39.82988064736842,29.988522975710357","17.13862960526316,26.605040615920537","93.47577934736843,34.73779145988006"
3550,"38.29818097894737,30.51614437678866","18.5804118,26.605435554033388","93.17869067894736,34.7335266920061"
3560,"38.29818097894737,30.51614437678866","18.5804118,26.605435554033388","93.17869067894736,34.7335266920061"
3570,"41.294557910526315,31.8538013241327","17.409868657894737,26.605643416198046","91.77548001578948,34.735344794316866"
3580,"46.47171084210527,32.66752714497717","17.85403165263158,26.604895112405277","94.67464817894735,34.74092075865287"
3590,"46.47171084210527,32.66752714497717","17.85403165263158,26.604895112405277","94.67464817894735,34.74092075865287"
3600,"51.36731309473684,34.21486738633329","18.45778685789474,26.60490896988292","92.4167396631579,30.31720072802494"
3610,"52.41224656842105,35.19422976230779","19.1432808,26.605096045831115","92.73508764210526,30.235845718676583"
3620,"52.41224656842105,35.19422976230779","19.1432808,26.605096045831115","92.73508764210526,30.235845718676583"
3630,"52.419906431578944,36.652949343817134","17.031575531578948,26.60468725024062","79.41036077894738,25.746619934903826"
3640,"51.310048994736846,37.28930542881971","17.92629795789474,26.604902041144097","81.94581368421052,25.745788609311916"
3650,"51.310048994736846,37.28930542881971","17.92629795789474,26.604902041144097","81.94581368421052,25.745788609311916"
3660,"51.5136872,38.168300446746265","19.438253631578945,26.60391816023138","80.89358405263158,25.569905797292947"
3670,"52.619592542105266,38.63503907602013","16.30696115263158,26.60423688221719","75.60159600526315,31.450033918760024"
3680,"52.619592542105266,38.63503907602013","16.30696115263158,26.60423688221719","75.60159600526315,31.450033918760024"
3690,"50.0504859,39.84154934218152","16.79858128947368,26.62985935838077","83.50755278947368,31.603024862650482"
3700,"49.96424523684212,40.44034708316575","18.279917163157894,28.55870938659113","82.27275672105263,31.60242333437666"
3710,"49.96424523684212,40.44034708316575","18.279917163157894,28.55870938659113","82.27275672105263,31.60242333437666"
3720,"52.38057076842106,40.57039884771514","18.890199363157897,26.043812771342402","83.77486316842105,31.6048362062166"
3730,"51.316833926315795,40.57132479573215","17.397588526315786,26.04401370476824","84.48819351052633,31.603369558627616"
3740,"51.316833926315795,40.57132479573215","17.397588526315786,26.04401370476824","84.48819351052633,31.603369558627616"
3750,"48.142735163157894,40.46061655837018","26.528804942105264,26.255208592800166","83.02122177894736,31.605160625959783"
3760,"41.66286506842105,40.46303618895477","27.409479373684213,26.25639340713872","83.93635144736842,31.604281989155325"
3770,"41.66286506842105,40.46303618895477","27.409479373684213,26.25639340713872","83.93635144736842,31.604281989155325"
3780,"44.05508067894738,40.580685657071975","27.35338293157895,26.25834038274769","82.20775296842105,31.60620147263584"
3790,"51.091801626315785,42.054950351275615","29.724891557894733,26.254986873157865","84.28874136315788,31.605985192807047"
3800,"51.091801626315785,42.054950351275615","29.724891557894733,26.254986873157865","84.28874136315788,31.605985192807047"
3810,"50.971202700000006,45.34711459390725","28.833915847368417,30.885213593270976","72.84450623157895,31.506631646456555"
3820,"50.0866057368421,45.34725652754489","28.45633759473684,30.88526902318155","72.44406824210526,31.505732733418146"
3830,"50.86605652631579,45.34944636081139","29.697222678947373,31.011822437764508","72.95212216842104,31.507165587283883"
3840,"50.86605652631579,45.34944636081139","29.697222678947373,31.011822437764508","72.95212216842104,31.507165587283883"
3850,"50.0752254263158,45.35016954648891","39.86987004736842,31.09182858494159","71.76573110526316,31.50588142580044"
3860,"44.44414276315789,45.144642880436386","37.60920859473685,31.118074647599148","69.28447672631579,31.505273138781966"
3870,"44.44414276315789,45.144642880436386","37.60920859473685,31.118074647599148","69.28447672631579,31.505273138781966"
3880,"41.142498694736844,45.144730744116835","48.133107063157894,31.224617864464307","73.01104324210527,31.504631058040246"
3890,"42.76582651052632,45.14238545972339","47.38134308421053,32.25155396022114","73.42247037894735,31.504597264317"
3900,"42.76582651052632,45.14238545972339","47.38134308421053,32.25155396022114","73.42247037894735,31.504597264317"
3910,"41.47978992631579,45.14256118708428","48.88221527894737,32.72687237214589","72.55616760526316,31.50368483378929"
3920,"40.96019750000001,45.142121868682054","49.24403687894736,34.2020562972501","73.2003472368421,31.53189583395711"
3930,"40.96019750000001,45.142121868682054","49.24403687894736,34.2020562972501","73.2003472368421,31.53189583395711"
3940,"37.150191268421054,45.142338148510845","49.69511541578947,34.83326440392995","73.36510212631579,31.531497068022777"
3950,"41.71796680526316,45.14273015570053","48.029176889473675,35.926557031384625","81.85927979473685,28.746975377284954"
3960,"41.71796680526316,45.14273015570053","48.029176889473675,35.926557031384625","81.85927979473685,28.746975377284954"
3970,"40.79892847368421,45.143169474102756","49.85322037894736,36.57284207374104","82.79972636315789,29.896178247561597"
3980,"36.27604295789474,44.96600250060035","46.11576902105263,36.66425985375788","82.36860840526315,32.01045550762329"
3990,"36.27604295789474,44.96600250060035","46.11576902105263,36.66425985375788","82.36860840526315,32.01045550762329"
4000,"30.887502226315796,44.96351528256926","48.97876298947369,36.66421828132495","69.66055745789473,32.73134321195957"
4010,"41.25846911052631,46.55773417681566","48.238879994736834,36.66344919131571","63.63517273157895,27.5936091203041"
4020,"41.25846911052631,46.55773417681566","48.238879994736834,36.66344919131571","63.63517273157895,27.5936091203041"
4030,"41.089693194736846,47.287935431279216","48.89048878947368,36.66401041916029","63.197337,27.588600890518677"
4040,"42.77010945789474,50.737970431438384","49.393151631578945,36.664620148176624","58.80163374210527,27.368529405980016"
4050,"42.77010945789474,50.737970431438384","49.393151631578945,36.664620148176624","58.80163374210527,27.368529405980016"
4060,"42.65199825263158,54.330452733834484","48.32549232631578,36.66378869951799","52.94732315789474,27.368718650830207"
4070,"42.660072147368425,55.15954794001236","48.72201427368421,30.861364874245815","50.45005074210527,22.927263674241484"
4080,"42.660072147368425,55.15954794001236","48.72201427368421,30.861364874245815","50.45005074210527,22.927263674241484"
4090,"47.05797685789474,55.27417624927116","48.9438389368421,30.86045720946014","53.03976883157895,22.923803196980842"
4100,"49.74599149473684,49.56432794050845","48.69553528421052,30.85434606181918","55.13798040526317,22.951858746021717"
4110,"49.74599149473684,49.56432794050845","48.69553528421052,30.85434606181918","55.13798040526317,22.951858746021717"
4120,"50.12361639473684,42.9564587476303","48.921857884210525,30.85492807588022","52.92444382105263,22.951007144195856"
4130,"49.43967303157895,42.95772939162444","49.351770889473684,30.855932743009404","59.96812061578947,22.952906351442422"
4140,"49.43967303157895,42.95772939162444","49.351770889473684,30.855932743009404","59.96812061578947,22.952906351442422"
4150,"50.40403281578946,42.95857423470565","49.65969551578947,30.85530222777661","63.46972803157894,23.522992945154748"
4160,"49.90640800526316,38.08193044886783","47.66494149999999,30.85679883536215","60.0510398736842,28.73868915634443"
4170,"49.90640800526316,38.08193044886783","47.66494149999999,30.85679883536215","60.0510398736842,28.73868915634443"
4180,"50.496347615789475,38.07542853651483","49.08330694210526,30.857949006006592","53.11789084210526,29.623489935925072"
4190,"47.96985094736842,38.070237820623866","39.61380294736842,30.422380768703384","58.623021236842106,29.660507580371444"
4200,"47.96985094736842,38.070237820623866","39.61380294736842,30.422380768703384","58.623021236842106,29.660507580371444"
4210,"50.27120757894737,38.07035271928291","27.6425534,30.42258170212922","53.39674408421052,29.654492297633215"
4220,"44.535217421052636,37.87159155662473","28.98988607894737,30.449742358311276","53.682343278947364,25.939386091057727"
4230,"44.535217421052636,37.87159155662473","28.98988607894737,30.449742358311276","53.682343278947364,25.939386091057727"
4240,"42.775091694736844,37.87262564455613","27.68561927894737,30.449804716960674","53.345244389473685,25.938189793254733"
4250,"41.60358934736842,37.87013166778039","29.23796144210526,30.44762909297058","53.63301504736842,25.93972402829021"
4260,"41.60358934736842,37.87013166778039","29.23796144210526,30.44762909297058","53.63301504736842,25.93972402829021"
4270,"40.308468126315795,37.8701046328018","32.91358983684211,34.62114799363471","53.46932073684211,25.937500401300465"
4280,"43.73130987368421,37.89678815667879","39.67716204736842,30.040177677806856","53.685864794736844,25.940163346692444"
4290,"43.73130987368421,37.89678815667879","39.67716204736842,30.040177677806856","53.685864794736844,25.940163346692444"
4300,"42.85607160526316,42.396172333660026","37.78601029473684,30.040309323844472","53.38338509473684,25.938919737676898"
4310,"39.48629011578948,42.395651910322","39.937833215789475,30.040683475740856","53.64092107368422,25.94088653236996"
4320,"39.48629011578948,42.395651910322","39.937833215789475,30.040683475740856","53.64092107368422,25.94088653236996"
4330,"41.54395674736842,36.67731461827928","32.817132321052625,29.86253174315082","53.47432062105262,25.941866550344166"
4340,"46.58285444736842,36.77790501490067","30.584492768421054,29.888639231031938","53.707861415789466,25.942772222127225"
4350,"46.58285444736842,36.77790501490067","30.584492768421054,29.888639231031938","53.707861415789466,25.942772222127225"
4360,"52.68306262631579,36.77908103646971","33.04784616315789,32.52473334575425","53.38016278947369,25.941798962897668"
4370,"52.43655136315789,36.78007457193322","41.80833310526316,34.4560707912017","53.71318099473684,25.94294119074347"
4380,"52.43655136315789,36.78007457193322","41.80833310526316,34.4560707912017","53.71318099473684,25.94294119074347"
4390,"51.21195941052632,36.780608512760544","41.321624715789476,34.45634794075457","53.69166616315789,25.94091356734856"
4400,"51.618520636842106,31.85749835745608","41.952654415789475,29.388238784571723","54.3261327263158,25.95852685590566"
4410,"51.618520636842106,31.85749835745608","41.952654415789475,29.388238784571723","54.3261327263158,25.95852685590566"
4420,"52.39663879473684,31.856565650694424","41.11148033684211,23.94463355667199","45.30388304210526,25.83402402071366"
4430,"53.05282312105262,31.85970846695653","40.68335125263158,23.94479984640372","42.88528618421053,25.832746617974866"
4440,"53.05282312105262,31.85970846695653","40.68335125263158,23.94479984640372","42.88528618421053,25.832746617974866"
4450,"52.34756407894738,31.859843641849526","41.647945842105266,23.94469591532139","43.274024215789474,32.29758049783156"
4460,"52.1771298631579,31.860796624845133","41.430421794736844,23.97123991374829","48.807151589473676,32.477511797895694"
4470,"52.1771298631579,31.860796624845133","41.430421794736844,23.97123991374829","48.807151589473676,32.477511797895694"
4480,"52.04463477894737,31.860972352206023","46.910781073684205,24.17698881306616","53.62109097894737,32.50127554408402"
4490,"51.771505573684216,26.02109931387252","52.316634521052634,24.174910191419574","53.644987484210525,32.50285709033204"
4500,"51.771505573684216,26.02109931387252","52.316634521052634,24.174910191419574","53.644987484210525,32.50285709033204"
4510,"51.02186465789474,26.016638542403722","51.64647273684211,24.175090338628944","53.562221584210526,32.50077539697994"
4520,"52.792094878947374,26.033812512558594","51.94269980526315,25.259652755167956","53.887159821052634,32.50226907954752"
4530,"52.792094878947374,26.033812512558594","51.94269980526315,25.259652755167956","53.887159821052634,32.50226907954752"
4540,"53.22398586842105,27.819979754856277","51.57997629473683,26.618274507070467","53.45702442105264,26.21517666648846"
4550,"53.42072327894738,30.261326186005924","50.59283907368421,27.487651082016104","54.007223436842104,26.215223977701008"
4560,"53.42072327894738,30.261326186005924","50.59283907368421,27.487651082016104","54.007223436842104,26.215223977701008"
4570,"53.39386777894737,30.36610700431012","52.354033610526315,29.57029832585734","53.46611026842105,26.215284806402856"
4580,"62.5657496631579,30.365552787248845","53.60349882631579,29.85851307463409","53.847488199999994,26.21648110420585"
4590,"62.13772154210526,30.366891018689483","51.91733533157894,29.85742526263904","53.612916210526315,26.215514603720944"
4600,"62.13772154210526,30.366891018689483","51.91733533157894,29.85742526263904","53.612916210526315,26.215514603720944"
4610,"62.77272658947368,30.367283025879164","51.820520647368426,29.853988608183354","53.575384715789475,26.216629796588144"
4620,"59.448713063157896,30.20040962047824","56.113735110526314,35.650543791673336","53.675156042105264,26.21591336965528"
4630,"59.448713063157896,30.20040962047824","56.113735110526314,35.650543791673336","53.675156042105264,26.21591336965528"
4640,"54.719256142105266,25.520992762263116","61.474847600000004,35.65006570869462","53.57555697894736,26.216981251309928"
4650,"48.13504091578947,25.467652749487737","61.023186531578936,35.651008017174405","53.62755155789474,26.22070531961191"
4660,"48.13504091578947,25.467652749487737","61.023186531578936,35.651008017174405","53.62755155789474,26.22070531961191"
4670,"50.539359999999995,25.582058020173097","62.86329191052632,35.65143067024254","53.957670605263154,26.21667710780069"
4680,"52.76561208421053,29.582930709282262","60.5565368736842,35.65145838519783","53.07478718421053,26.14141172738171"
4690,"52.76561208421053,29.582930709282262","60.5565368736842,35.65145838519783","53.07478718421053,26.14141172738171"
4700,"53.9464569368421,30.917708431405533","60.40545486315789,35.647391215509344","39.914396410526315,26.043693797236443"
4710,"52.0735515368421,30.92154739836656","60.982206847368424,29.992334736241276","42.89306384210526,26.041936523627523"
4720,"52.0735515368421,30.92154739836656","60.982206847368424,29.992334736241276","42.89306384210526,26.041936523627523"
4730,"53.15254178421052,30.92195292304554","61.59155887894737,29.991946726867244","42.62290416842105,25.874481866186724"
4740,"52.40763868421052,30.92533905411504","61.062830889473695,29.992591099577687","43.10719436842105,26.01317130639843"
4750,"52.40763868421052,30.92533905411504","61.062830889473695,29.992591099577687","43.10719436842105,26.01317130639843"
4760,"52.76365871578947,30.92579189000657","61.93561341052631,30.023105265349564","43.06592768421052,27.280638690555403"
4770,"52.071369478947375,30.91730290672655","59.51992098947368,29.792981062856065","43.11196384736842,29.768444732427046"
4780,"52.071369478947375,30.91730290672655","59.51992098947368,29.792981062856065","43.11196384736842,29.768444732427046"
4790,"52.00506836842105,30.91848568704025","54.45086377894737,35.7121749234946","41.450608389473686,30.954935596936046"
4800,"49.85743307368421,30.92026999562777","44.616485757894736,35.60989288100494","32.697616573684215,28.799004193598293"
4810,"49.85743307368421,30.92026999562777","44.616485757894736,35.60989288100494","32.697616573684215,28.799004193598293"
4820,"53.155490805263156,30.94914335277126","52.50622004210526,35.6439684185313","32.82167796842106,28.79942999451122"
4830,"53.55377002631579,30.983362876932656","51.490881263157895,35.64442571529355","32.271615794736846,28.807973047748437"
4840,"53.55377002631579,30.983362876932656","51.490881263157895,35.64442571529355","32.271615794736846,28.807973047748437"
4850,"62.34662492631579,31.049510710819202","52.53201900526316,35.64452964637588","32.68262446315789,28.80348524130104"
4860,"62.5153490368421,31.04937553592621","50.931734868421046,35.64680227270948","32.36807575263158,28.801025058248552"
4870,"62.5153490368421,31.04937553592621","50.931734868421046,35.64680227270948","32.36807575263158,28.801025058248552"
4880,"63.666381099999995,33.04409736187948","47.39781509473684,35.637857270890336","33.45771897894736,28.83100009076994"
4890,"62.99812888421052,32.611470116852615","51.67804376315789,35.638958940363025","32.99460041052632,30.508757068886545"
4900,"62.99812888421052,32.611470116852615","51.67804376315789,35.638958940363025","32.99460041052632,30.508757068886545"
4910,"64.03827162105263,32.615322601302935","52.065789568421046,31.245383294713697","36.18518619473685,35.19719009246436"
4920,"57.770590310526316,32.41608156777463","52.09902693157895,31.244946784167915","38.1247181,35.30092330534785"
4930,"57.770590310526316,32.41608156777463","52.09902693157895,31.244946784167915","38.1247181,35.30092330534785"
4940,"52.15238261578948,32.44627288012481","52.675442594736836,31.24513386011611","43.469232999999996,35.30136262375008"
4950,"52.50725349999999,38.41327790531904","51.75251948947368,31.24672747004516","41.00311567894737,35.295975904264274"
4960,"52.50725349999999,38.41327790531904","51.75251948947368,31.24672747004516","41.00311567894737,35.295975904264274"
4970,"53.36479515789474,38.41127731690273","52.13214837894737,31.248348794929495","43.070451547368414,35.297902146489434"
4980,"54.25326598947369,38.478425444997434","41.62478856315789,31.143759482412126","43.05353995263158,35.296982957217075"
4990,"54.25326598947369,38.478425444997434","41.62478856315789,31.143759482412126","43.05353995263158,35.296982957217075"
5000,"62.08426344210527,38.61746633993093","42.313865299999996,31.14292110501467","42.91820214736842,35.29740199938536"
5010,"70.8621499631579,43.785472848872374","40.67998444210526,25.457475177273515","43.064782384210524,35.296266530284214"
5020,"70.8621499631579,43.785472848872374","40.67998444210526,25.457475177273515","43.064782384210524,35.296266530284214"
5030,"70.50150949473684,44.66352164254798","42.01938264736842,25.455694491396272","42.99974634210526,35.29745606934256"
5040,"69.1330208631579,44.66557630092148","38.851720015789475,25.230191757697014","43.04156259473684,35.29617190785912"
5050,"69.1330208631579,44.66557630092148","38.851720015789475,25.230191757697014","43.04156259473684,35.29617190785912"
5060,"73.97087467894737,44.66477201030817","32.634550494736835,18.240701753753868","43.15840491578948,35.295888040583826"
5070,"72.15159594736842,44.58323451485427","30.300399789473687,18.240438461678636","42.948890910526316,35.293394063808094"
5080,"72.15159594736842,44.58323451485427","30.300399789473687,18.240438461678636","42.948890910526316,35.293394063808094"
5090,"62.3460030631579,44.56131590595531","32.49878372631579,22.833478640534327","42.9967780631579,35.294779606461276"
5100,"62.50333762631579,44.560754930149386","29.905549936842107,22.834656526134058","43.19257488947369,28.808736785893853"
5110,"62.50333762631579,44.560754930149386","29.905549936842107,22.834656526134058","43.19257488947369,28.808736785893853"
5120,"63.32472657368422,44.58735059034593","34.15140108947369,22.88707243532213","42.96982884736842,28.809737080102007"
5130,"62.027962699999996,44.58366707451185","37.64287334210526,23.01300226341111","43.005849299999994,28.809263967976527"
5140,"62.027962699999996,44.58366707451185","37.64287334210526,23.01300226341111","43.005849299999994,28.809263967976527"
5150,"63.34995906315789,40.36450720945154","39.40192242105263,23.0135357763004","42.972017389473685,28.809899289973597"
5160,"64.92130586842106,44.55520600079199","39.05407413157895,23.017873166802943","43.064357326315786,28.809777632569904"
5170,"64.92130586842106,44.55520600079199","39.05407413157895,23.017873166802943","43.064357326315786,28.809777632569904"
5180,"64.11890882105263,44.466571823455915","40.51168382105263,23.017589088511244","43.04330065263158,28.811737668518315"
5190,"59.755371163157896,49.250276111615804","39.37361264736842,23.015461965692904","43.05782961578948,28.8087705796171"
5200,"58.12803654736842,49.3682770344548","40.23848804210527,23.015461965692904","43.277268868421054,28.810568405693918"
5210,"58.12803654736842,49.3682770344548","40.23848804210527,23.015461965692904","43.277268868421054,28.810568405693918"
5220,"61.71420431052631,49.370074860531616","37.270691336842106,18.9262866027084","42.914793663157894,28.812366231770735"
5230,"60.397666605263154,49.36961526589543","40.45040520526316,18.92829593696677","43.957949,28.841219312680277"
5240,"60.397666605263154,49.36961526589543","40.45040520526316,18.92829593696677","43.957949,28.841219312680277"
5250,"59.155804805263166,49.37074397625194","40.44248501578947,18.92851072787025","40.8378008,28.838454986118553"
5260,"59.407739931578945,49.37219034760697","40.224387836842105,18.926175742887253","43.31387688947369,28.837022132252816"
5270,"59.407739931578945,49.37219034760697","40.224387836842105,18.926175742887253","43.31387688947369,28.837022132252816"
5280,"61.89194142631579,49.37368403017455","39.52207565263158,18.951569570669704","47.11274848947368,28.779782323814565"
5290,"62.52657435263158,49.3935209457214","38.57782330526316,18.931988954758868","43.510959257894726,30.550161138610566"
