,k8s-master,k8s-node01,k8s-node02
410,"10.281888068421052,10.75609603283993","20.361346189473686,19.197262649296135","21.580064468421053,14.532754126940175"
420,"10.281888068421052,10.75609603283993","20.361346189473686,19.197262649296135","21.580064468421053,14.532754126940175"
430,"9.618710242105264,10.754237378061264","28.094137915789474,19.939150429917852","21.80140572105263,14.534011253445017"
440,"9.544458936842107,10.754156273125467","30.436247552631578,20.45067843092612","21.666539657894738,14.53238915472909"
450,"9.544458936842107,10.754156273125467","30.436247552631578,20.45067843092612","21.666539657894738,14.53238915472909"
460,"10.280006747368422,10.75472400767604","31.502481042105263,21.539446591930055","21.80115193157895,14.532950130535015"
470,"10.07023837368421,10.75433875923101","31.403492584210525,21.869649497967835","21.688892984210522,14.532233703602147"
480,"10.07023837368421,10.75433875923101","31.403492584210525,21.869649497967835","21.688892984210522,14.532233703602147"
490,"9.9733182,10.755480987076806","33.74088075263158,27.941324113861075","21.559426978947368,14.532956889279664"
500,"10.35206887368421,10.755467469587508","33.508756384210535,28.308838278455067","21.691775021052635,14.53219315113425"
510,"10.35206887368421,10.755467469587508","33.508756384210535,28.308838278455067","21.691775021052635,14.53219315113425"
520,"10.318500005263159,10.74793822804775","39.30929061578948,29.364743431226483","22.36330486842105,14.562310117293283"
530,"10.803081926315791,10.748235612812335","41.27455995789474,25.998886828820865","21.785847542105262,15.205350600754398"
540,"10.803081926315791,10.748235612812335","41.27455995789474,25.998886828820865","21.785847542105262,15.205350600754398"
550,"10.14852064736842,10.749553568019026","42.40209542105263,19.20629772471996","25.83920384736842,20.004485102949538"
560,"10.437805163157893,10.764828330927333","42.5613745368421,19.206450156974043","24.13535024736842,20.163511605812168"
570,"10.437805163157893,10.764828330927333","42.5613745368421,19.206450156974043","24.13535024736842,20.163511605812168"
580,"10.035066189473683,10.828826884015278","41.33381391052632,19.203346081981806","32.35615224210527,20.183923014654244"
590,"10.093208384210527,10.836917101360962","41.584598236842105,19.202563134494927","32.25322606315789,20.185159864925136"
600,"10.093208384210527,10.836917101360962","41.584598236842105,19.202563134494927","32.25322606315789,20.185159864925136"
610,"10.713111005263158,10.848697593285376","41.62865428947369,19.203152077294792","32.306499731578946,20.179469001930094"
620,"11.999040863157894,10.85897088515291","41.98176224210526,19.193798279885158","32.317240657894736,20.17984073288583"
630,"11.999040863157894,10.85897088515291","41.98176224210526,19.193798279885158","32.317240657894736,20.17984073288583"
640,"21.51775140526316,11.552323463786342","40.5541275368421,19.193486486638168","32.79899596842105,20.204773741898546"
650,"21.226329515789473,12.099308668286017","41.48445510526315,19.192980688704168","34.331431642105265,25.402532244787942"
660,"21.226329515789473,12.099308668286017","41.48445510526315,19.192980688704168","34.331431642105265,25.402532244787942"
670,"20.974066684210527,13.013124738647793","41.57232414736843,19.193368698078196","29.363054394736842,25.40215375508756"
680,"20.920718563157894,13.432200700652023","41.00766434736842,19.19327862447351","37.450341105263156,25.603726555520012"
690,"20.920718563157894,13.432200700652023","41.00766434736842,19.19327862447351","37.450341105263156,25.603726555520012"
700,"21.3402183,14.408670333916456","44.5742445368421,25.72881844701881","43.03823799999999,25.605044510726703"
710,"20.965873663157893,14.827401599943551","44.03051225263159,25.758819886117863","42.70309488421053,25.6062137735511"
720,"20.965873663157893,14.827401599943551","44.03051225263159,25.758819886117863","42.70309488421053,25.6062137735511"
730,"20.88305395263158,15.707478017014058","50.72403864210526,20.63739408470009","43.10245988421052,25.60226666667568"
740,"20.85401082631579,16.2232310624875","52.06653468947368,20.63685364307198","42.59260012631579,25.601915211953894"
750,"20.85401082631579,16.2232310624875","52.06653468947368,20.63685364307198","42.59260012631579,25.601915211953894"
760,"21.12083623157895,17.12853787333531","53.26122266842105,24.550184543494154","43.22552522631578,25.6006378092151"
770,"21.239983757894734,17.57848102215469","52.97069655789474,25.81045284781905","42.6862603368421,25.600489116832808"
780,"21.239983757894734,17.57848102215469","52.97069655789474,25.81045284781905","42.6862603368421,25.600489116832808"
790,"13.381633978947368,17.714365583336775","51.738163831578944,25.80905324257702","35.55452715263158,25.42197715314511"
800,"11.045908494736842,17.709587150869442","55.91790996315789,25.870247863852498","32.18461634736842,25.421402659849885"
810,"11.045908494736842,17.709587150869442","55.91790996315789,25.870247863852498","32.18461634736842,25.421402659849885"
820,"10.057633552631577,17.707546009985233","67.36020842105263,29.051800013594185","32.45593062631579,25.42197039440046"
830,"9.944228789473685,17.707559527474533","73.44573157368421,30.074308645243793","32.201660410526316,25.42243674778129"
840,"9.944228789473685,17.707559527474533","73.44573157368421,30.074308645243793","32.201660410526316,25.42243674778129"
850,"9.422849936842104,17.708370576832497","69.83374522105264,30.106042269048334","32.60745109473684,25.423910154114925"
860,"9.44334379473684,17.70830974813065","73.01568381052633,30.106700499236418","29.03140833684211,25.21955950963145"
870,"9.44334379473684,17.70830974813065","73.01568381052633,30.106700499236418","29.03140833684211,25.21955950963145"
880,"10.4231838,13.01382088934671","72.61719046842104,30.102252248912723","22.056161378947372,25.22040435271266"
890,"10.273011815789474,13.013787095623464","72.1029786368421,29.9648207143793","21.62134057894737,25.219444610972403"
900,"10.273011815789474,13.013787095623464","72.1029786368421,29.9648207143793","21.62134057894737,25.219444610972403"
910,"9.933497215789473,13.012117685694989","62.30327233157895,29.936586103679847","21.739467210526318,25.21993124058718"
920,"13.079181221052632,19.030164750483706","61.86749904210526,29.93642674268694","21.897928536842105,19.75082941624655"
930,"13.079181221052632,19.030164750483706","61.86749904210526,29.93642674268694","21.897928536842105,19.75082941624655"
940,"13.311151642105262,19.133364022539872","63.24720762631578,29.93719583269618","22.367842415789475,19.77766163250583"
950,"17.764730173684214,19.135594408274272","62.58620545789474,29.936967184315055","32.16449062631579,19.940804210860126"
960,"17.764730173684214,19.135594408274272","62.58620545789474,29.936967184315055","32.16449062631579,19.940804210860126"
970,"17.75600085263158,19.136331111441088","62.771112105263164,29.936724678456287","32.30986055789474,19.93938487448369"
980,"19.35964605789474,19.136378422653635","62.6832633631579,29.93716118900207","30.813356094736847,21.374969273057136"
990,"19.35964605789474,19.136378422653635","62.6832633631579,29.93716118900207","30.813356094736847,21.374969273057136"
1000,"17.663157157894737,19.136202695292745","64.68515593157895,32.258392625438404","32.43996484736842,22.290495305815284"
1010,"18.19415671578947,19.136216212782042","64.17399153684211,34.56789370704918","32.39181486315789,24.80659345279054"
1020,"18.19415671578947,19.136216212782042","64.17399153684211,34.56789370704918","32.39181486315789,24.80659345279054"
1030,"18.945104768421054,19.13627704148389","62.794565252631585,34.566778180098844","32.313236284210525,24.81075683949475"
1040,"19.95027352105263,19.136351387675038","63.4756544368421,34.56688211118118","32.282913931578946,24.80989172017959"
1050,"19.95027352105263,19.136351387675038","63.4756544368421,34.56688211118118","32.282913931578946,24.80989172017959"
1060,"18.75782670526316,19.13758823794593","69.66886448421052,34.673307539486366","32.915513663157896,24.837764783114924"
1070,"18.097669431578947,19.14005517974307","73.41759811578949,34.67300960371702","32.89627735263158,26.71182274083722"
1080,"18.097669431578947,19.14005517974307","73.41759811578949,34.67300960371702","32.89627735263158,26.71182274083722"
1090,"18.53755885263158,19.13987269363753","69.82792537368421,34.67321053714286","34.03331847894737,28.448245622513163"
1100,"19.17295368947368,19.13999435104122","72.9298298368421,34.6730996773217","40.77930667368421,28.479903582452327"
1110,"19.17295368947368,19.13999435104122","72.9298298368421,34.6730996773217","40.77930667368421,28.479903582452327"
1120,"19.560639231578946,19.13341809249707","73.135272,34.67334911191929","38.09165442105263,28.68975584508065"
1130,"17.436335410526315,19.13349243868822","72.53630170526316,34.67282252776883","42.79234615263158,24.509418209288178"
1140,"17.436335410526315,19.13349243868822","72.53630170526316,34.67282252776883","42.79234615263158,24.509418209288178"
1150,"18.620621789473685,19.13361409609191","74.05254166315788,34.67358468903924","43.202930610526316,25.699950803097696"
1160,"18.88542094210526,19.13366816604911","73.59869427368422,34.67381333742036","42.79698677894737,28.23517619743158"
1170,"18.88542094210526,19.13366816604911","73.59869427368422,34.67381333742036","42.79698677894737,28.23517619743158"
1180,"19.205228157894737,19.134161554408536","73.56442767894737,34.67444385265316","44.030595305263155,29.320360238386332"
1190,"19.411004636842105,19.13445218042847","72.98289568421052,34.674145916883816","50.1296012,33.389090723778416"
1200,"19.411004636842105,19.13445218042847","72.98289568421052,34.674145916883816","50.1296012,33.389090723778416"
1210,"17.936440342105264,19.13608103788905","72.77364973157894,34.67409048697324","51.92610363157895,33.38894203139613"
1220,"18.04120205263158,19.13626352399459","73.90968761052632,34.67432606409319","52.571280742105266,27.670753431735697"
1230,"18.04120205263158,19.13626352399459","73.90968761052632,34.67432606409319","52.571280742105266,27.670753431735697"
1240,"0.0,19.13803431509281","72.2751665894737,34.499437767488295","52.85795156842106,27.67051687567296"
1250,"20.7407457,19.138575014664788","63.286314657894735,34.497289858453485","52.5343241,27.682885378381897"
1260,"20.7407457,19.138575014664788","63.286314657894735,34.497289858453485","52.5343241,27.682885378381897"
1270,"19.389351421052634,19.137730171583573","62.71098394210525,34.496063471682","48.254581200000004,27.696146035384597"
1280,"18.58065321578947,19.138074867560707","66.70581297368422,34.57239738728345","51.79867723157895,27.692165134785927"
1290,"18.58065321578947,19.138074867560707","66.70581297368422,34.57239738728345","51.79867723157895,27.692165134785927"
1300,"19.05476782631579,19.1383046648788","74.71964471578947,35.03620023528611","52.308654121052626,27.677464865172844"
1310,"19.3599207,19.138372252325297","76.29235236842105,36.51965014580492","52.133416436842104,27.69037406745376"
1320,"19.3599207,19.138372252325297","76.29235236842105,36.51965014580492","52.133416436842104,27.69037406745376"
1330,"18.557206589473683,19.138473633495042","81.79986028947367,37.108433584677954","53.0099753368421,27.67889771903858"
1340,"16.060012794736842,19.011382199102208","78.93649784210527,39.17447264156297","52.440778173684215,27.67559945164953"
1350,"16.060012794736842,19.011382199102208","78.93649784210527,39.17447264156297","52.440778173684215,27.67559945164953"
1360,"8.89359775263158,19.010354869915457","85.36229365263159,41.74617105767406","53.19181501578948,27.662710525602563"
1370,"8.628940315789475,19.010395422383354","84.25638173157894,46.14777018287921","52.54795791578948,27.663372882578233"
1380,"8.628940315789475,19.010395422383354","84.25638173157894,46.14777018287921","52.54795791578948,27.663372882578233"
1390,"8.687422689473683,19.013011056562785","89.20893707894737,46.978595255019506","53.07876644210526,23.533536586808268"
1400,"7.901259936842106,19.013038091541382","83.33355481052631,48.13762775641686","52.85988854210527,23.533266237022282"
1410,"7.901259936842106,19.013038091541382","83.33355481052631,48.13762775641686","52.85988854210527,23.533266237022282"
1420,"8.281651421052633,19.035632574905307","76.01061547894737,48.54698457475662","51.82541755263158,23.533144579618586"
1430,"7.037967110526316,19.03578802603225","72.65962047368421,48.79504728206016","52.75394906842106,23.53307023342744"
1440,"7.037967110526316,19.03578802603225","72.65962047368421,48.79504728206016","52.75394906842106,23.53307023342744"
1450,"8.312503768421053,20.008175377528268","73.85525791052632,48.794007971236866","52.61184866315789,23.533556863042218"
1460,"14.30805795263158,25.63507361320529","61.59085867894738,48.50498256001795","53.12954605263158,23.531211578648776"
1470,"14.30805795263158,25.63507361320529","61.59085867894738,48.50498256001795","53.12954605263158,23.531211578648776"
1480,"13.478674715789474,25.762475949852007","52.52063542105263,43.08587042385382","52.32761652105263,23.53130620107387"
1490,"17.494512121052633,25.76269898842545","52.60738525263157,43.07795780411915","53.12565958421054,23.53088715890559"
1500,"17.494512121052633,25.76269898842545","52.60738525263157,43.07795780411915","53.12565958421054,23.53088715890559"
1510,"15.468597931578945,25.76131344577226","52.86531457368421,43.078110236373234","52.832178500000005,23.53070467280005"
1520,"19.9330246,25.836085437831816","44.251291257894735,38.91235152318969","52.128192299999995,23.52866353191584"
1530,"19.9330246,25.836085437831816","44.251291257894735,38.91235152318969","52.128192299999995,23.52866353191584"
1540,"28.941713984210523,20.63083824587056","41.907334368421054,38.91209515985328","52.98751227368421,23.55573230423786"
1550,"30.040088515789474,22.648573597356034","42.584578205263156,38.912032801203885","60.69222502631579,23.733865778225177"
1560,"30.040088515789474,22.648573597356034","42.584578205263156,38.912032801203885","60.69222502631579,23.733865778225177"
1570,"30.40532900526316,24.75989052726116","42.27753401578948,38.9123861668838","60.47747249473685,23.73316286878161"
1580,"27.962654315789475,24.75990404475046","34.77642005789473,38.73876582948332","62.815753552631584,23.732615410464984"
1590,"27.962654315789475,24.75990404475046","34.77642005789473,38.73876582948332","62.815753552631584,23.732615410464984"
1600,"28.5103794631579,24.764405368687154","32.65016847368421,38.76463774024449","63.0936795,25.119394913922992"
1610,"30.57386963157895,24.764466197389","40.38583636315789,38.87373766173495","63.13037334736842,26.608488293888062"
1620,"30.57386963157895,24.764466197389","40.38583636315789,38.87373766173495","63.13037334736842,26.608488293888062"
1630,"28.66233127368421,24.754564636477202","42.453734,38.87218562423883","55.3055704631579,29.822602553305035"
1640,"30.221623831578945,24.754652500157647","42.21515931578947,40.29945732038925","46.741607794736844,30.26653041938619"
1650,"30.221623831578945,24.754652500157647","42.21515931578947,40.29945732038925","46.741607794736844,30.26653041938619"
1660,"29.725877410526312,24.754841745007838","42.32442885789474,41.20060909157236","43.44255001052631,30.28342052226577"
1670,"28.0490523,24.75552437821746","42.5851989631579,42.750574894781906","41.565771205263154,30.28300148009749"
1680,"28.0490523,24.75552437821746","42.5851989631579,42.750574894781906","41.565771205263154,30.28300148009749"
1690,"29.622995678947362,24.755612241897904","42.010883210526316,43.00299577880445","40.52973132631578,33.99742505346336"
1700,"25.645555647368422,24.758079183695042","42.69144208421053,43.003473861783164","43.76980352631579,36.054651749936994"
1710,"25.645555647368422,24.758079183695042","42.69144208421053,43.003473861783164","43.76980352631579,36.054651749936994"
1720,"28.104340536842106,17.8724391032038","42.89401154736842,43.03187476221434","48.833226921052635,36.16025713508845"
1730,"29.09537853684211,17.8724661381824","47.64548651578947,48.03605244528704","53.107580905263156,31.277523720321255"
1740,"29.09537853684211,17.8724661381824","47.64548651578947,48.03605244528704","53.107580905263156,31.277523720321255"
1750,"27.343207126315793,17.748571590008872","52.89765397894737,48.03896251559226","52.673519373684215,31.278138766084375"
1760,"20.684349263157895,17.747841645586707","53.16391521052632,37.18620174921555","53.00726233684211,31.27830773470062"
1770,"20.684349263157895,17.747841645586707","53.16391521052632,37.18620174921555","53.00726233684211,31.27830773470062"
1780,"20.278108115789475,17.748105236628042","57.78816454736842,37.347419644124734","53.22676675789474,25.019345216873585"
1790,"18.994346742105265,17.748483726328427","61.863586721052634,37.38939394390812","52.2293037,25.004394873708463"
1800,"18.994346742105265,17.748483726328427","61.863586721052634,37.38939394390812","52.2293037,25.004394873708463"
1810,"20.877857715789474,17.74882842230556","62.98968385789473,37.38828534569661","52.23096084736842,25.005003160726936"
1820,"20.558473831578947,17.748862216028808","63.42019581578948,35.49345542510203","53.1466505,25.00209690052757"
1830,"20.558473831578947,17.748862216028808","63.42019581578948,35.49345542510203","53.1466505,25.00209690052757"
1840,"22.893876431578946,17.835124073992844","62.44999579999999,37.45271568800194","52.84407606842105,25.005922349999295"
1850,"24.754705336842107,17.951178478372725","60.42874255263158,37.45252861205375","0.0,25.005942626233242"
1860,"24.754705336842107,17.951178478372725","60.42874255263158,37.45252861205375","0.0,25.005942626233242"
1870,"28.063611700000003,11.930603643085023","62.381552847368425,32.29548909309114","52.54306570526315,25.009031372538153"
1880,"29.175992226315792,13.203221190665065","63.129356515789475,32.28217205707535","52.270204836842105,25.00776072854401"
1890,"29.175992226315792,13.203221190665065","63.129356515789475,32.28217205707535","52.270204836842105,25.00776072854401"
1900,"29.360607868421056,18.425101653209218","63.42042425263157,32.27581840357562","54.63273061052632,25.07888975723738"
1910,"29.72995365789474,18.42511517069852","62.89223347894737,32.27820188973037","61.67759168421053,25.141637942565133"
1920,"29.72995365789474,18.42511517069852","62.89223347894737,32.27820188973037","61.67759168421053,25.141637942565133"
1930,"27.09697681052631,18.425608559057945","62.99713745789474,32.27853446919382","62.81915543157894,21.53088675338091"
1940,"27.068689105263154,18.424290603851254","62.58442807368422,32.27991328821939","63.46376364210526,22.698750517635357"
1950,"27.068689105263154,18.424290603851254","62.58442807368422,32.27991328821939","63.46376364210526,22.698750517635357"
1960,"27.876024294736844,18.422688781369278","58.797223252631575,32.22395679349331","63.30738920000001,25.93249893025969"
1970,"27.753045499999995,18.420174528359592","63.5463126,28.195996838000752","57.86228001052631,27.098274242417382"
1980,"27.753045499999995,18.420174528359592","63.5463126,28.195996838000752","57.86228001052631,27.098274242417382"
1990,"27.57870165789474,18.420336738231185","63.20451773684211,28.637336714742645","62.944351321052636,27.101058845213053"
2000,"29.406926463157895,18.420742262910167","63.35181373157895,30.772316722906083","63.9162865736842,27.1045058049844"
2010,"29.406926463157895,18.420742262910167","63.35181373157895,30.772316722906083","63.9162865736842,27.1045058049844"
2020,"28.740553142105266,18.421566829757428","63.59912068947368,32.1274048180094","63.36509172105262,27.125464672143096"
2030,"29.68313810526316,18.422871267474818","62.69402221052632,34.06866421744988","65.44342139473684,32.57212746424675"
2040,"29.68313810526316,18.422871267474818","62.69402221052632,34.06866421744988","65.44342139473684,32.57212746424675"
2050,"26.46152657368421,18.423215963451952","60.16108412631579,34.55248419190916","64.96378745263158,32.64397967861764"
2060,"28.18983726842105,18.423445760770043","52.80653970526316,34.553502716515986","74.00361995789474,32.6778409893126"
2070,"28.18983726842105,18.423445760770043","52.80653970526316,34.553502716515986","74.00361995789474,32.6778409893126"
2080,"29.379474852631578,18.452231254233087","53.40658946315789,34.55989794244865","73.43785340526316,32.686580046144655"
2090,"33.22889436842105,18.627221911958294","50.03901543684211,34.558228116392556","74.05357396842105,32.679321154390884"
2100,"38.40900502631579,18.62597830294275","52.57602548947369,34.558138042787874","73.81111632105264,32.68037551855623"
2110,"38.40900502631579,18.62597830294275","52.57602548947369,34.558138042787874","73.81111632105264,32.68037551855623"
2120,"39.65999358421053,18.62661362493982","52.644701031578954,34.55817268648198","74.35913576842105,32.67880748979751"
2130,"39.87609944736842,20.18818102378355","52.62765908947368,34.55810339909376","74.06745377894737,32.68021330868464"
2140,"39.87609944736842,20.18818102378355","52.62765908947368,34.55810339909376","74.06745377894737,32.68021330868464"
2150,"39.064129963157896,22.73572760961383","52.285144473684205,34.55819347269845","73.47178773157896,32.67981454275031"
2160,"39.78649321578947,24.113565293900294","52.87770138421053,34.5585260521619","61.510114857894735,32.574391643704395"
2170,"39.78649321578947,24.113565293900294","52.87770138421053,34.5585260521619","61.510114857894735,32.574391643704395"
2180,"49.14097880526316,25.97343664660288","52.56982485789473,29.925125969668336","63.71735753157894,32.5699984596821"
2190,"51.503480378947366,26.79534730721813","52.42337838421052,29.917629074262983","63.626860915789464,32.59755386161889"
2200,"51.503480378947366,26.79534730721813","52.42337838421052,29.917629074262983","63.626860915789464,32.59755386161889"
2210,"49.313566715789484,27.82715754167425","52.772604273684216,29.917483570747724","62.97828534736842,32.60139958732457"
2220,"52.044799647368414,28.37114186354946","52.43821655789473,29.920608431956424","67.62587513684211,36.8245741467068"
2230,"52.044799647368414,28.37114186354946","52.43821655789473,29.920608431956424","67.62587513684211,36.8245741467068"
2240,"48.2014490736842,28.875776774074158","52.81380043684211,29.922167398191363","62.3347601,36.8245335942389"
2250,"42.07128165789474,28.87442502514422","53.22702367368421,29.94767208579497","62.64104592105262,36.827095158461134"
2260,"42.07128165789474,28.87442502514422","53.22702367368421,29.94767208579497","62.64104592105262,36.827095158461134"
2270,"41.185728442105265,28.868098840152108","57.5744804,30.109672928191035","63.38244699999999,36.82424296821896"
2280,"41.36959322631579,28.8682610500237","62.33381230526316,30.11148825776239","0.0,29.996917336565275"
2290,"41.36959322631579,28.8682610500237","62.33381230526316,30.11148825776239","0.0,29.996917336565275"
2300,"38.2588340368421,22.376905856161613","63.20400337894738,24.927897811634057","62.27349862105263,29.994903230659666"
2310,"41.597166357894736,22.376635506375624","65.74260875789474,28.576315311937712","63.16853057894737,29.994747779532723"
2320,"41.597166357894736,22.376635506375624","65.74260875789474,28.576315311937712","63.16853057894737,29.994747779532723"
2330,"41.25493235263158,22.377122135990405","51.236498642105275,31.287468454318237","56.15727143684211,29.76232130977442"
2340,"42.50620316315789,22.376845027459765","50.552321173684206,31.87478300056102","52.18932486315789,29.764396244381878"
2350,"42.50620316315789,22.376845027459765","50.552321173684206,31.87478300056102","52.18932486315789,29.764396244381878"
2360,"41.16456406842105,22.377318139585245","50.62407239473685,33.27165139076071","51.927199263157895,29.763281051514678"
2370,"43.03183815789474,22.40713772097969","51.29937572631579,33.982269773078954","52.20982034210526,29.76237537973162"
2380,"43.03183815789474,22.40713772097969","51.29937572631579,33.982269773078954","52.20982034210526,29.76237537973162"
2390,"40.74339645263158,27.635188917389012","48.60214428421054,34.08283348834077","52.7848295368421,29.762307792285124"
2400,"40.92712175789473,27.633357297588947","51.78497788947369,34.08329078510302","50.190557589473684,29.76415968831914"
2410,"40.92712175789473,27.633357297588947","51.78497788947369,34.08329078510302","50.190557589473684,29.76415968831914"
2420,"43.93737507894736,27.700349974556705","51.34244525789473,34.083491718528855","51.555143178947375,29.760016577848877"
2430,"52.085840573684216,27.735184544481225","50.018425521052635,34.086665080909306","52.84212949473684,29.785638978815864"
2440,"52.085840573684216,27.735184544481225","50.018425521052635,34.086665080909306","52.84212949473684,29.785638978815864"
2450,"49.87929329999999,27.661858923776702","50.71037049473684,34.07775472278428","52.83805311052631,29.784854964436498"
2460,"41.13271351052632,27.53319270188049","50.29328061578947,34.07799029990422","52.41670172105263,29.784138537503633"
2470,"41.13271351052632,27.53319270188049","50.29328061578947,34.07799029990422","52.41670172105263,29.784138537503633"
2480,"40.974451800000004,27.533740160197116","51.105639152631575,34.07770622161252","55.279186952631576,34.253790996770874"
2490,"41.946654105263164,27.534240307301193","51.14817969473685,34.0778240101725","61.82593206315789,30.778066008198223"
2500,"41.946654105263164,27.534240307301193","51.14817969473685,34.0778240101725","61.82593206315789,30.778066008198223"
2510,"41.100154200000006,27.534240307301193","51.18366123157895,29.11528111868091","71.99944811578948,32.300946352667104"
2520,"40.54652688421053,27.53430789474769","51.96907247368421,29.11548205210675","71.86204412105263,33.71658569577931"
2530,"40.54652688421053,27.53430789474769","51.96907247368421,29.11548205210675","71.86204412105263,33.71658569577931"
2540,"40.576727526315786,21.441313110538527","50.6320015,29.1172350230287","72.48452363157895,33.71236148037325"
2550,"40.08295868421053,21.441468561665467","52.096716336842114,29.11810804412027","71.94475542105262,33.742167544278395"
2560,"40.08295868421053,21.441468561665467","52.096716336842114,29.11810804412027","71.94475542105262,33.742167544278395"
2570,"41.79583984736842,21.44208360742859","50.52756530526315,29.117463671409826","71.32508767894737,33.74235003038394"
2580,"39.888742678947374,21.436703646687434","50.59273535263158,29.117560673753335","74.56738715263158,30.254114605464704"
2590,"39.888742678947374,21.436703646687434","50.59273535263158,29.117560673753335","74.56738715263158,30.254114605464704"
2600,"38.84685310526315,21.43663605924094","51.76260343157895,29.11760917492509","74.44544100526315,31.67927701978832"
2610,"40.110571621052635,21.437115930111066","50.77449245263158,29.117498315103937","73.71432866315789,32.992940423625946"
2620,"40.110571621052635,21.437115930111066","50.77449245263158,29.117498315103937","73.71432866315789,32.992940423625946"
2630,"40.05030107894737,21.437109171366416","52.70506818421053,29.117352811588677","72.7518004368421,38.15758107773185"
2640,"41.18040880526316,21.43745386734355","50.970388052631584,29.1167915837441","72.60306336842105,40.241430469380624"
2650,"41.18040880526316,21.43745386734355","50.970388052631584,29.1167915837441","72.60306336842105,40.241430469380624"
