102,1,23.62
142,2,23.10
182,3,23.77
222,4,23.93
262,5,23.44
302,6,23.69
342,7,6.02
382,8,8.58
422,9,10.29
463,10,11.87
503,11,1.70
543,12,3.85
583,13,-4.14
623,14,-1.73
663,15,0.26
703,16,2.19
743,17,0.66
783,18,-4.93
823,19,-2.96
863,20,-7.81
903,21,-12.20
943,22,-18.26
983,23,-21.81
1023,24,-19.80
1063,25,-18.01
1103,26,-16.28
1143,27,-20.69
1183,28,-18.82
1223,29,-30.55
1264,30,-39.65
1304,31,-37.25
1344,32,-41.86
1384,33,-45.40
1424,34,-43.20
1464,35,-41.18
1504,36,-39.23
1544,37,-40.87
1584,38,-42.27
1624,39,-43.75
1664,40,-41.81
1704,41,-43.13
1744,42,-44.13
1784,43,-51.58
1824,44,-59.04
1864,45,-66.52
1905,46,-64.20
1945,47,-70.39
1985,48,-68.16
2025,49,-75.08
2065,50,-81.97
2105,51,-80.10
2145,52,-78.32
2185,53,-83.47
2225,54,-83.77
2265,55,-89.61
2305,56,-92.41
2345,57,-97.38
2385,58,-94.96
2426,59,-92.62
2466,60,-92.75
2506,61,-90.72
2546,62,-95.36
2586,63,-95.43
2626,64,-93.50
2666,65,-93.60
2706,66,-97.65
2746,67,-102.84
2786,68,-102.80
2826,69,-102.67
2867,70,-107.32
2907,71,-107.22
2947,72,-111.73
2987,73,-116.89
3027,74,-116.06
3067,75,-120.74
3107,76,-118.67
3147,77,-121.59
3187,78,-121.67
3227,79,-125.70
3268,80,-126.03
3308,81,-124.07
3348,82,-124.69
3388,83,-125.46
3428,84,-125.16
3468,85,-125.32
3508,86,-125.99
3548,87,-126.80
3588,88,-127.45
3628,89,-128.22
3668,90,-126.52
3708,91,-127.33
3748,92,-127.64
3789,93,-125.97
3829,94,-126.50
3869,95,-126.96
3909,96,-126.68
3949,97,-125.22
3989,98,-124.96
4029,99,-125.28
4069,100,-123.87
4109,101,-124.35
4149,102,-125.13
4189,103,-123.61
4229,104,-123.39
4269,105,-123.16
4309,106,-121.70
4349,107,-121.50
4389,108,-122.05
4429,109,-120.67
4470,110,-120.97
4510,111,-121.48
4550,112,-122.01
4590,113,-122.54
4630,114,-122.34
4670,115,-120.95
4710,116,-119.65
4750,117,-119.45
4790,118,-119.60
4830,119,-118.36
4870,120,-118.20
4910,121,-118.63
4950,122,-119.10
4990,123,-117.92
5030,124,-116.79
5071,125,-115.74
5111,126,-115.61
5151,127,-115.49
5191,128,-115.19
5231,129,-115.06
5271,130,-114.00
5311,131,-114.16
5351,132,-114.68
5391,133,-114.42
5432,134,-114.16
5472,135,-114.01
5512,136,-114.59
5552,137,-114.97
5592,138,-114.86
5632,139,-113.88
5672,140,-112.90
5712,141,-113.28
5752,142,-112.63
5792,143,-111.65
5832,144,-111.12
5872,145,-110.47
5912,146,-109.49
5952,147,-108.52
5992,148,-107.83
6033,149,-106.90
6073,150,-106.33
6113,151,-105.40
6153,152,-105.09
6193,153,-105.06
6233,154,-104.25
6273,155,-103.66
6313,156,-102.78
6353,157,-102.16
6393,158,-101.55
6434,159,-101.23
6474,160,-101.22
6514,161,-101.03
6554,162,-100.80
6594,163,-100.80
6634,164,-100.79
6674,165,-100.79
6714,166,-100.78
6754,167,-100.00
6794,168,-99.47
6834,169,-98.71
6874,170,-98.50
6914,171,-97.78
6954,172,-97.79
6994,173,-97.80
7035,174,-97.82
7075,175,-97.61
7115,176,-97.63
7155,177,-96.92
7195,178,-96.23
7235,179,-96.04
7275,180,-95.83
7315,181,-94.75
7355,182,-94.64
7396,183,-93.57
7436,184,-93.61
7476,185,-93.39
7516,186,-93.43
7556,187,-93.04
7596,188,-93.08
7636,189,-93.32
7676,190,-92.70
7716,191,-92.74
7756,192,-92.78
7796,193,-92.13
7836,194,-91.86
7876,195,-91.61
7916,196,-91.70
7956,197,-91.09
7997,198,-90.93
8037,199,-91.07
8077,200,-91.36
8117,201,-91.87
8157,202,-91.92
8197,203,-92.46
8237,204,-92.80
8278,205,-94.06
8317,206,-95.31
8358,207,-96.56
8398,208,-97.77
8435,209,-99.21
8438,210,-100.63
8478,211,-101.98
8518,212,-101.97
8558,213,-103.42
8598,214,-103.41
8638,215,-104.50
8678,216,-105.77
8718,217,-105.57
8758,218,-106.89
8799,219,-107.82
8838,220,-108.94
8878,221,-110.17
8918,222,-111.40
8959,223,-112.53
8999,224,-111.85
9039,225,-111.19
9079,226,-112.35
9119,227,-113.65
9159,228,-114.50
