,k8s-master,k8s-node01,k8s-node02
200,"0.8550783980099502,3.8676327585219865","0.36125053233830845,2.244786790744272","0.6169594975124377,2.2197156495141157"
210,"0.9226193880597015,3.8722244331505205","0.37553407960199015,2.244786790744272","0.7180018358208956,2.2194850776174175"
220,"0.9226193880597015,3.8722244331505205","0.37553407960199015,2.244786790744272","0.7180018358208956,2.2194850776174175"
230,"0.8548891741293532,3.8712099168050482","0.37412716417910447,2.244786790744272","0.6176768557213931,2.219965984716245"
240,"0.946878343283582,3.86927970064126","0.36739859701492544,2.244793539912319","0.7369772985074627,2.2191095748142233"
250,"0.946878343283582,3.86927970064126","0.36739859701492544,2.244793539912319","0.7369772985074627,2.2191095748142233"
260,"0.9342294278606965,3.8685484583403027","0.4280374378109453,2.2447327973998967","0.6003899154228857,2.219445551006555"
270,"1.0218565422885573,3.8724550050472186","0.38460148258706467,2.244685553223568","0.7187334825870647,2.218885590686002"
280,"1.0218565422885573,3.8724550050472186","0.38460148258706467,2.244685553223568","0.7187334825870647,2.218885590686002"
290,"0.9439139353233831,3.872329837446154","0.36292262189054725,2.244692302391615","0.6141143184079602,2.2191227503511777"
300,"0.9465505721393035,3.872876622229753","0.38991839303482584,2.245272730843651","0.731495552238806,2.2193467344793985"
310,"0.9465505721393035,3.872876622229753","0.38991839303482584,2.245272730843651","0.731495552238806,2.2193467344793985"
320,"1.0007552835820894,3.8724879438896043","0.4051939701492538,2.2453267241880264","0.6424722587064676,2.219788114967364"
330,"1.1012574776119404,3.8739701917969502","0.3906591243781094,2.2452187374992754","0.0,2.2193137956370133"
340,"1.1012574776119404,3.8739701917969502","0.3906591243781094,2.2452187374992754","0.0,2.2193137956370133"
350,"0.9493074626865673,3.8856173664644507","0.43254404975124383,2.245225486667322","0.6027425074626866,2.219722237282593"
360,"0.9814726467661692,3.877231137193111","0.3787117611940299,2.245151245818806","0.6796433482587063,2.2192149791098568"
370,"0.9302303731343283,3.875452439704296","0.4068684378109452,2.244422335669738","0.6489346567164179,2.21932038340549"
380,"0.9302303731343283,3.875452439704296","0.4068684378109452,2.244422335669738","0.6489346567164179,2.21932038340549"
390,"1.107544184079602,3.880742417791402","0.43438171641791046,2.2443075998129403","0.745094343283582,2.2187538353164604"
400,"0.8495758855721393,3.880327388377345","0.39873902487562185,2.2442603556366114","0.5908516169154229,2.219307207868536"
410,"0.8495758855721393,3.880327388377345","0.39873902487562185,2.2442603556366114","0.5908516169154229,2.219307207868536"
420,"0.865161935323383,3.880867585392467","0.40281807960199,2.243943144738406","0.750159527363184,2.2189317050653417"
430,"0.927376527363184,3.8807226544859708","0.4055377960199004,2.2439971380827815","0.5996085074626866,2.2189251172968647"
440,"0.927376527363184,3.8807226544859708","0.4055377960199004,2.2439971380827815","0.5996085074626866,2.2189251172968647"
450,"0.9248972686567164,3.8816449420727634","0.4020570099502488,2.244051131427157","0.7517668805970149,2.219096399277269"
460,"0.7986162437810945,3.881157447205459","0.38428944278606963,2.2439971380827815","0.5660835074626865,2.2197683516619326"
470,"0.7986162437810945,3.881157447205459","0.38428944278606963,2.2439971380827815","0.5660835074626865,2.2197683516619326"
480,"0.8221201393034826,3.882119261403114","0.3520951293532338,2.243632683008247","0.7089629552238805,2.219504840922849"
490,"0.8820081243781095,3.8814143701760653","0.392884855721393,2.243632683008247","0.6018740298507461,2.2197090617456388"
500,"0.8820081243781095,3.8814143701760653","0.392884855721393,2.243632683008247","0.6018740298507461,2.2197090617456388"
510,"0.9796850547263682,3.88113109613155","0.3864117512437811,2.2430455053881646","0.7404219502487562,2.219511428691326"
520,"0.842639606965174,3.880630425727291","0.3878629950248756,2.2430522545562117","0.5989935373134329,2.2199198703369056"
530,"0.842639606965174,3.880630425727291","0.3878629950248756,2.2430522545562117","0.5989935373134329,2.2199198703369056"
540,"0.8173151940298508,3.881091569520688","0.3707436567164179,2.243112997068634","0.6860113681592039,2.218865827380571"
550,"0.9102128258706468,3.8808478220870355","0.4559619900497512,2.2481681239357827","0.6545874626865672,2.219307207868536"
560,"0.9102128258706468,3.8808478220870355","0.4559619900497512,2.2481681239357827","0.6545874626865672,2.219307207868536"
570,"0.8293733781094528,3.8814209579445427","0.38256742288557216,2.24327497710176","0.7448669452736318,2.2192545057207194"
580,"0.8842090845771146,3.880966401919623","0.3756629850746268,2.243173739581056","0.5956209502487563,2.220150442233604"
590,"0.8842090845771146,3.880966401919623","0.3756629850746268,2.243173739581056","0.5956209502487563,2.220150442233604"
600,"0.8631667064676617,3.8814209579445427","0.3454681791044776,2.243295224605901","0.7020886119402985,2.2200516257064478"
610,"0.9719281293532337,3.8852682147351647","0.3913006467661691,2.2434167096307456","0.6298021890547264,2.2202097321498977"
620,"0.9719281293532337,3.8852682147351647","0.3913006467661691,2.2434167096307456","0.6298021890547264,2.2202097321498977"
630,"0.9383660845771146,3.8953738515790257","0.37569621393034824,2.2432547295976195","0.7352899552238805,2.2237341882851425"
640,"0.8806726616915422,3.8860916857948014","0.3848521044776119,2.243220983757385","0.6338533383084577,2.223714424979711"
650,"0.8806726616915422,3.8860916857948014","0.3848521044776119,2.243220983757385","0.6338533383084577,2.223714424979711"
660,"0.8798421691542289,3.889444859949642","0.37339316417910445,2.243382963790511","0.7097374975124378,2.2232071668069753"
670,"0.8660700199004975,3.888621388890005","0.39122216417910444,2.2433964621266047","0.5936463034825871,2.2234640897775817"
680,"0.8660700199004975,3.888621388890005","0.39122216417910444,2.2433964621266047","0.5936463034825871,2.2234640897775817"
690,"0.9450011144278606,3.8884435191411235","0.40435449751243785,2.243342468782229","0.7298791144278607,2.222897541688552"
700,"0.9461742487562189,3.8879230854314333","0.41194540298507465,2.243288475437854","0.6457179651741294,2.22353655523083"
710,"0.9461742487562189,3.8879230854314333","0.41194540298507465,2.243288475437854","0.6457179651741294,2.22353655523083"
720,"0.9322088756218906,3.888166832865086","0.3477918407960199,2.243173739581056","0.7377206467661692,2.223417975398242"
730,"1.149560577114428,3.883252357581174","0.40751975124378104,2.243369465454417","0.6820362537313434,2.223404799861288"
740,"1.149560577114428,3.883252357581174","0.40751975124378104,2.243369465454417","0.6820362537313434,2.223404799861288"
750,"0.9844535074626867,3.8800902287121697","0.3941146517412935,2.243281726269807","0.7450726069651742,2.2228580150776893"
760,"0.8851165572139305,3.8795829705394334","0.3682128109452736,2.2432277329254315","0.6163234278606966,2.223253281186315"
770,"0.8851165572139305,3.8795829705394334","0.3682128109452736,2.2432277329254315","0.6163234278606966,2.223253281186315"
780,"0.876104039800995,3.8803010373034366","0.3819588905472637,2.2430657528923055","0.7514794577114429,2.2227987251613954"
790,"0.8902885820895523,3.8800638776382614","0.3945062238805971,2.243072502060352","0.580499527363184,2.223391624324334"
800,"0.8902885820895523,3.8800638776382614","0.3945062238805971,2.243072502060352","0.580499527363184,2.223391624324334"
810,"0.8632833034825871,3.8810652184467793","0.38072430845771144,2.2429645153716016","0.7295436815920399,2.223187403501544"
820,"0.9041154129353235,3.874437923358824","0.3975276119402985,2.2429645153716016","0.6099992388059701,2.2222519403777965"
830,"0.9041154129353235,3.874437923358824","0.3975276119402985,2.2429645153716016","0.6099992388059701,2.2222519403777965"
840,"0.8364525024875623,3.87514940235435","0.3521283482587064,2.2434369571348864","0.707981039800995,2.2215536369192246"
850,"1.0104490945273632,3.8741941759251715","0.3944893233830846,2.2433964621266047","0.6145813980099503,2.222054307323484"
860,"1.0104490945273632,3.8741941759251715","0.3944893233830846,2.2433964621266047","0.6145813980099503,2.222054307323484"
870,"1.0031229900497511,3.8751032879750102","0.3829103134328358,2.2429645153716016","0.742800592039801,2.2198605804206117"
880,"0.9509102885572139,3.875571019536884","0.3994852537313432,2.2430185087159766","0.5956858358208956,2.2202097321498977"
890,"0.9509102885572139,3.875571019536884","0.3994852537313432,2.2430185087159766","0.5956858358208956,2.2202097321498977"
900,"0.9140027960199005,3.8758279425074904","0.40661278109452736,2.2436866763526226","0.691119119402985,2.220315136445531"
910,"1.01835807960199,3.8754722030097275","0.3787319800995025,2.2436461813443414","0.631829960199005,2.220077976780356"
920,"1.01835807960199,3.8754722030097275","0.3787319800995025,2.2436461813443414","0.631829960199005,2.220077976780356"
930,"0.9749830995024877,3.8814143701760653","0.46923839800995026,2.2487687998919594","0.7451171243781094,2.2265669287302927"
940,"0.9227553532338308,3.8816910564521034","0.39709514925373135,2.248897034084851","0.5599487014925373,2.228299511839768"
950,"0.9227553532338308,3.8816910564521034","0.39709514925373135,2.248897034084851","0.5599487014925373,2.228299511839768"
960,"0.8977627661691542,3.8821522002455","0.3844277562189055,2.2488497899085225","0.7199535223880598,2.2275353306964254"
970,"0.9917460547263682,3.880195633007803","0.4404809104477612,2.248795796564147","0.5937234029850745,2.2342153279321977"
980,"0.9917460547263682,3.880195633007803","0.4404809104477612,2.248795796564147","0.5937234029850745,2.2342153279321977"
990,"1.0811140995024877,3.883074487832293","0.4476004925373134,2.2489375290931326","0.7374916666666667,2.2270478358291204"
1000,"0.9520709651741294,3.882461825363923","0.42039104975124375,2.2489982716055548","0.6473280298507462,2.227732963750738"
1010,"0.9520709651741294,3.882461825363923","0.42039104975124375,2.2489982716055548","0.6473280298507462,2.227732963750738"
1020,"0.9389825671641792,3.8831733043594494","0.3896337512437811,2.2491602516386813","0.7453323830845772,2.222838251772258"
1030,"1.0319373631840796,3.8776725176810767","0.4035138606965174,2.2439093988981713","0.672115975124378,2.221619514603996"
1040,"1.0319373631840796,3.8776725176810767","0.4035138606965174,2.2439093988981713","0.672115975124378,2.221619514603996"
1050,"0.9463568109452738,3.8783576456026942","0.4271852587064676,2.2438014122094203","0.6853306815920398,2.2210266154410574"
1060,"0.9229349303482587,3.8774551213213324","0.4075018606965174,2.243855405553796","0.657197631840796,2.221158370810599"
1070,"0.9229349303482587,3.8774551213213324","0.4075018606965174,2.243855405553796","0.657197631840796,2.221158370810599"
1080,"0.92195776119403,3.877837211893004","0.39228876119402983,2.2436461813443414","0.7378733880597016,2.2211056686627826"
1090,"0.9730829502487562,3.8778042730506184","0.40530417412935327,2.2435381946555903","0.6636386417910448,2.221573400224656"
1100,"0.9730829502487562,3.8778042730506184","0.40530417412935327,2.2435381946555903","0.6636386417910448,2.221573400224656"
1110,"1.0413689104477613,3.879194292199285","0.3868399154228856,2.243592187999966","0.7133642189054726,2.2215799879931333"
1120,"0.9230103880597015,3.8778108608190953","0.39834088059701495,2.243659679680435","0.6602102139303482,2.2223046425256134"
1130,"0.9230103880597015,3.8778108608190953","0.39834088059701495,2.243659679680435","0.6602102139303482,2.2223046425256134"
1140,"0.9431187064676616,3.878337882297263","0.377574776119403,2.242843030346757","0.7004684129353234,2.221843498732217"
1150,"0.9845183781094528,3.877995318336454","0.4270547960199005,2.242809284506522","0.7240583930348258,2.2214679959290224"
1160,"0.9845183781094528,3.877995318336454","0.4270547960199005,2.242809284506522","0.7240583930348258,2.2214679959290224"
1170,"0.9583891741293532,3.8829163813888425","0.3884556815920398,2.2429780137076953","0.7081507910447762,2.221276950643187"
1180,"0.9564633432835821,3.882224665698748","0.37394964179104473,2.2428700270189443","0.6357439004975124,2.221777621047446"
1190,"0.9564633432835821,3.882224665698748","0.37394964179104473,2.2428700270189443","0.6357439004975124,2.221777621047446"
1200,"0.9507017213930348,3.8832128309703116","0.4019241393034826,2.2432547295976195","0.6995235572139303,2.222054307323484"
1210,"1.0961298457711441,3.883094251137724","0.39612462189054726,2.2432547295976195","0.6557466716417911,2.222989770447231"
1220,"1.0961298457711441,3.883094251137724","0.39612462189054726,2.2432547295976195","0.6557466716417911,2.222989770447231"
1230,"1.0190913631840797,3.883726676911525","0.41625615920398007,2.2432547295976195","0.8295508855721394,2.2227460230135785"
1240,"0.9513709900497512,3.883278708655083","0.3988090348258706,2.2433357196141825","0.6383784278606965,2.2235563185362612"
1250,"0.9513709900497512,3.883278708655083","0.3988090348258706,2.2433357196141825","0.6383784278606965,2.2235563185362612"
1260,"0.914354144278607,3.884352514916849","0.37755551243781094,2.2431602412449623","0.7921080298507464,2.225111031896855"
1270,"1.0309205422885575,3.8789966591449723","0.4166821293532338,2.2431602412449623","0.6950204378109452,2.2230819992059105"
1280,"1.0309205422885575,3.8789966591449723","0.4166821293532338,2.2431602412449623","0.6950204378109452,2.2230819992059105"
1290,"1.0743561044776118,3.8837332646800022","0.39852373631840793,2.243322221278089","0.8085292835820895,2.222087246165869"
1300,"0.9356505024875621,3.8834038762561476","0.3643492786069652,2.243322221278089","0.6115393233830846,2.222851427309212"
1310,"0.9356505024875621,3.8834038762561476","0.3643492786069652,2.243322221278089","0.6115393233830846,2.222851427309212"
1320,"0.9474440049751243,3.883713501374571","0.3467610199004975,2.243389712958558","0.8231522835820896,2.222265115914751"
1330,"1.023246512437811,3.883219418738789","0.39686545273631846,2.2434369571348864","0.6792265223880597,2.2225088633484034"
1340,"1.023246512437811,3.883219418738789","0.39686545273631846,2.2434369571348864","0.6792265223880597,2.2225088633484034"
1350,"1.027913472636816,3.8835553949311206","0.40150660696517415,2.24327497710176","0.8281336865671642,2.221500934771408"
1360,"0.9526964676616916,3.883094251137724","0.37501519900497504,2.2432277329254315","0.6168815820895523,2.2221794749245487"
1370,"0.9526964676616916,3.883094251137724","0.37501519900497504,2.2432277329254315","0.6168815820895523,2.2221794749245487"
1380,"0.8931025721393036,3.8796620237611585","0.38088182089552236,2.2428632778508977","0.7469997810945274,2.2215799879931333"
1390,"1.074961631840796,3.883799142364773","0.42386092039800993,2.2429172711952727","0.6483197661691542,2.2224232223582012"
1400,"1.074961631840796,3.883799142364773","0.42386092039800993,2.2429172711952727","0.6483197661691542,2.2224232223582012"
