96,1,25.73
96,2,25.73
96,3,25.73
217,4,25.01
217,5,24.59
217,6,24.30
337,7,6.54
337,8,8.27
337,9,9.62
457,10,-1.35
457,11,0.54
457,12,2.10
577,13,-5.75
577,14,-4.24
577,15,-2.94
697,16,-9.00
697,17,-7.65
697,18,-6.44
817,19,-11.37
817,20,-11.26
817,21,-11.16
937,22,-11.11
937,23,-14.97
937,24,-14.77
1057,25,-16.33
1057,26,-17.77
1058,27,-19.11
1178,28,-20.02
1178,29,-20.87
1178,30,-21.66
1298,31,-24.19
1298,32,-24.52
1298,33,-24.84
1418,34,-25.86
1418,35,-26.83
1418,36,-27.74
1538,37,-29.70
1538,38,-29.62
1538,39,-29.54
1658,40,-26.30
1658,41,-26.98
1658,42,-27.63
1778,43,-28.67
1778,44,-29.67
1778,45,-30.62
1898,46,-31.10
1898,47,-31.57
1898,48,-32.01
2018,49,-32.95
2018,50,-33.84
2018,51,-34.70
2138,52,-35.48
2138,53,-36.23
2138,54,-36.96
2258,55,-38.10
2258,56,-37.89
2258,57,-37.68
2379,58,-36.85
2379,59,-36.06
2379,60,-35.28
2499,61,-36.35
2499,62,-35.79
2499,63,-35.25
2539,64,-36.26
2619,65,-35.92
2619,66,-36.89
2619,67,-36.56
2739,68,-37.49
2739,69,-37.24
2739,70,-37.00
2859,71,-37.16
2859,72,-37.33
2859,73,-37.48
2979,74,-37.84
2979,75,-38.19
2979,76,-38.52
3099,77,-39.33
3099,78,-40.12
3099,79,-40.89
3220,80,-41.40
3220,81,-41.89
3220,82,-42.37
3339,83,-43.07
3339,84,-43.38
3339,85,-43.69
3460,86,-43.74
3460,87,-43.78
3460,88,-43.83
3580,89,-43.76
3580,90,-43.68
3580,91,-43.61
3700,92,-43.53
3700,93,-43.45
3700,94,-43.36
3820,95,-43.96
3820,96,-44.54
3820,97,-44.49
3940,98,-44.68
3940,99,-44.87
3940,100,-45.05
4060,101,-45.60
4060,102,-45.54
4060,103,-46.07
4180,104,-46.58
4180,105,-46.65
4180,106,-46.71
4300,107,-46.42
4300,108,-46.14
4300,109,-45.86
4420,110,-46.36
4420,111,-46.14
4420,112,-46.62
4541,113,-46.65
4541,114,-47.12
4541,115,-47.14
4661,116,-47.34
4661,117,-47.54
4661,118,-47.73
4781,119,-47.28
4781,120,-46.83
4781,121,-46.38
4901,122,-45.18
4901,123,-44.00
4901,124,-44.53
5021,125,-45.24
5021,126,-45.95
5021,127,-46.64
5141,128,-47.29
5141,129,-47.93
5142,130,-48.56
5261,131,-48.38
5261,132,-48.20
5261,133,-48.02
5381,134,-48.11
5381,135,-48.21
5381,136,-48.59
5501,137,-48.55
5501,138,-48.50
5501,139,-48.46
5622,140,-48.03
5622,141,-47.59
5622,142,-47.17
5741,143,-47.54
5741,144,-46.97
5741,145,-46.41
5862,146,-46.06
5862,147,-45.72
5862,148,-45.39
5982,149,-45.07
5982,150,-44.76
5982,151,-44.45
6102,152,-44.02
6102,153,-44.38
6102,154,-43.96
6222,155,-43.66
6222,156,-43.36
6222,157,-43.07
6342,158,-42.92
6342,159,-42.78
6342,160,-42.63
6462,161,-42.99
6462,162,-42.94
6462,163,-42.89
6582,164,-43.24
6582,165,-43.12
6582,166,-43.00
6702,167,-43.19
6702,168,-43.38
6702,169,-43.57
6823,170,-43.76
6823,171,-43.94
6823,172,-44.13
6942,173,-44.01
6942,174,-43.89
6943,175,-43.78
7062,176,-43.70
7063,177,-43.62
7063,178,-43.54
7183,179,-43.38
7183,180,-43.23
7183,181,-43.54
7303,182,-43.16
7303,183,-42.79
7303,184,-42.42
7423,185,-42.07
7423,186,-41.72
7423,187,-41.37
7543,188,-41.68
7543,189,-41.49
7543,190,-41.29
7625,191,-41.10
7663,192,-41.06
7663,193,-41.02
7663,194,-40.98
7783,195,-41.16
7783,196,-41.34
7783,197,-41.51
7903,198,-41.81
7903,199,-42.12
7903,200,-42.42
8023,201,-42.49
8023,202,-42.56
8023,203,-42.63
8143,204,-42.62
8143,205,-42.61
8143,206,-42.60
8264,207,-42.87
8264,208,-42.96
8264,209,-43.04
8384,210,-43.15
8384,211,-43.26
8384,212,-43.37
8504,213,-43.64
8504,214,-43.71
8504,215,-43.79
8624,216,-44.13
8624,217,-44.47
8624,218,-44.80
8744,219,-45.02
8744,220,-45.24
8744,221,-45.45
8864,222,-45.88
8864,223,-46.30
8864,224,-46.72
8984,225,-47.10
8984,226,-47.47
8984,227,-47.83
9104,228,-48.13
9104,229,-48.42
9104,230,-48.71
9224,231,-48.65
9224,232,-48.58
9224,233,-48.52
9345,234,-48.61
9345,235,-48.70
9345,236,-48.79
9464,237,-48.81
9465,238,-48.83
9465,239,-48.86
9585,240,-49.07
9585,241,-49.17
9585,242,-49.26
9705,243,-49.22
9705,244,-49.18
9705,245,-49.14
9825,246,-49.12
9825,247,-49.10
9825,248,-49.08
9945,249,-49.28
9945,250,-49.49
9945,251,-49.49
10065,252,-49.52
10065,253,-49.55
10065,254,-49.58
10185,255,-49.60
10185,256,-49.52
10186,257,-49.44
10305,258,-49.39
10305,259,-49.33
10305,260,-49.28
10330,261,-49.26
10425,262,-49.46
10425,263,-49.46
10425,264,-49.45
10545,265,-49.46
10546,266,-49.46
10546,267,-49.47
10666,268,-49.66
10666,269,-49.70
10666,270,-49.74
10786,271,-49.77
10786,272,-49.80
10786,273,-49.83
10906,274,-49.85
10906,275,-49.86
10906,276,-49.88
11026,277,-49.96
11026,278,-50.04
11026,279,-50.12
11146,280,-50.25
11146,281,-50.38
11146,282,-50.51
11266,283,-50.65
11266,284,-50.79
11266,285,-50.93
