,k8s-master,k8s-node01,k8s-node02
4670,"34.980818721052636,17.019999193005887","90.01050862105264,69.22313109568789","52.83087452105263,23.226311090011812"
4680,"34.980818721052636,17.019999193005887","90.01050862105264,69.22313109568789","52.83087452105263,23.226311090011812"
4690,"40.10792174210526,17.15872918568549","92.25725469473686,69.2241149766006","52.67543542105263,23.225020169783722"
4700,"40.57759943157895,18.651364147846998","93.53891914736843,69.2236091786666","52.97429718947368,23.222789784049322"
4710,"40.57759943157895,18.651364147846998","93.53891914736843,69.2236091786666","52.97429718947368,23.222789784049322"
4720,"42.925366221052634,21.508467997377878","87.73991321052631,69.22489099534867","53.37073448947368,23.221877353521613"
4730,"47.46365574210525,26.42866513373832","93.4957100631579,69.22559772670851","50.95418581578947,23.222742472836774"
4740,"47.46365574210525,26.42866513373832","93.4957100631579,69.22559772670851","50.95418581578947,23.222742472836774"
4750,"50.16212837894737,26.550660474665285","91.00593080000002,62.66032668587821","50.101073763157906,19.15988533654527"
4760,"52.851584173684216,26.594349000080904","82.20502405263157,62.66115120579802","42.40589012631579,19.159195944591"
4770,"52.851584173684216,26.594349000080904","82.20502405263157,62.66115120579802","42.40589012631579,19.159195944591"
4780,"52.262450199999996,30.418663002706133","80.91948999473684,58.40258203609444","42.32359282631579,19.155613809926663"
4790,"48.66850519473684,31.3359598265625","81.19090590526315,58.40357284574597","42.91378507368421,19.156532999199023"
4800,"48.66850519473684,31.3359598265625","81.19090590526315,58.40357284574597","42.91378507368421,19.156532999199023"
4810,"48.323574642105264,31.33642617994333","81.16317446842106,58.40339962727543","42.79958135263158,19.15618154447724"
4820,"59.63898454736842,31.441680110373003","72.77970608947368,58.264651632365826","42.88144219473684,19.158952629783613"
4830,"59.63898454736842,31.441680110373003","72.77970608947368,58.264651632365826","42.88144219473684,19.158952629783613"
4840,"61.98165587894737,31.44311296423874","72.03027406842106,62.673609078199895","42.50357219473684,19.156478929241825"
4850,"56.176134105263166,31.221554555877145","75.59509305789473,62.79195886601766","42.70862797894737,19.15787123063966"
4860,"56.176134105263166,31.221554555877145","75.59509305789473,62.79195886601766","42.70862797894737,19.15787123063966"
4870,"51.40489461578947,31.22053398543504","80.94324069999999,62.879136257875466","43.44755624210526,19.183074589438366"
4880,"51.51813324736842,31.221155789942813","80.42804845263159,62.88212254430773","42.40369178421053,19.18516980027977"
4890,"51.51813324736842,31.221155789942813","80.42804845263159,62.88212254430773","42.40369178421053,19.18516980027977"
4900,"50.92796750526316,31.221507244664597","77.87782822631578,62.88299556539929","44.32562214736842,19.27113427347922"
4910,"51.02652046842106,31.221277447346505","81.06072711578948,62.88329350116864","51.69163301578947,21.500168258948055"
4920,"51.02652046842106,31.221277447346505","81.06072711578948,62.88329350116864","51.69163301578947,21.500168258948055"
4930,"51.99740576842106,31.221311241069756","76.63617325263158,62.705730711378465","52.308155847368425,25.593257260057637"
4940,"51.381592694736845,31.208124930258204","71.12558344210527,62.705557492907914","53.444544552631584,30.3940814484152"
4950,"51.381592694736845,31.208124930258204","71.12558344210527,62.705557492907914","53.444544552631584,30.3940814484152"
4960,"52.26782534210526,27.063067941537128","71.16209654736842,62.69970963734219","52.0711536,30.391999755063093"
4970,"52.1736574,31.65301929682426","70.12424398947367,62.700534157262","54.50496311052631,30.550843771820183"
4980,"52.1736574,31.65301929682426","70.12424398947367,62.700534157262","54.50496311052631,30.550843771820183"
4990,"52.31293084210526,31.652728670804326","71.41088791052631,62.70070044699373","61.71511312105264,30.568436784143337"
5000,"51.99500722631579,31.674795972085573","70.58917041578948,62.700839021770165","63.09551067368422,30.567145863915243"
5010,"51.99500722631579,31.674795972085573","70.58917041578948,62.700839021770165","63.09551067368422,30.567145863915243"
5020,"60.65906807368422,31.757590594044316","71.1345553631579,62.70092216663603","63.34509794210526,30.591551690845286"
5030,"62.5953170368421,31.75876661561336","72.56942523157895,55.76503288621951","59.17327844736842,30.592916957264524"
5040,"62.5953170368421,31.75876661561336","72.56942523157895,55.76503288621951","59.17327844736842,30.592916957264524"
5050,"62.11378294210525,31.75877337435801","70.28235058947368,49.400542838971745","66.02038491578946,30.736094203923628"
5060,"63.057903231578955,31.78792384003214","71.98679581052632,49.39841571615341","72.58174834736842,33.17825168443124"
5070,"63.057903231578955,31.78792384003214","71.98679581052632,49.39841571615341","72.58174834736842,33.17825168443124"
5080,"56.350790410526315,31.868170415257946","71.22828907894737,49.398921514087405","73.95114547894737,34.469726129583925"
5090,"72.48812360526316,31.988124615300702","63.93730773684211,49.39930952346144","73.36126836315789,35.559519634389765"
5100,"72.48812360526316,31.988124615300702","63.93730773684211,49.39930952346144","73.36126836315789,35.559519634389765"
5110,"65.8514028,32.11419547925143","71.1900290263158,43.705237315886954","72.17691378421053,35.55900596979639"
5120,"53.58392838947368,34.175382800089785","71.25972445789473,43.70453751326593","74.20106612631578,35.56097276448945"
5130,"53.58517854736843,30.983376394421953","71.45423301578947,43.70538974814104","72.29901070526316,35.55919521464658"
5140,"53.58517854736843,30.983376394421953","71.45423301578947,43.70538974814104","72.29901070526316,35.55919521464658"
5150,"53.26493831578947,32.55687973631704","72.23013881578947,43.70681013959954","67.13925486842105,35.377445812271674"
5160,"61.25231199999999,35.120721655497725","71.04127294210527,39.51656526341922","61.74600765263157,35.37868942128722"
5170,"61.25231199999999,35.120721655497725","71.04127294210527,39.51656526341922","61.74600765263157,35.37868942128722"
5180,"58.95304924210526,37.2001643456349","70.60429227368421,39.51628118512752","62.78301415263158,35.37843934773518"
5190,"59.92434336842105,43.25724991952025","70.46279561052631,39.520348354816","63.62184137368421,35.37654689923327"
5200,"59.92434336842105,43.25724991952025","70.46279561052631,39.520348354816","63.62184137368421,35.37654689923327"
5210,"61.27369241052632,43.85956896646696","70.7292447,39.36251168445193","62.833431152631576,35.37865562756397"
5220,"64.47528438421054,43.860508431973265","61.117958036842104,39.37570400316893","62.780209847368425,35.377310637378685"
5230,"64.47528438421054,43.860508431973265","61.117958036842104,39.37570400316893","62.780209847368425,35.377310637378685"
5240,"61.21896797894737,43.86172500601021","54.179490952631575,39.3275007671846","57.00841474210526,35.379743785452575"
5250,"63.72745180526316,39.629108480352365","56.72712947368421,45.209334868095176","63.02685052105262,35.37449899960441"
5260,"63.72745180526316,39.629108480352365","56.72712947368421,45.209334868095176","63.02685052105262,35.37449899960441"
5270,"64.13624164210526,39.63046698802695","58.48221118421053,45.50244130648022","63.862651415789465,35.40287896838847"
5280,"64.28400549999999,39.62314050882669","59.119288210526314,45.50264223990606","57.03965232631579,35.53330922263825"
5290,"64.28400549999999,39.62314050882669","59.119288210526314,45.50264223990606","57.03965232631579,35.53330922263825"
5300,"64.13653710526316,33.06478587925219","57.33058500526316,45.31352924249969","52.93713192631578,35.52830099285283"
5310,"64.817941,33.09697102127403","49.96770703157894,45.31915537842312","55.625328873684204,29.73924695554037"
5320,"64.817941,33.09697102127403","49.96770703157894,45.31915537842312","55.625328873684204,29.73924695554037"
5330,"71.57885200526316,35.112367847110704","50.24333277894737,36.8151677853","61.46447404736842,29.734475281817687"
5340,"74.62667411052632,36.41229748182016","50.03228514736843,36.81466891610482","61.24684622631579,29.732968081760806"
5350,"74.62667411052632,36.41229748182016","50.03228514736843,36.81466891610482","61.24684622631579,29.732968081760806"
5360,"74.50772865789475,38.252102121657806","50.73746632631579,30.668579645263815","62.91115216315789,29.73435362441399"
5370,"74.84640252105264,39.065199379249854","49.93261941052631,30.670166326454044","61.474998884210535,23.557002948232004"
5380,"74.84640252105264,39.065199379249854","49.93261941052631,30.670166326454044","61.474998884210535,23.557002948232004"
5390,"74.70502305263159,39.06394901148966","50.8040889631579,30.668122348501566","62.369223636842115,23.5593009214129"
5400,"75.13375042105262,39.06635512458495","47.81074124210525,30.668260923278005","61.62910002631579,23.556306797533086"
5410,"75.13375042105262,39.06635512458495","47.81074124210525,30.668260923278005","61.62910002631579,23.556306797533086"
5420,"74.91134014210526,33.986685408214996","50.121062515789475,30.668184707150964","65.18411372105264,27.57661087751012"
5430,"68.22398513684212,33.98686789432054","49.39434603157894,30.66699989281241","71.88698132105263,33.8345325486611"
5440,"68.22398513684212,33.98686789432054","49.39434603157894,30.66699989281241","71.88698132105263,33.8345325486611"
5450,"74.54272001578947,33.9865772683006","41.04500364736842,30.46278224477419","72.8138233631579,33.83390398540868"
5460,"75.21177069473684,33.98749645757296","41.089770005263155,30.4927074677462","83.03844195263159,33.94111119304212"
5470,"75.21177069473684,33.98749645757296","41.089770005263155,30.4927074677462","83.03844195263159,33.94111119304212"
5480,"74.45833408421052,33.988915793949396","42.14874771052632,36.864250971114714","82.30663921578947,33.93888080730772"
5490,"75.40773158947368,33.98946325226602","39.32980925789474,36.86381446056893","79.73242700526316,33.93525136143083"
5500,"75.40773158947368,33.98946325226602","39.32980925789474,36.86381446056893","79.73242700526316,33.93525136143083"
5510,"74.5149076631579,28.03517818450251","41.78918163157894,36.971667209071434","84.03469265789474,33.941205815467214"
5520,"74.99911684736843,28.032826141364417","43.377481594736835,37.07094910765119","83.43013516842106,33.959434149787434"
5530,"74.99911684736843,28.032826141364417","43.377481594736835,37.07094910765119","83.43013516842106,33.959434149787434"
5540,"74.59336689473685,23.471004681309307","49.734740173684216,37.069681148446776","83.66548849473683,33.963847610043686"
5550,"74.93217517894738,23.470173355717396","49.44832919473684,37.07020773259724","90.7154501631579,36.175166925785675"
5560,"74.93217517894738,23.470173355717396","49.44832919473684,37.07020773259724","90.7154501631579,36.175166925785675"
5570,"74.71007357894737,23.469254166445037","47.83855831578948,36.953056616595674","87.35370547368422,37.66752477941654"
5580,"74.67609499473684,23.471200684904147","44.227838842105264,37.03110193068614","83.07003264736842,37.75679427874969"
5590,"74.90091231578947,23.472552433834085","51.482344299999994,37.1382756627841","83.65428907894737,37.76272169780747"
5600,"74.90091231578947,23.472552433834085","51.482344299999994,37.1382756627841","83.65428907894737,37.76272169780747"
5610,"73.21893135263159,23.36963702905321","49.92948138421052,37.138712173329886","83.84654457894737,37.749420488336874"
5620,"61.336613110526315,23.36651448902505","51.5386534263158,38.58097073155218","83.16758338947369,37.74567614380094"
5630,"61.336613110526315,23.36651448902505","51.5386534263158,38.58097073155218","83.16758338947369,37.74567614380094"
5640,"64.5674615368421,23.37223914574334","51.23021904736842,39.41156715531135","76.0056294631579,37.638090446467125"
5650,"64.38756241052631,23.400774565654345","51.90509851578947,41.014905033666395","65.8686401736842,37.63927322678082"
5660,"64.38756241052631,23.400774565654345","51.90509851578947,41.014905033666395","65.8686401736842,37.63927322678082"
5670,"72.21166023157895,30.00888031459523","51.02235782631578,37.893923918706214","73.31365452105263,37.64069256315726"
5680,"71.81573426315789,34.51958538886471","51.657541578947374,39.44314141812299","72.13279135263159,37.64326088612414"
5690,"71.81573426315789,34.51958538886471","51.657541578947374,39.44314141812299","72.13279135263159,37.64326088612414"
5700,"74.30334869473685,34.523518978250834","51.899222073684214,40.03417669711316","73.12556991578947,32.840943015198995"
5710,"76.31079546842105,34.723010085331175","50.71959812631579,40.03427369945667","73.17139833684212,32.867396741757894"
5720,"76.31079546842105,34.723010085331175","50.71959812631579,40.03427369945667","73.17139833684212,32.867396741757894"
5730,"84.24202086315789,34.72877529451737","52.60292380526316,40.05087495767407","83.6599786,33.02754519623238"
5740,"83.7501657263158,34.73074884795508","50.94558332105264,40.0323890824971","83.48866245789475,33.026389450897284"
5750,"83.7501657263158,34.73074884795508","50.94558332105264,40.0323890824971","83.48866245789475,33.026389450897284"
5760,"83.35994508947368,34.73443236378916","53.174549021052634,40.058441140467636","84.16536662105264,34.71508207785709"
5770,"84.74841333157894,34.733405034602406","55.28790223684211,28.055821522893837","84.0610732368421,35.8066396150165"
5780,"84.74841333157894,34.733405034602406","55.28790223684211,28.055821522893837","84.0610732368421,35.8066396150165"
5790,"84.00008930526316,34.73399980413158","59.043528884210524,28.054373416480047","77.18803405789474,37.473548807970346"
5800,"76.68375744736842,34.73472974855375","47.857971705263154,28.212362519098203","71.58056103157895,38.37407042760617"
5810,"76.68375744736842,34.73472974855375","47.857971705263154,28.212362519098203","71.58056103157895,38.37407042760617"
5820,"84.39338608421053,34.73345234581495","40.96638786842105,30.20323168850386","73.53903626842106,38.400443049229274"
5830,"83.76599685263159,28.955644859599584","40.748832147368425,34.150257045817185","72.96577792631578,38.40099726629055"
5840,"83.76599685263159,28.955644859599584","40.748832147368425,34.150257045817185","72.96577792631578,38.40099726629055"
5850,"83.76878121578947,28.94629751574906","39.25896982105263,34.153402693242356","69.87522461578948,41.36205736727836"
5860,"75.26498542631579,28.858183761751008","39.76666007894737,27.779136195516816","74.12756591052631,42.0530579027737"
5870,"75.26498542631579,28.858183761751008","39.76666007894737,27.779136195516816","74.12756591052631,42.0530579027737"
5880,"79.22893712105262,28.95039331500677","38.113769189473686,27.77955191984613","78.48432867894736,42.213943060415"
5890,"82.19014857368421,29.459049678598035","40.17037450526316,27.778962977046266","81.26656278947368,42.21717374035755"
5900,"82.19014857368421,29.459049678598035","40.17037450526316,27.778962977046266","81.26656278947368,42.21717374035755"
5910,"81.59276582631578,32.92233181827061","39.76957606315789,27.778886760919224","79.87572665789473,42.24104562646027"
5920,"82.69876640526317,32.91556631487626","39.46554254736842,27.77344077220517","82.1299718368421,42.23902476181001"
5930,"82.69876640526317,32.91556631487626","39.46554254736842,27.77344077220517","82.1299718368421,42.23902476181001"
5940,"82.22971638947368,32.91193011025472","38.02066159473684,27.77386342527331","73.15382312105262,38.50375721994449"
5950,"80.95820556842105,32.912741159612686","39.11004235789474,27.803262064094852","79.84448091052631,38.58920802855056"
5960,"80.95820556842105,32.912741159612686","39.11004235789474,27.803262064094852","79.84448091052631,38.58920802855056"
5970,"78.79054259473685,32.9135184152474","41.991975031578946,27.72868804815418","81.48062099473684,39.47717865937191"
5980,"80.44415026315791,32.91400504486218","39.31908006842105,28.42871238881366","82.13825704736843,40.46258335306324"
5990,"80.44415026315791,32.91400504486218","39.31908006842105,28.42871238881366","82.13825704736843,40.46258335306324"
6000,"80.67442021578947,32.91378876503339","39.85816970526316,29.298165179886343","81.51649484736842,42.07101588730794"
6010,"80.55835641052632,32.91343731031161","40.76310177368421,31.135625143035153","72.79709122105263,42.03810080086393"
6020,"80.55835641052632,32.91343731031161","40.76310177368421,31.135625143035153","72.79709122105263,42.03810080086393"
6030,"83.3470620263158,32.913119649313074","40.18766872631579,32.04092722877262","69.91671699473684,42.03808728337463"
6040,"78.5499495631579,32.81923392738418","39.961213136842105,33.33697554037407","73.55628039473683,42.03762768873845"
6050,"70.87482354210526,32.78592007500585","39.8764444,33.335735296124945","70.41851651578946,47.320073262088506"
6060,"70.87482354210526,32.78592007500585","39.8764444,33.335735296124945","70.41851651578946,47.320073262088506"
6070,"69.31972366842105,32.801411117742944","38.17562383684211,33.33466134160754","75.05266786842105,48.54923208157102"
6080,"71.7776256,32.778005585021056","40.74806031052631,33.33598473072254","82.24350148947369,52.812411650534784"
6090,"71.7776256,32.778005585021056","40.74806031052631,33.33598473072254","82.24350148947369,52.812411650534784"
6100,"71.43579675263157,32.77657273115532","40.103854184210526,33.335735296124945","81.89311645789473,52.7966097055438"
6110,"69.72110617894737,32.60214980798069","40.260645178947364,33.33616487793191","89.41237866315788,52.93916514769513"
6120,"69.72110617894737,32.60214980798069","40.260645178947364,33.33616487793191","89.41237866315788,52.93916514769513"
6130,"61.723319063157895,32.60227822412903","39.835385321052634,33.334737557734584","90.772436,52.93648868481385"
6140,"52.89412497368421,32.400549972569635","41.10095180526316,33.334190187367646","91.40242481578947,52.95083749970515"
6150,"52.89412497368421,32.400549972569635","41.10095180526316,33.334190187367646","91.40242481578947,52.95083749970515"
6160,"47.93717572631579,32.42642920583331","39.390545294736846,33.333996182680636","93.35685600526315,54.01719167806585"
6170,"49.99638009473684,32.42724025519127","40.28359487368421,33.3343010471888","100.95228673684211,56.7042387534658"
6180,"49.99638009473684,32.42724025519127","40.28359487368421,33.3343010471888","100.95228673684211,56.7042387534658"
6190,"50.60619491052631,32.642033160158526","40.83925592105263,33.32888277343003","96.24394470526315,57.943022025329476"
6200,"59.45136239473685,39.04563957223365","40.99985965789473,33.35803890639281","90.24249827894737,58.80895914859283"
6210,"59.45136239473685,39.04563957223365","40.99985965789473,33.35803890639281","90.24249827894737,58.80895914859283"
6220,"61.73833311578947,39.04560577851039","40.43573441578947,33.35754696593645","81.4769612263158,59.585606496289074"
6230,"60.201867584210525,39.044956939024026","45.852237610526316,33.49490228434283","81.31224258947367,59.58319362444914"
6240,"60.201867584210525,39.044956939024026","45.852237610526316,33.49490228434283","81.31224258947367,59.58319362444914"
6250,"61.09840503684211,39.0454435686388","51.94239333157895,34.668512852221575","80.81241188421052,59.58493062182411"
6260,"62.33792351578948,39.071363354370376","49.40576685263157,35.39561470419724","81.13923646842105,53.47676245587638"
6270,"62.33792351578948,39.071363354370376","49.40576685263157,35.39561470419724","81.13923646842105,53.47676245587638"
6280,"59.6529175368421,39.07199867636745","50.24664134210527,36.99408167916045","77.46431212105263,53.311842327679216"
6290,"66.6008189368421,45.4418113651941","49.53580251578948,37.672599214516595","68.0485064368421,53.31145707923418"
6300,"66.6008189368421,45.4418113651941","49.53580251578948,37.672599214516595","68.0485064368421,53.31145707923418"
6310,"72.98428526842105,45.46708907018395","51.51785652631579,39.20181344495439","69.91579025263158,53.31158549538253"
6320,"71.31930328947368,40.077578222838106","52.03095585789473,35.63562621698967","70.87358587894737,53.312295163570745"
6330,"71.31930328947368,40.077578222838106","52.03095585789473,35.63562621698967","70.87358587894737,53.312295163570745"
6340,"64.8222603631579,40.11913774368907","50.49571150526316,35.78800304116204","70.28454452105264,53.311930191359664"
6350,"70.19770425789474,40.59822459943793","49.837796131578955,35.78883448982068","70.80245715263158,48.05322132921933"
6360,"70.19770425789474,40.59822459943793","49.837796131578955,35.78883448982068","70.80245715263158,48.05322132921933"
6370,"72.51241683157895,43.05229774676295","50.52897214210526,35.792589866262176","70.83463037894737,48.08217579129862"
6380,"67.83155861052632,45.440141955265624","48.13079077368421,35.792867015815055","72.95951307894737,52.09331501353067"
6390,"67.83155861052632,45.440141955265624","48.13079077368421,35.792867015815055","72.95951307894737,52.09331501353067"
6400,"70.55499358421052,45.44072996605015","46.512376031578945,35.61779164326197","75.63407271578947,47.650102763333024"
6410,"70.84811625263157,45.46264181620445","41.034035542105265,35.61775699956785","74.16851885263159,47.6462908313506"
6420,"70.84811625263157,45.46264181620445","41.034035542105265,35.61775699956785","74.16851885263159,47.6462908313506"
6430,"72.26188906842106,45.47002912410657","39.788959678947364,35.61666918757281","79.50427842631579,47.64535136584429"
6440,"80.65451847894737,40.31940610640413","40.450251200000004,35.61712648433506","78.52781919473684,47.64821031483111"
6450,"80.65451847894737,40.31940610640413","40.450251200000004,35.61712648433506","78.52781919473684,47.64821031483111"
6460,"82.27789965263159,40.34605583655787","39.84746288947368,35.61861616318178","79.90448988421053,47.650406906842264"
6470,"85.33726956842105,47.152476671010064","40.86745472105263,35.61813115146424","82.02861227368422,42.116394098885976"
6480,"85.33726956842105,47.152476671010064","40.86745472105263,35.61813115146424","82.02861227368422,42.116394098885976"
6490,"92.62827907368421,48.05175468163035","39.05067537894737,35.617895574344296","79.88446759473685,37.30068039606514"
6500,"92.63539406315792,49.79388870253528","39.85272664736842,35.61795793299369","70.53720916315791,37.19206061079992"
6510,"92.63539406315792,49.79388870253528","39.85272664736842,35.61795793299369","70.53720916315791,37.19206061079992"
6520,"92.10098579473683,50.51712845000966","40.21676041052631,35.61795100425487","67.98731556842107,41.70736839017584"
6530,"91.65299257894736,51.14322476063399","40.45178625263158,35.61829051245714","62.481413536842105,41.79852357926625"
6540,"91.65299257894736,51.14322476063399","40.45178625263158,35.61829051245714","62.481413536842105,41.79852357926625"
6550,"91.68528873157896,51.143515386653924","40.07583731578947,35.6180549353372","70.51220443157895,41.89492355420483"
6560,"87.7453666368421,51.1441777436296","40.340958989473684,35.61831129867361","73.5284576,41.9672353632119"
6570,"87.7453666368421,51.1441777436296","40.340958989473684,35.61831129867361","73.5284576,41.9672353632119"
6580,"90.98253686842104,51.14413043241705","39.954652984210526,35.61892102768994","78.60841846315789,42.402194375142905"
6590,"90.57737956842107,51.04009983476897","40.4621143,35.62905777258646","72.62062962631579,39.56627243134417"
6600,"84.64371127368422,51.03157705776571","41.29265468947368,29.48182525983983","64.42897571052632,41.553255494673536"
6610,"84.64371127368422,51.03157705776571","41.29265468947368,29.48182525983983","64.42897571052632,41.553255494673536"
6620,"76.89959673157894,50.90556702251683","41.09775778421053,29.481755972451612","60.84396528421052,42.629551786413934"
6630,"74.78768295263158,50.905364260177336","40.845459047368415,29.480619659284812","64.99789424210526,43.77585515523586"
6640,"74.78768295263158,50.905364260177336","40.845459047368415,29.480619659284812","64.99789424210526,43.77585515523586"
6650,"71.02451370526316,50.68361660696555","40.450144163157894,29.480314794776646","71.33128912105263,44.604456973054305"
6660,"63.69058870526316,50.683724746879946","40.404933842105265,22.792231858327245","75.06119513157894,46.700039545414946"
6670,"63.69058870526316,50.683724746879946","40.404933842105265,22.792231858327245","75.06119513157894,46.700039545414946"
6680,"63.776305331578946,50.68348819081721","39.78735828947369,22.792432791753082","81.67167249473684,47.13916870279481"
6690,"63.52048928947368,50.68160250105994","37.45861455263157,22.794213477630326","77.41328628421053,50.68660397210071"
6700,"63.52048928947368,50.68160250105994","37.45861455263157,22.794213477630326","77.41328628421053,50.68660397210071"
6710,"64.60994985789473,50.682386515439305","40.03269215263158,22.798440008311715","89.54299444210524,52.2931305403542"
6720,"63.962267100000005,50.68150111989019","39.8134577368421,22.798606298043442","91.45136928421051,52.342773519806194"
6730,"63.962267100000005,50.68150111989019","39.8134577368421,22.798606298043442","91.45136928421051,52.342773519806194"
6740,"58.56239105789475,44.529360561251565","40.22193098947369,22.79902895111158","93.42444340526316,54.1815237954785"
6750,"64.19897630526316,44.55692948067766","39.76819406842105,22.80084428068293","93.35167957368421,57.51893783353982"
6760,"64.19897630526316,44.55692948067766","39.76819406842105,22.80084428068293","93.35167957368421,57.51893783353982"
6770,"63.70796088947369,44.55819336592715","39.82032903157894,22.7993823167915","92.79949117894738,58.556628175841176"
6780,"66.89131932631578,48.394808283814825","39.03257818947368,22.795855588731126","91.06371974210526,53.56941808627902"
6790,"66.89131932631578,48.394808283814825","39.03257818947368,22.795855588731126","91.06371974210526,53.56941808627902"
6800,"75.2019425,49.12445532121711","40.19149654210527,22.83015284589979","89.17259963157895,46.697897023360994"
6810,"74.95329078947368,49.12140036863545","40.34450138421053,22.82908582012121","91.85971437894737,46.69489614073653"
6820,"74.95329078947368,49.12140036863545","40.34450138421053,22.82908582012121","91.85971437894737,46.69489614073653"
6830,"73.74510734210526,49.12350909696615","43.499451010526315,27.781291033290444","81.20461671578948,46.6856704542897"
6840,"74.21020725263159,49.11989316857857","42.59444389473684,27.800123345408508","91.10692407368421,46.69245623391799"
6850,"74.21020725263159,49.11989316857857","42.59444389473684,27.800123345408508","91.10692407368421,46.69245623391799"
6860,"73.90049043684212,49.12217086552552","42.097583578947365,27.842658873036473","91.23342693157893,46.690780065244866"
6870,"74.57464837368421,49.116432691317925","41.501650121052634,27.826965279604753","83.05856275789473,46.46999215377333"
6880,"74.57464837368421,49.116432691317925","41.501650121052634,27.826965279604753","83.05856275789473,46.46999215377333"
6890,"74.92956319473684,49.11661517742347","41.952850810526314,29.1706694568236","81.42067542105264,46.46798480661238"
6900,"74.82958591578948,43.43628230654597","50.659104,31.748485949314475","82.20382654210526,46.49702037362746"
6910,"74.82958591578948,43.43628230654597","50.659104,31.748485949314475","82.20382654210526,46.49702037362746"
6920,"74.52225269473684,43.43756646802942","47.63629737894736,32.95698964590056","82.66844055789474,46.732427449776274"
6930,"70.99794992631578,43.438897940725404","41.23954208947369,33.841754949769765","84.72267306842105,51.85957734731033"
6940,"70.99794992631578,43.438897940725404","41.23954208947369,33.841754949769765","84.72267306842105,51.85957734731033"
6950,"73.4997230368421,43.43842482859993","41.871752042105264,34.34885548667081","88.57989819473686,51.98322858067647"
6960,"82.69350001578947,40.75584528341343","36.830991342105264,34.11103345534612","92.28814118421052,52.0187863362785"
6970,"82.69350001578947,40.75584528341343","36.830991342105264,34.11103345534612","92.28814118421052,52.0187863362785"
6980,"84.70365649473683,40.91091792065599","30.790448121052634,34.11237070193875","94.3763639736842,52.018488951513916"
6990,"85.2323946263158,40.91028935740356","28.613949457894734,28.48374736127643","91.9905291526316,52.014264736107855"
7000,"85.2323946263158,40.91028935740356","28.613949457894734,28.48374736127643","91.9905291526316,52.014264736107855"
7010,"85.07178530526316,40.9107016408272","32.00270711578948,30.531224326857433","79.18241467368422,51.81701753225121"
7020,"85.18794634210526,32.463541472704776","33.09387254210526,34.8078705761475","81.62154391578947,51.818125966373756"
7030,"85.18794634210526,32.463541472704776","33.09387254210526,34.8078705761475","81.62154391578947,51.818125966373756"
7040,"84.64713871578948,32.45270720503132","30.55843914210526,34.804129057183644","82.07250643157894,51.81670662999732"
7050,"84.7566168368421,32.47892437552748","38.80565744736842,34.96236066566057","82.77045247368422,51.81797727399147"
7060,"84.7566168368421,32.47892437552748","38.80565744736842,34.96236066566057","82.77045247368422,51.81797727399147"
7070,"85.3325313,32.47922176029206","42.181232305263165,34.96406513541077","82.18907750526316,47.140635350383796"
7080,"85.6308019263158,32.64557474235497","42.06074178421053,34.96272788881813","81.5297703894737,43.304865275577335"
7090,"85.6308019263158,32.64557474235497","42.06074178421053,34.96272788881813","81.5297703894737,43.304865275577335"
7100,"96.47848829473685,32.64846072632038","41.51459902105263,34.96387113072375","81.1373235263158,43.32869660921216"
7110,"95.72692538421052,33.88231687333443","40.85892292105264,34.96427992631425","82.20341412631579,43.326750090753045"
7120,"94.79313596842104,34.723300711351115","41.00329905789474,34.96416213775427","82.34176939473684,43.33144741828458"
7130,"94.79313596842104,34.723300711351115","41.00329905789474,34.96416213775427","82.34176939473684,43.33144741828458"
7140,"95.60369444736843,36.686905276937196","41.15080339473684,34.96155693195722","81.54537200526316,43.33345476544554"
7150,"96.93501018947369,36.684499163841906","41.9948641263158,34.98709626325494","88.9918813894737,44.46991064331286"
7160,"96.93501018947369,36.684499163841906","41.9948641263158,34.98709626325494","88.9918813894737,44.46991064331286"
7170,"95.39025227894734,36.68220794940566","40.33261352105263,35.24533728788792","92.19771120526318,45.34068026900074"
7180,"91.03910262105263,36.47993899827429","44.9354167,40.19814530133466","89.20758404736843,40.43489277623344"
7190,"91.03910262105263,36.47993899827429","44.9354167,40.19814530133466","89.20758404736843,40.43489277623344"
7200,"80.63066990526316,36.48014851935843","52.31634202631579,40.28476839408671","94.22339300000002,41.0163813721698"
7210,"85.10656867368421,36.481263712225626","47.12903324210526,40.34292129901935","92.78036441578948,42.28048966023588"
7220,"85.10656867368421,36.481263712225626","47.12903324210526,40.34292129901935","92.78036441578948,42.28048966023588"
7230,"85.44536201052631,36.482446492539324","50.65739670526316,41.27699150834556","93.53312133684211,43.053473768332"
7240,"90.38522108421053,36.51002892945473","52.60141756315789,45.8240595051176","92.88664538421052,43.052358575464794"
7250,"90.38522108421053,36.51002892945473","52.60141756315789,45.8240595051176","92.88664538421052,43.052358575464794"
7260,"81.73935458947368,36.51466542828442","51.71930548947368,46.723631523849306","91.81602356842104,43.05357514950174"
7270,"85.54329128947369,36.50269569150981","51.8986222631579,40.25609034410265","92.13726084210525,43.04899272062925"
7280,"85.54329128947369,36.50269569150981","51.8986222631579,40.25609034410265","92.13726084210525,43.04899272062925"
7290,"91.1949284631579,40.19878954938571","47.12046018947369,40.256263562573196","92.71945393157895,43.05152049112824"
7300,"96.8456732631579,42.46081972623434","52.380780705263156,40.258071963405726","93.41873392105263,43.07747407058306"
