,k8s-master,k8s-node01,k8s-node02
960,"11.283811657894736,10.566290206842593","74.52100989473685,31.151069301869285","51.574092373684216,31.103790189100888"
970,"11.283811657894736,10.566290206842593","74.52100989473685,31.151069301869285","51.574092373684216,31.103790189100888"
980,"11.317951342105262,10.565019562848452","74.15973802105263,31.151013871958707","51.24603664210526,32.30492049452113"
990,"11.386759878947368,10.564789765530362","80.6901482,31.278336376550904","47.40387208947369,32.89575643430801"
1000,"11.386759878947368,10.564789765530362","80.6901482,31.278336376550904","47.40387208947369,32.89575643430801"
1010,"11.299430315789474,10.56483707674291","84.48578396842106,31.28493946464822","45.68033985789474,33.28679036476066"
1020,"11.252805710526317,10.56507363280565","84.52037761052631,31.28364379048852","41.84184168421052,33.28780417645812"
1030,"11.252805710526317,10.56507363280565","84.52037761052631,31.28364379048852","41.84184168421052,33.28780417645812"
1040,"11.348609757894737,10.563113596857237","85.20517393157894,33.18074633741669","41.00763698947368,33.284979021194545"
1050,"11.452402815789474,10.543121230183445","79.15808201578947,34.049035100367284","41.43450890526316,33.2827283592262"
1060,"11.452402815789474,10.543121230183445","79.15808201578947,34.049035100367284","41.43450890526316,33.2827283592262"
1070,"11.36824197368421,10.482975161545825","78.72956426842106,31.31279299471247","41.51982980526316,33.283620513519956"
1080,"11.50551567368421,10.494356887535908","74.75937038421053,31.307007497796143","40.526830431578944,33.28219441839887"
1090,"11.50551567368421,10.494356887535908","74.75937038421053,31.307007497796143","40.526830431578944,33.28219441839887"
1100,"1.4412917315789475,10.281611882197513","84.16822702631579,36.866260305373075","42.35113572105263,33.3091009808493"
1110,"0.7951777052631579,10.282091753067641","84.37619021052632,36.8666760297024","41.107474921052635,33.308763043616814"
1120,"0.7951777052631579,10.282091753067641","84.37619021052632,36.8666760297024","41.107474921052635,33.308763043616814"
1130,"0.9641823842105263,10.29819784156786","83.39238265789474,36.86931587919356","42.90144802105263,36.54961489686798"
1140,"2.658701694736842,13.944932587267052","84.32663505789473,36.867874701518595","42.74516963157895,38.08639122033663"
1150,"2.658701694736842,13.944932587267052","84.32663505789473,36.867874701518595","42.74516963157895,38.08639122033663"
1160,"0.8518266789473683,14.515816712848043","84.06567173157895,36.85748852202449","51.110612326315795,38.18580559538897"
1170,"3.9472991894736844,14.5993615554629","82.3835088,36.8571143701281","51.607179005263156,38.18600159898381"
1180,"3.9472991894736844,14.5993615554629","82.3835088,36.8571143701281","51.607179005263156,38.18600159898381"
1190,"11.62664127368421,14.734272857415428","84.04054918421052,36.85756473815153","52.18830174736842,38.188015704889416"
1200,"11.367640984210528,14.734178234990331","84.1202322368421,36.85938006772288","51.16218631578947,38.18765749142298"
1210,"11.367640984210528,14.734178234990331","84.1202322368421,36.85938006772288","51.16218631578947,38.18765749142298"
1220,"11.369537700000002,14.732887314762241","79.54947878421052,36.632401512654546","52.45173727368421,38.18898896411898"
1230,"13.550875842105265,18.50917367790675","73.14310399473683,36.630967263718404","52.021437436842106,38.18771832012483"
1240,"13.550875842105265,18.50917367790675","73.14310399473683,36.630967263718404","52.021437436842106,38.18771832012483"
1250,"15.147750326315789,18.682663894319727","72.92223422105263,36.62885399837771","57.352043573684206,38.31918266230601"
1260,"19.48824337894737,18.682792310468074","73.03636460526316,36.62858377756365","59.53131579473685,38.318466235373144"
1270,"19.48824337894737,18.682792310468074","73.03636460526316,36.62858377756365","59.53131579473685,38.318466235373144"
1280,"19.07481369473684,18.68329245757215","71.87071571578949,36.64769323923459","59.444086152631584,42.16315109437255"
1290,"20.125544357894736,18.683684464761832","77.25821254736842,36.71305896128089","60.991508499999995,42.48945652731509"
1300,"20.125544357894736,18.683684464761832","77.25821254736842,36.71305896128089","60.991508499999995,42.48945652731509"
1310,"20.439932763157895,18.680920138200108","82.2075042631579,37.3300492958981","60.449404894736844,42.50168309638639"
1320,"21.52446565263158,18.680825515775012","85.00290299999999,37.95410001537487","61.793611126315795,42.48993639818522"
1330,"21.52446565263158,18.680825515775012","85.00290299999999,37.95410001537487","61.793611126315795,42.48993639818522"
1340,"20.019552568421048,18.680953931923355","82.95370592105263,35.340184793621624","61.41184696315789,42.510989887769014"
1350,"21.101935363157896,18.69170033591637","83.93756119473684,37.454371656580385","60.90172646842104,42.511131821406664"
1360,"21.101935363157896,18.69170033591637","83.93756119473684,37.454371656580385","60.90172646842104,42.511131821406664"
1370,"20.273452457894738,18.694660666072934","84.08995329473683,37.55765143746041","61.20713012105262,42.95689130728788"
1380,"19.031423231578948,18.6822380934068","82.66117030000001,37.58779838007472","63.81419604210526,48.264202302204154"
1390,"19.031423231578948,18.6822380934068","82.66117030000001,37.58779838007472","63.81419604210526,48.264202302204154"
1400,"19.479550231578948,18.680994484391253","79.44881997894737,37.58719557979721","67.70081230526316,48.43046066184196"
1410,"20.10090726842105,18.678142294149083","86.68745416315788,41.47515343865339","72.81801963684211,48.430791840329796"
1420,"20.10090726842105,18.678142294149083","86.68745416315788,41.47515343865339","72.81801963684211,48.430791840329796"
1430,"20.576376842105265,18.673134064363662","84.1645124368421,41.491539905967315","71.00596042631578,48.28231573786533"
1440,"21.514876794736843,18.673296274235252","86.69901173684211,41.53361120809421","58.09483504210525,48.02453045818138"
1450,"21.514876794736843,18.673296274235252","86.69901173684211,41.53361120809421","58.09483504210525,48.02453045818138"
1460,"19.40091747368421,18.6733571029371","90.33780924736843,36.56589254870263","51.50611114736842,48.026186350620556"
1470,"21.064580205263155,18.673593658999838","95.2720548368421,39.65157173936496","51.49127576315789,48.02559158109138"
1480,"20.139698121052632,18.70090574612925","94.38154178947369,41.95066585526516","51.29871401578947,48.027159609850116"
1490,"20.139698121052632,18.70090574612925","94.38154178947369,41.95066585526516","51.29871401578947,48.027159609850116"
1500,"19.533765347368423,18.70160865557282","85.80658436315788,41.84433742930348","51.84154626842105,48.02612552191871"
1510,"27.035766578947367,15.255365311162128","83.78721911578947,41.847905729796786","49.17611627894737,43.658509830627885"
1520,"27.035766578947367,15.255365311162128","83.78721911578947,41.847905729796786","49.17611627894737,43.658509830627885"
1530,"30.137844126315787,16.300814692321328","83.39175995263159,41.8486678910672","52.57445819473684,43.654366720157626"
1540,"31.175912173684214,18.04611180572232","84.59171453157894,41.848820323321284","52.176734289473686,43.68343608089596"
1550,"31.175912173684214,18.04611180572232","84.59171453157894,41.848820323321284","52.176734289473686,43.68343608089596"
1560,"32.100817778947366,19.008415110200993","84.05466214210527,41.84966562945756","55.61952851578946,43.712944760036514"
1570,"31.00982939473684,19.685303386867773","75.25549194210527,36.72934149751248","62.0880881631579,43.785662093722564"
1580,"31.00982939473684,19.685303386867773","75.25549194210527,36.72934149751248","62.0880881631579,43.785662093722564"
1590,"30.398191378947367,19.68556021916446","85.35375630000001,40.58956361486439","62.23895780000001,44.310309647155"
1600,"30.8518338368421,19.68733101026268","83.42190480526317,40.58828179818233","62.32326183684211,46.62664633726393"
1610,"30.8518338368421,19.68733101026268","83.42190480526317,40.58828179818233","62.32326183684211,46.62664633726393"
1620,"31.527372184210524,19.687459426411024","83.60798130526317,40.579710948259574","62.56151705263158,47.431754758680036"
1630,"30.571154821052634,19.68669568826561","85.41231091052632,40.59719215630736","63.20454938421053,43.20586994269328"
1640,"30.571154821052634,19.68669568826561","85.41231091052632,40.59719215630736","63.20454938421053,43.20586994269328"
1650,"31.690629089473685,19.687087695455293","94.6689448105263,40.74811394532713","62.343410863157885,43.690255654247494"
1660,"31.153829989473685,19.68718231788039","94.72769416842107,40.74735178405671","64.36522794210528,47.7541468784704"
1670,"31.153829989473685,19.68718231788039","94.72769416842107,40.74735178405671","64.36522794210528,47.7541468784704"
1680,"31.507015042105262,19.715825877705786","94.41453514210527,40.74762893360959","73.06352712631579,47.922277410376175"
1690,"31.10246885789474,19.715400076792857","85.53638212105263,40.74780215208013","72.43436998421053,43.78640555563403"
1700,"31.10246885789474,19.715400076792857","85.53638212105263,40.74780215208013","72.43436998421053,43.78640555563403"
1710,"29.934523226315786,19.71467013237069","93.67905179473684,40.75403108828107","72.08403639473684,43.787081430099"
1720,"36.521160863157895,19.859976383594447","94.91800439473685,40.75234047600851","73.18392556842105,43.78345198422212"
1730,"36.521160863157895,19.859976383594447","94.91800439473685,40.75234047600851","73.18392556842105,43.78345198422212"
1740,"41.70850068421053,20.26312198445935","94.03470794736845,40.74894539398576","72.91819509473684,43.78266796984275"
1750,"41.27248006842106,21.08024745386261","94.57483529473684,40.74910475497866","72.50783564210526,43.783911578858294"
1760,"41.27248006842106,21.08024745386261","94.57483529473684,40.74910475497866","72.50783564210526,43.783911578858294"
1770,"42.93904981052631,27.603138950260167","93.91617040526316,40.74926411597157","67.60191654736842,43.78403999500664"
1780,"39.406389684210524,28.0739395850685","93.83771007894735,40.748051586677725","73.40927005263158,43.812082026558215"
1790,"39.406389684210524,28.0739395850685","93.83771007894735,40.748051586677725","73.40927005263158,43.812082026558215"
1800,"48.573016757894734,29.349510704060457","94.1686580105263,40.74819016145417","76.78207506842107,43.87142380458253"
1810,"48.60790802631578,29.883613741257818","87.57724674210526,40.518488612028804","82.50322714736842,44.36523796492306"
1820,"48.60790802631578,29.883613741257818","87.57724674210526,40.518488612028804","82.50322714736842,44.36523796492306"
1830,"41.461710447368425,30.45307853046237","83.59812954736843,40.55046474169211","83.48845879473684,48.7457493410055"
1840,"41.2940593,30.453213705355367","86.12915205789474,45.193655132141096","82.6615054368421,50.42012694679726"
1850,"41.2940593,30.453213705355367","86.12915205789474,45.193655132141096","82.6615054368421,50.42012694679726"
1860,"41.07309644210527,30.45352460760925","84.42578321052632,47.218495907990786","83.10752727894737,50.41967411090573"
1870,"41.792163768421055,30.45261893582619","85.48583557894736,47.25191321532906","74.36777702105263,50.27222533762802"
1880,"41.792163768421055,30.45261893582619","85.48583557894736,47.25191321532906","74.36777702105263,50.27222533762802"
1890,"42.004242089473685,30.473881946494128","90.04520298947368,41.16851517334908","73.32288761052631,50.25434169928493"
1900,"42.58050092105263,30.473922498962025","94.78890018947368,41.16859831821494","68.04829745789475,49.86034067993106"
1910,"42.58050092105263,30.473922498962025","94.78890018947368,41.16859831821494","68.04829745789475,49.86034067993106"
1920,"41.16301579473684,30.474186090003364","94.68913887894736,41.16875767920784","50.284851252631576,49.85804270675017"
1930,"48.23623853684211,30.59107181997516","94.06243158421051,41.16869532055845","51.964514226315785,49.86088137950304"
1940,"48.23623853684211,30.59107181997516","94.06243158421051,41.16869532055845","51.964514226315785,49.86088137950304"
1950,"58.750038284210525,31.358169061481394","93.67790975263158,41.169810847508785","51.920360031578944,49.85811029419666"
1960,"61.333718568421055,31.82358973554857","72.17394682105262,40.53639940188355","49.29211831052632,49.85891458480998"
1970,"61.333718568421055,31.82358973554857","72.17394682105262,40.53639940188355","49.29211831052632,49.85891458480998"
1980,"61.705890926315796,34.95045536028265","62.65651506315789,40.54937000095824","51.83409350000001,43.76417604448119"
1990,"63.19624978947369,36.137196298343696","63.507384,40.54120794662599","51.7405196631579,43.773002964993694"
2000,"63.19624978947369,36.137196298343696","63.507384,40.54120794662599","51.7405196631579,43.773002964993694"
2010,"62.41774620526316,34.80312824440864","54.31383634736842,40.423696536205675","52.6716653263158,44.77270916236377"
2020,"56.20196785263158,34.812394483323374","51.06358757894737,40.42394597080327","51.757048821052635,48.814114043137145"
2030,"56.20196785263158,34.812394483323374","51.06358757894737,40.42394597080327","51.757048821052635,48.814114043137145"
2040,"61.38260672631579,34.81342181251013","52.3583336263158,40.425158500097105","59.51271827894736,48.98652961915082"
2050,"61.180528231578954,34.81223903219643","50.62680181052632,40.42576822911344","63.10620990526315,49.109099453373005"
2060,"61.180528231578954,34.81223903219643","50.62680181052632,40.42576822911344","63.10620990526315,49.109099453373005"
2070,"61.10942298421053,34.8127797317684","52.58444572105264,33.51484319467241","69.89898653157894,49.18751440879875"
2080,"62.03256847368421,34.81332719008503","52.38575794210526,33.510963100932116","72.52570185789473,54.40154121005996"
2090,"62.03256847368421,34.81332719008503","52.38575794210526,33.510963100932116","72.52570185789473,54.40154121005996"
2100,"62.26633624736842,34.81626724400765","51.522961163157895,33.510776024983926","78.72240708947368,58.59211158525207"
2110,"61.82784677894737,34.81690932474937","51.3742142631579,33.514164178267855","80.12874998947368,57.85275223178817"
2120,"61.82784677894737,34.81690932474937","51.3742142631579,33.514164178267855","80.12874998947368,57.85275223178817"
2130,"61.528407205263164,34.816517317559686","49.8451256368421,33.51517577413586","82.32705497368421,53.259901375046326"
2140,"62.13528801578946,34.81622669153975","47.05162865263158,33.38837985369414","79.2587623736842,54.30256615340985"
2150,"62.13528801578946,34.81622669153975","47.05162865263158,33.38837985369414","79.2587623736842,54.30256615340985"
2160,"61.97826473684211,34.81617262158255","41.69685721578948,29.49413069998762","78.54092693684211,51.9902238813889"
2170,"61.470443115789465,34.80758901587744","41.44720561578948,29.49765049930917","90.00749868421052,52.19440555725613"
2180,"61.470443115789465,34.80758901587744","41.44720561578948,29.49765049930917","90.00749868421052,52.19440555725613"
2190,"62.010458610526314,34.8083865477461","42.12637642631579,20.058664245857706","91.71936477894737,52.21683783074846"
2200,"62.65180213157894,34.80846089393725","40.472391889473684,20.057555647646193","92.18284009999999,52.23191659006193"
2210,"62.65180213157894,34.80846089393725","40.472391889473684,20.057555647646193","92.18284009999999,52.23191659006193"
2220,"61.130402478947374,34.80964367425095","42.07406349473684,20.060763653720755","99.78041985263158,52.372343027648604"
2230,"61.737004668421065,34.80771743202578","41.36722936315789,20.06108930444539","104.33116198421052,53.338965169958435"
2240,"61.737004668421065,34.80771743202578","41.36722936315789,20.06108930444539","104.33116198421052,53.338965169958435"
2250,"58.56154327894736,34.80687258894457","41.565032978947364,20.060929943452482","99.4337138368421,56.69883175774604"
2260,"61.6114265,34.807480875963044","40.15941578421052,20.05999456371152","93.43245555263157,56.69919672995713"
2270,"61.6114265,34.807480875963044","40.15941578421052,20.05999456371152","93.43245555263157,56.69919672995713"
2280,"61.699472273684215,34.80754846340954","41.78601226315789,20.062890776539096","108.27305098421053,52.04061708149701"
2290,"62.57139742105263,34.806750931540876","42.547980599999995,20.06304320879318","106.87504789473687,53.451315782270285"
2300,"62.57139742105263,34.806750931540876","42.547980599999995,20.06304320879318","106.87504789473687,53.451315782270285"
2310,"61.64201283157894,34.80698748760362","41.30364467894737,20.06293927771085","103.78227105263157,60.40231292352406"
2320,"62.40932785789474,34.80712266249661","41.73091807894736,20.062350334910985","101.87071873157896,61.74990522550315"
2330,"62.40932785789474,34.80712266249661","41.73091807894736,20.062350334910985","101.87071873157896,61.74990522550315"
2340,"62.08812488421053,34.83249498991156","41.39044818421053,20.062287976261587","107.87050199999999,63.00378753291424"
2350,"61.26679539999999,34.659491403113364","42.140932121052636,20.06222561761219","107.87300357894736,57.127789004428124"
2360,"61.26679539999999,34.659491403113364","42.140932121052636,20.06222561761219","107.87300357894736,57.127789004428124"
2370,"55.64941947368421,40.040013120075116","41.2306836,20.061317952826514","108.21941790526316,57.013539184869714"
2380,"55.55735029473684,34.726274558996984","41.77623530526316,20.061567387424102","103.97713040526315,52.25073969391132"
2390,"55.55735029473684,34.726274558996984","41.77623530526316,20.061567387424102","103.97713040526315,52.25073969391132"
2400,"62.347222073684215,34.8426871768433","35.212045036842106,19.889942526804347","97.24723222631579,52.24775908752081"
2410,"62.69370201578947,34.84220054722852","30.402163310526312,19.890039529147852","103.48112486842106,53.3936231379405"
2420,"62.69370201578947,34.84220054722852","30.402163310526312,19.890039529147852","103.48112486842106,53.3936231379405"
2430,"63.182281326315795,34.84316704771343","28.88720991578947,19.73166241715567","103.86498318947369,56.53650698749436"
2440,"63.285946673684215,34.843599607371004","21.43886367368421,19.731232835348706","108.58591661052631,56.55144381317019"
2450,"63.285946673684215,34.843599607371004","21.43886367368421,19.731232835348706","108.58591661052631,56.55144381317019"
2460,"62.66378852631579,34.84182881627279","20.538083836842105,19.737226194429695","109.20683941052633,56.54852403548152"
2470,"57.895288484210525,34.83996340274947","21.555113715789474,19.73272944293425","107.59550839473684,56.33033824070012"
2480,"57.895288484210525,34.83996340274947","21.555113715789474,19.73272944293425","107.59550839473684,56.33033824070012"
2490,"62.97452892631578,34.84015264759966","21.479645921052633,19.73199499661912","101.1228572,57.14424654765013"
2500,"64.00652612631579,34.8403351337052","21.562036294736846,19.729639225419657","109.27588306315789,63.46842419260205"
2510,"64.00652612631579,34.8403351337052","21.562036294736846,19.729639225419657","109.27588306315789,63.46842419260205"
2520,"63.59983408421053,34.840260787514055","21.337483331578948,19.73042217290654","108.01088332631578,60.252620247022655"
2530,"62.6933287,34.840578448512595","21.47893648421053,19.731440697513367","111.83195246315789,60.93213767535816"
2540,"62.6933287,34.840578448512595","21.47893648421053,19.731440697513367","111.83195246315789,60.93213767535816"
2550,"63.35936562105263,34.840943420723676","21.32364674736842,19.73160005850627","109.24793856315789,61.90883034719604"
2560,"63.088671047368415,34.841179976786414","21.454265263157893,19.728918636582176","105.28932544736843,56.625641311934515"
2570,"63.088671047368415,34.841179976786414","21.454265263157893,19.728918636582176","105.28932544736843,56.625641311934515"
2580,"64.18439442631579,34.840591966001895","22.761849684210524,19.77100379618671","112.10892529473686,57.84272901347268"
2590,"63.238779910526326,29.57150843082428","29.420610252631576,19.929131473581307","111.60492418421053,59.90067213687918"
2600,"63.238779910526326,29.57150843082428","29.420610252631576,19.929131473581307","111.60492418421053,59.90067213687918"
2610,"62.1360124631579,29.389941514554923","31.56986732105263,14.339440716359535","111.6129253473684,60.551600075346485"
2620,"52.94215256315789,29.38824506964785","31.226286636842108,14.339697079695947","104.87328107894737,55.4020719742773"
2630,"52.94215256315789,29.38824506964785","31.226286636842108,14.339697079695947","104.87328107894737,55.4020719742773"
2640,"53.0055517631579,29.415645020457706","31.901550505263156,11.552424812617454","110.8943378631579,55.94257554265792"
