,k8s-master,k8s-node01,k8s-node02
4610,"42.827250836842104,40.542086466377576","102.64808565789473,61.67555889459178","31.941987700000002,26.557081282082493"
4620,"42.827250836842104,40.542086466377576","102.64808565789473,61.67555889459178","31.941987700000002,26.557081282082493"
4630,"53.480044363157894,43.09703387759927","93.00631177894736,57.80661349506303","32.26517472105263,26.55956174136893"
4640,"53.397821494736846,44.795094124643555","87.3626819105263,57.627720387419046","32.0944091631579,21.694542996328583"
4650,"53.397821494736846,44.795094124643555","87.3626819105263,57.627720387419046","32.0944091631579,21.694542996328583"
4660,"53.35504952631579,44.79428983403024","82.41647392631579,57.64018518855974","32.30706600526316,21.69524590577215"
4670,"59.14959277368421,44.895981906029526","77.60310978947369,57.63981796540217","31.968396415789478,21.69457679005183"
4680,"59.14959277368421,44.895981906029526","77.60310978947369,57.63981796540217","31.968396415789478,21.69457679005183"
4690,"61.77655481578947,44.89792842448863","83.89321683684211,59.257027178878765","31.741386199999997,21.69460382503043"
4700,"63.17989734736841,40.034241152144276","88.23753766842106,63.620012442629175","30.45604179473684,21.69172459980966"
4710,"59.31691856842106,40.03491702660924","93.04283070526314,63.61870291099183","32.143361242105264,21.693184488653994"
4720,"59.31691856842106,40.03491702660924","93.04283070526314,63.61870291099183","32.143361242105264,21.693184488653994"
4730,"62.06545573157894,40.034957579077144","94.38506750526317,54.711081637795886","32.49944258421053,21.718536539834993"
4740,"62.60879897368421,34.98064667263284","105.01598301578947,55.68544246337174","32.350840347368425,21.718529781090343"
4750,"62.60879897368421,34.98064667263284","105.01598301578947,55.68544246337174","32.350840347368425,21.718529781090343"
4760,"61.42984079473684,34.96557467206402","100.12092043684213,48.88632648730056","33.66705384736842,27.495458630501254"
4770,"62.13059061578948,36.27629802197903","95.0137953263158,50.37428007805363","32.19797638421053,23.210671354892423"
4780,"62.13059061578948,36.27629802197903","95.0137953263158,50.37428007805363","32.19797638421053,23.210671354892423"
4790,"55.45524947894737,38.424673148798426","94.36424627368422,52.547000926580246","41.20030946842105,23.31575631670585"
4800,"60.68567938421054,38.54120066530379","92.72120793157895,52.8908950205302","42.74870177368421,23.31074132817578"
4810,"60.68567938421054,38.54120066530379","92.72120793157895,52.8908950205302","42.74870177368421,23.31074132817578"
4820,"61.65458660526316,38.54269434787137","93.59934169473684,52.91719651309833","42.522847363157894,23.310694016963232"
4830,"62.069452689473685,38.5442758941194","95.72877586842105,52.91680157498548","32.900439368421054,23.11465662839888"
4840,"62.069452689473685,38.5442758941194","95.72877586842105,52.91680157498548","32.900439368421054,23.11465662839888"
4850,"61.4345785368421,38.54441106901239","93.68015918947368,53.15199761429665","32.40895727368421,23.113581987999577"
4860,"61.24276657368421,38.54347836225074","104.01545550526316,62.135294572905956","32.031210131578945,23.1142240687413"
4870,"61.24276657368421,38.54347836225074","104.01545550526316,62.135294572905956","32.031210131578945,23.1142240687413"
4880,"61.76669545263157,38.54343105103819","104.31447408421053,62.3119635553881","32.49442071578947,19.104659634012627"
4890,"61.625251894736834,38.544870663648574","99.90153109473684,62.297025194487965","32.91826939473684,19.130471279829806"
4900,"61.625251894736834,38.544870663648574","99.90153109473684,62.297025194487965","32.91826939473684,19.130471279829806"
4910,"62.26817834736842,38.54166701868462","104.8861867368421,62.2988959539699","41.16891570526316,19.42869412875287"
4920,"63.311979021052636,34.26219887511509","104.8464913631579,62.29676190241273","43.2926932,13.604832556494488"
4930,"63.311979021052636,34.26219887511509","104.8464913631579,62.29676190241273","43.2926932,13.604832556494488"
4940,"61.493954868421056,34.26256384732618","105.39332158421054,62.293657827420496","43.26514388947369,15.70609247436087"
4950,"59.283581531578946,34.26109044099255","104.5303210736842,62.297018265749145","43.00621163157894,16.551009901763674"
4960,"59.283581531578946,34.26109044099255","104.5303210736842,62.297018265749145","43.00621163157894,16.551009901763674"
4970,"62.81668372105263,34.26377366261847","104.71010202105263,62.295563230596535","45.01176978421053,16.681507743459953"
4980,"62.01669785789474,34.265497142504145","104.46131040526316,62.29789821557953","53.641583910526315,17.029718267812147"
4990,"62.01669785789474,34.265497142504145","104.46131040526316,62.29789821557953","53.641583910526315,17.029718267812147"
5000,"62.49807652105264,34.26615949947981","99.4685502,57.153344283974086","53.23584,19.348373207335914"
5010,"65.07253870526317,34.34513543071148","81.92733853157895,56.81860998274675","59.78639123684211,20.569455326962046"
5020,"65.07253870526317,34.34513543071148","81.92733853157895,56.81860998274675","59.78639123684211,20.569455326962046"
5030,"71.6634933631579,29.24347275925142","72.44803228421053,56.81791018012573","63.614700394736836,24.592097932587876"
5040,"73.29793346842105,25.705722771028533","68.00728379473685,56.61026973510946","62.41349336842106,24.571841974872743"
5050,"73.29793346842105,25.705722771028533","68.00728379473685,56.61026973510946","62.41349336842106,24.571841974872743"
5060,"73.97099068421053,26.330183465447643","63.21739534736842,51.16413551753972","63.07770324210526,24.57830333475785"
5070,"73.06556136315788,30.502207845320992","60.939569652631576,51.028290664196525","62.17872288421052,24.553404119468382"
5080,"73.06556136315788,30.502207845320992","60.939569652631576,51.028290664196525","62.17872288421052,24.553404119468382"
5090,"58.57521351052632,31.761848603173622","53.01282307894736,51.029101326638695","63.01956281578948,24.567252787255605"
5100,"68.0305418736842,28.378076335560046","52.7345133368421,46.716841359803794","63.07262960526315,24.55147111849857"
5110,"68.0305418736842,28.378076335560046","52.7345133368421,46.716841359803794","63.07262960526315,24.55147111849857"
5120,"71.63316597368421,28.924777672784433","52.84278432631579,46.71208824497194","63.005442468421045,24.552201062920737"
5130,"72.09853910526316,29.228103373918017","52.40310896842105,46.71518539122535","54.35104077368421,24.3502632902772"
5140,"72.09853910526316,29.228103373918017","52.40310896842105,46.71518539122535","54.35104077368421,24.3502632902772"
5150,"86.15089789999999,32.795814877172994","52.39078473157894,46.715663474204064","51.43835390526316,24.358285920176385"
5160,"89.80731482105263,33.23044271061617","52.79641602105263,46.718732905502186","52.679052305263156,24.36498383612423"
5170,"89.80731482105263,33.23044271061617","52.79641602105263,46.718732905502186","52.679052305263156,24.36498383612423"
5180,"91.44276617894737,33.725838417204734","52.47129287368421,46.717839098194155","52.82024270526316,24.38291478567987"
5190,"90.65477152105264,34.88469277484114","52.530969305263156,46.71754116242481","54.692298326315786,24.47825363770844"
5200,"90.65477152105264,34.88469277484114","52.530969305263156,46.71754116242481","54.692298326315786,24.47825363770844"
5210,"91.59857213157893,35.454448190065634","51.06375259473685,46.55290047053758","63.102694994736844,24.584406481176526"
5220,"90.58815047368421,35.96171225225906","39.76274342631579,46.54996961401589","62.89139213684211,26.292611603939996"
5230,"90.58815047368421,35.96171225225906","39.76274342631579,46.54996961401589","62.89139213684211,26.292611603939996"
5240,"89.53025388947368,37.8501663360852","42.04416064736842,46.54788406363049","61.85600446842105,27.195965137584047"
5250,"102.79125795789473,39.734781452950315","41.831595478947364,46.55096735240626","59.91265193157896,28.377873573220555"
5260,"98.97650491578946,42.97931006329091","42.74684222631579,40.71182121137774","62.85180657894737,28.377860055731258"
5270,"98.97650491578946,42.97931006329091","42.74684222631579,40.71182121137774","62.85180657894737,28.377860055731258"
5280,"101.35868524736841,43.52029350254166","41.7616244,40.70955551378296","62.848794436842105,28.37887386742871"
5290,"103.46793178947368,43.67853599102493","33.93687948947369,40.538512667224246","63.591579078947376,24.613651569275746"
5300,"103.46793178947368,43.67853599102493","33.93687948947369,40.538512667224246","63.591579078947376,24.613651569275746"
5310,"107.71720717368423,43.90162187567735","31.417234784210528,40.53831173379841","62.266713384210526,24.61380026165804"
5320,"108.94722328947368,44.65103824117999","31.12037613157895,40.53859581209011","65.09170170526316,28.497523629754074"
5330,"108.94722328947368,44.65103824117999","31.12037613157895,40.53859581209011","65.09170170526316,28.497523629754074"
5340,"98.16921575789473,45.11983152882736","31.504320326315785,40.536621121525855","74.00377750526314,30.73102514543636"
5350,"107.5157331894737,43.40682093861796","31.904237721052635,40.537729719737364","83.9442900631579,33.467917962627794"
5360,"107.5157331894737,43.40682093861796","31.904237721052635,40.537729719737364","83.9442900631579,33.467917962627794"
5370,"108.40394267894737,44.377031974336774","31.124334947368418,40.5384018074031","83.64589469473684,33.92532952428508"
5380,"109.37522858947368,45.75215940201871","31.38045606315789,40.539898414988635","83.62486181052633,33.923747978037056"
5390,"109.37522858947368,45.75215940201871","31.38045606315789,40.539898414988635","83.62486181052633,33.923747978037056"
5400,"109.61064430526315,45.91530198037301","31.163834231578942,40.53870667191126","84.94244138947369,38.013944236436565"
5410,"104.8588440368421,45.92395993226927","30.91610154210526,35.761320467958704","83.62180401578948,39.74094542807084"
5420,"104.8588440368421,45.92395993226927","30.91610154210526,35.761320467958704","83.62180401578948,39.74094542807084"
5430,"110.65591788947368,45.91695787281218","31.245554731578945,35.752417038572496","88.65878924736842,41.045808946374564"
5440,"108.76336627368421,41.31517871438809","31.476862136842108,35.74764313752417","97.29102922105264,44.12246385710608"
5450,"108.76336627368421,41.31517871438809","31.476862136842108,35.74764313752417","97.29102922105264,44.12246385710608"
5460,"108.87576025789474,41.31408379775484","31.503417542105257,32.09441709247808","98.84147907894736,44.42081512217749"
5470,"104.09659274210526,41.320727643745485","31.23704156315789,32.09706387070807","109.63220786842108,44.42776311167737"
5480,"109.50652699473686,41.345430855440114","31.626190473684215,32.095262398614366","104.41446533157894,44.83756607602223"
5490,"109.50652699473686,41.345430855440114","31.626190473684215,32.095262398614366","104.41446533157894,44.83756607602223"
5500,"96.03065086842105,42.0321531055722","30.457562894736846,32.0929689860643","104.83244493157895,46.05868198937161"
5510,"97.86130721578947,47.113863962826365","30.069033536842106,32.111628079711814","101.61885130526316,47.97473878634709"
5520,"97.86130721578947,47.113863962826365","30.069033536842106,32.111628079711814","101.61885130526316,47.97473878634709"
5530,"95.38958006315788,47.2937952628905","32.93662677894737,34.10655056132831","103.35340606315788,47.97325862126881"
5540,"92.36113559473685,42.16279963965077","32.492129584210524,37.6280335664138","103.44306425789473,47.97280578537728"
5550,"92.36113559473685,42.16279963965077","32.492129584210524,37.6280335664138","103.44306425789473,47.97280578537728"
5560,"101.16397592105263,42.16399593745376","38.34688269473685,37.81895496465269","101.9636874631579,47.77155740468801"
5570,"101.31464748947369,42.164854298024274","41.94825027894737,37.83545922052658","88.92690032105263,41.978116942097905"
5580,"101.31464748947369,42.164854298024274","41.94825027894737,37.83545922052658","88.92690032105263,41.978116942097905"
5590,"101.6446186,42.16477995183313","44.14125585263157,39.92561721725081","94.58794933684212,41.976690846976815"
5600,"97.7595162368421,42.165347686383704","46.05012219473684,44.8565027010649","95.06472735789474,42.00374610180954"
5610,"97.7595162368421,42.165347686383704","46.05012219473684,44.8565027010649","95.06472735789474,42.00374610180954"
5620,"99.94988042105265,42.07555776371253","42.71491708947369,44.8555881075404","92.60283469473684,42.0045030812103"
5630,"86.8637774631579,41.77021119792869","42.005026968421056,44.85662741836369","95.4890310894737,46.35718194682531"
5640,"86.8637774631579,41.77021119792869","42.005026968421056,44.85662741836369","95.4890310894737,46.35718194682531"
5650,"75.25788902631578,41.67605512621381","41.68061689473684,44.86005021534174","103.01527378947368,46.51426868997348"
5660,"71.97310017894736,45.3029732326001","41.513435484210525,44.859260339116034","105.05086380526316,46.51330218948857"
5670,"71.97310017894736,45.3029732326001","41.513435484210525,44.859260339116034","105.05086380526316,46.51330218948857"
5680,"78.94980841578946,47.39160781546086","42.31822741052631,44.87343653874575","95.06257850526316,46.51420786127163"
5690,"78.59369271052631,41.10221742922091","33.7860219,37.87670600273366","98.24542341052631,46.40729803840278"
5700,"78.59369271052631,41.10221742922091","33.7860219,37.87670600273366","98.24542341052631,46.40729803840278"
5710,"72.1052251105263,35.38715812833328","33.761543921052635,43.32623530232617","94.25716015263158,46.404614816776856"
5720,"72.60044182105263,35.411239535520146","33.113680610526316,36.86975238973934","81.53757332105263,46.07403785721571"
5730,"72.60044182105263,35.411239535520146","33.113680610526316,36.86975238973934","81.53757332105263,46.07403785721571"
5740,"72.71604358421052,35.41285487549142","39.72374225263158,36.96735060478536","73.45748998947369,46.08991414839784"
5750,"71.62268605263158,35.412104654835304","39.165764252631575,36.963927807807316","73.04520732105263,45.97626585711325"
5760,"71.62268605263158,35.412104654835304","39.165764252631575,36.963927807807316","73.04520732105263,45.97626585711325"
5770,"75.02496888421052,38.84918314150101","41.89466557894737,36.96714967135952","63.233148400000005,45.97854355406019"
5780,"78.43731577894737,39.03683968669974","41.433626821052634,36.967565395688844","67.17108267368421,46.15648778319731"
5790,"78.43731577894737,39.03683968669974","41.433626821052634,36.967565395688844","67.17108267368421,46.15648778319731"
5800,"84.46223255789474,39.039651324474015","40.76350057368421,36.99329180293475","67.14905378421052,42.30529425310025"
5810,"82.7108210368421,39.04693725120639","44.21983797894737,37.13522701770244","73.92209261052632,43.26439391261497"
5820,"82.7108210368421,39.04693725120639","44.21983797894737,37.13522701770244","73.92209261052632,43.26439391261497"
5830,"83.92301524210525,39.046430345357656","44.1469489631579,36.99245342553729","73.48462708947369,44.11580649362613"
5840,"82.0972714368421,39.04561929599969","42.16461949473685,41.26722198660661","72.33879836315789,39.84004214212464"
5850,"82.35010626315788,39.04436216949485","46.20117914736842,45.451639793437664","53.63074445263158,40.175694918917706"
5860,"82.35010626315788,39.04436216949485","46.20117914736842,45.451639793437664","53.63074445263158,40.175694918917706"
5870,"83.7127700368421,39.04782264675549","52.14845443684211,46.56027264864414","53.1400883631579,40.166644959831764"
5880,"82.30624362631579,39.07512121639561","52.52215792105264,46.56024493368885","53.55483577368421,40.165313487135776"
5890,"82.30624362631579,39.07512121639561","52.52215792105264,46.56024493368885","53.55483577368421,40.165313487135776"
5900,"76.73888015263158,38.91791281584374","52.80283843684211,46.554577225332494","53.03924923684211,40.16373194088775"
5910,"73.12925745789474,42.57546831172709","51.72536302631579,46.55371806171857","53.60594564736843,40.19328117249621"
5920,"73.12925745789474,42.57546831172709","51.72536302631579,46.55371806171857","53.60594564736843,40.19328117249621"
5930,"77.88940382631579,43.95976735589866","52.211375473684214,46.554999878400636","52.95386521578947,40.1901383562341"
5940,"73.38502147894738,43.90101358865888","52.42505067368421,46.5577990888847","53.097719973684214,40.19091561186882"
5950,"73.38502147894738,43.90101358865888","52.42505067368421,46.5577990888847","53.097719973684214,40.19091561186882"
5960,"71.0502178368421,43.90065537519245","51.75780936315789,46.54897187562553","54.290668978947366,40.220491878455874"
5970,"69.86924734210525,43.90125014472162","50.14317303157895,42.39198494579059","61.84767563157894,35.836918791047125"
5980,"69.86924734210525,43.90125014472162","50.14317303157895,42.39198494579059","61.84767563157894,35.836918791047125"
5990,"70.49440619473684,43.89954018232525","52.51319718947368,42.390855561362606","67.3471249368421,36.46947646155657"
6000,"72.93817555263158,38.950456171332014","54.46297943684211,42.47479723219056","73.36001811578947,39.79591429830679"
6010,"72.93817555263158,38.950456171332014","54.46297943684211,42.47479723219056","73.36001811578947,39.79591429830679"
6020,"72.06614761052631,38.950557552501756","58.43177283684211,42.588303831571785","73.64998375789474,43.01747669432773"
6030,"71.61996635789473,38.95096307718074","61.196987626315796,47.138441259641944","73.17405107368421,47.26432713621784"
6040,"71.61996635789473,38.95096307718074","61.196987626315796,47.138441259641944","73.17405107368421,47.26432713621784"
6050,"72.1303814368421,38.980593413724996","59.17382227894736,47.13718022917635","72.17518614210526,47.974596852709446"
6060,"72.59315095263159,38.98024871774786","61.0895479,47.14021501678037","62.268501257894734,48.19479675339645"
6070,"72.59315095263159,38.98024871774786","61.0895479,47.14021501678037","62.268501257894734,48.19479675339645"
6080,"71.99199674736842,32.861780224954","60.10205591052631,47.139238064606474","62.33734857894738,44.11665133670734"
6090,"82.47216314736842,33.94987052610812","61.2525533,47.13910641856885","62.68542564736842,44.11694872147193"
6100,"82.47216314736842,33.94987052610812","61.2525533,47.13910641856885","62.68542564736842,44.11694872147193"
6110,"81.76049023684212,36.36116081980058","62.46600299473684,47.13844818838077","63.85265375263158,44.11785439325499"
6120,"81.53267341052631,37.30800011652076","62.463379321052635,42.11859769809281","62.278644015789475,44.11585380483868"
6130,"81.53267341052631,37.30800011652076","62.463379321052635,42.11859769809281","62.278644015789475,44.11585380483868"
6140,"88.76543923157894,39.52607141816779","67.99811117368421,43.24832856301213","62.33162859473685,44.11574566492428"
6150,"94.01898694210526,41.24376581841943","61.20310363157894,46.866578334485006","62.68362868421052,44.142794161012354"
6160,"94.01898694210526,41.24376581841943","61.20310363157894,46.866578334485006","62.68362868421052,44.142794161012354"
6170,"93.02676149473685,42.38877150826861","59.216094547368414,47.79914500748685","72.40018789473683,44.343914125553276"
6180,"94.60214938421053,42.394097399052576","60.280946657894745,48.19504621503438","72.96972643684211,44.34224471562481"
6190,"94.60214938421053,42.394097399052576","60.280946657894745,48.19504621503438","72.96972643684211,44.34224471562481"
6200,"88.9540200368421,42.39390139545773","61.159753552631585,48.22554652332861","66.19963383684211,44.34093351916277"
6210,"94.14822538421052,42.395604599109454","61.45835029473684,54.03144164675059","72.21818767368421,44.41943633826895"
6220,"94.14822538421052,42.395604599109454","61.45835029473684,54.03144164675059","72.21818767368421,44.41943633826895"
6230,"93.30924737894739,42.39988964321736","60.456397189473684,54.02998661159798","73.72232173157894,45.350940043378976"
6240,"93.19317518947368,42.39922052749704","52.57667289473684,53.9441741812881","72.69073343684211,47.75658002654429"
6250,"83.45818865263158,42.2580776629775","68.81187870526317,54.15475241156487","72.24555938421052,48.483915573276384"
6260,"83.45818865263158,42.2580776629775","68.81187870526317,54.15475241156487","72.24555938421052,48.483915573276384"
6270,"83.84052388947369,42.25814525042399","71.3637066,54.96129918287304","65.52968129473685,49.635200136905134"
6280,"82.03662412105264,42.25928747826979","71.61805472631579,48.180946231531706","67.59495280526315,50.29403580661258"
6290,"82.03662412105264,42.25928747826979","71.61805472631579,48.180946231531706","67.59495280526315,50.29403580661258"
6300,"82.96251708421052,42.260287772477945","71.91597591052631,49.8502664896882","73.21278735263157,51.93975633508964"
6310,"78.0518424105263,42.28192927284626","71.52566733157894,50.625571577648195","73.74697239473684,52.73538899650688"
6320,"78.0518424105263,42.28192927284626","71.52566733157894,50.625571577648195","73.74697239473684,52.73538899650688"
6330,"84.0763717736842,46.9808113156525","71.26329238421052,52.32495563355314","73.10822501578947,54.18913414195405"
6340,"90.1117984105263,47.197300665526825","70.85216195263158,52.32628595140695","73.74353214210527,54.52408400930355"
6350,"90.1117984105263,47.197300665526825","70.85216195263158,52.32628595140695","73.74353214210527,54.52408400930355"
6360,"93.68931259473685,40.84188410280402","71.03828175263158,52.325149638240156","72.58212836315789,54.52138051144367"
6370,"83.358262,40.50610966860726","70.50803074210526,52.322641434786604","66.88637863684211,54.52205638590864"
6380,"83.358262,40.50610966860726","70.50803074210526,52.322641434786604","66.88637863684211,54.52205638590864"
6390,"74.3449046368421,35.48987077077467","71.3862584,46.51694031605165","72.5469401736842,54.521542721315264"
6400,"73.070928,35.49565625619481","64.57805367368422,46.51928222977347","74.08785442631579,54.521779277378"
6410,"73.070928,35.49565625619481","64.57805367368422,46.51928222977347","74.08785442631579,54.521779277378"
6420,"76.67139658947369,35.671025403620405","62.73839804210526,46.35033186233898","72.88073647368421,50.626464662207745"
6430,"83.4031363631579,35.67079560630231","63.30949007368421,35.47861406654541","74.72580198421052,50.65771033872328"
6440,"83.4031363631579,35.67079560630231","63.30949007368421,35.47861406654541","74.72580198421052,50.65771033872328"
6450,"84.7693195736842,35.69607331129217","62.49416394736842,35.4717615438505","72.39900920526316,51.159242985453766"
6460,"91.96938245789474,40.17829703560784","62.14578426842106,35.36650707240622","79.22767146842105,55.92358347019228"
6470,"91.96938245789474,40.17829703560784","62.14578426842106,35.36650707240622","79.22767146842105,55.92358347019228"
6480,"93.24180410526317,40.17906077375325","51.21384012631579,35.36688815304143","78.30759656315789,56.11154415890025"
6490,"94.64734875263159,40.17720887771924","51.901593252631585,35.36796210755883","83.86640262631579,49.551587706843776"
6500,"94.64734875263159,40.17720887771924","51.901593252631585,35.36796210755883","83.86640262631579,49.551587706843776"
6510,"82.4125203368421,39.89136129024976","51.22298874736842,35.369458715144376","83.53144803157895,49.55099969605925"
6520,"63.83311591052632,39.890786796954536","51.60458627368421,35.371280973454546","85.42647296315789,49.5806841025607"
6530,"63.83311591052632,39.890786796954536","51.60458627368421,35.371280973454546","85.42647296315789,49.5806841025607"
6540,"65.5138410105263,39.94602601697648","51.555591936842106,35.372105493374356","83.46744806315789,51.478742362534064"
6550,"67.6225431,39.99435104122178","51.82885172631579,35.37708032784852","84.82156125789474,48.2225481589281"
6560,"67.6225431,39.99435104122178","51.82885172631579,35.37708032784852","84.82156125789474,48.2225481589281"
6570,"72.91681367368422,41.7281718062076","51.329584352631585,29.924204447405018","78.4578895368421,54.27589614702216"
6580,"73.36824686842105,43.41870281171212","50.511781836842104,29.741161025206683","74.56408115789473,54.71116606120706"
6590,"73.36824686842105,43.41870281171212","50.511781836842104,29.741161025206683","74.56408115789473,54.71116606120706"
6600,"72.90269230526316,46.38534563578058","41.530343478947366,29.766340062085657","76.94189457894737,54.87455871311339"
6610,"73.81849547894738,46.38592688782045","45.964605278947374,29.832703522522316","85.15239687894737,54.88840062215596"
6620,"73.81849547894738,46.38592688782045","45.964605278947374,29.832703522522316","85.15239687894737,54.88840062215596"
6630,"73.26708114210525,46.38037795846305","49.47053045263158,30.531730124791437","84.11414685263159,54.88854931453825"
6640,"73.56052010526315,46.38043202842025","31.782367115789473,31.98895475886915","84.57455423157894,54.889637472426855"
6650,"73.00981227894738,46.38322338996058","31.267696078947367,40.99029415337082","83.92553433157894,42.14951870641412"
6660,"73.00981227894738,46.38322338996058","31.267696078947367,40.99029415337082","83.92553433157894,42.14951870641412"
6670,"73.05265629473683,46.39889691880321","39.00317580526316,41.70240221453579","84.80143004210527,42.1467003098952"
6680,"73.62329351578947,46.39728833757658","41.89541858421053,36.18768041136754","84.89929801578947,42.1433952837615"
6690,"73.62329351578947,46.39728833757658","41.89541858421053,36.18768041136754","84.89929801578947,42.1433952837615"
6700,"73.86586798421052,46.394456423568364","41.869584757894735,36.17320627596848","84.52854053157894,42.14600415919628"
6710,"68.94556404210526,44.10844622070262","43.47472307894737,41.52935696245753","83.71520857368422,42.14762625791221"
6720,"68.94556404210526,44.10844622070262","43.47472307894737,41.52935696245753","83.71520857368422,42.14762625791221"
6730,"72.3352012736842,44.30452416173487","42.3644637,41.53167808996288","85.40186194210527,42.16561803616969"
6740,"73.2152038631579,44.30440250433117","45.82432054736842,41.70999611228465","76.34590724210526,42.04402146117706"
6750,"73.2152038631579,44.30440250433117","45.82432054736842,41.70999611228465","76.34590724210526,42.04402146117706"
6760,"73.67175185789475,44.29523088784154","51.55328107368421,41.73839008397701","83.90808961052632,42.12843818185173"
6770,"72.89086405263158,44.29768431214938","50.71653493157895,41.74072506896","83.75355525263159,42.89189921873643"
6780,"72.89086405263158,44.29768431214938","50.71653493157895,41.74072506896","83.75355525263159,42.89189921873643"
6790,"73.74180672105263,44.29094584373363","52.29261655263158,41.762474380122114","85.22715493157895,45.381854541406675"
6800,"73.46757890526317,44.292980225873194","51.359345305263155,41.76116484848477","83.9269063,41.887279414006024"
6810,"73.46757890526317,44.292980225873194","51.359345305263155,41.76116484848477","83.9269063,41.887279414006024"
6820,"72.81239470526316,44.29250711374771","51.066685368421055,41.778632199054904","81.69703854736841,41.851728417148635"
6830,"73.76708541578948,40.048427757163985","52.652922347368424,48.827667784433906","84.0985585,41.86857120881567"
6840,"73.76708541578948,40.048427757163985","52.652922347368424,48.827667784433906","84.0985585,41.86857120881567"
6850,"76.64435916315789,44.86107298991386","53.90598714736842,48.81910386324998","83.91059053684211,41.850870056578124"
6860,"73.16944520000001,44.859444132453284","48.4021555631579,48.6529319200831","83.74586500526317,41.851086336406915"
6870,"73.16944520000001,44.859444132453284","48.4021555631579,48.6529319200831","83.74586500526317,41.851086336406915"
6880,"81.14615601578947,44.96498193015824","43.11665328421052,55.35995109973289","84.64830701578947,41.85300581988743"
6890,"78.43508536842107,44.96573215081436","43.95081132631579,55.52426614089549","84.1799508736842,41.85384390422399"
6900,"78.43508536842107,44.96573215081436","43.95081132631579,55.52426614089549","84.1799508736842,41.85384390422399"
6910,"84.98215241578949,44.99159110784409","52.40716479473685,49.75488547106521","80.40823709473685,41.85345865577896"
6920,"83.56196326315789,44.98704923143949","48.749220773684215,49.754836969893454","85.04100559473683,41.85991325691942"
6930,"83.56196326315789,44.98704923143949","48.749220773684215,49.754836969893454","85.04100559473683,41.85991325691942"
6940,"81.22986188421052,39.57083458398271","51.51881764736842,49.75578620711206","83.8448691736842,41.85834522816069"
6950,"83.1498686368421,41.818157732473615","51.083579300000004,45.340412749128866","85.556907,41.88807694587469"
6960,"83.1498686368421,41.818157732473615","51.083579300000004,45.340412749128866","85.556907,41.88807694587469"
6970,"83.46213960526316,42.305476739205794","50.17578774736842,45.340398891651226","87.14803514210527,43.88336650637853"
6980,"84.24026235263158,43.4687783508217","51.415372694736845,45.333158359582285","90.0292731631579,45.15914038770998"
6990,"84.24026235263158,43.4687783508217","51.415372694736845,45.333158359582285","90.0292731631579,45.15914038770998"
7000,"84.3118511736842,44.08482440815194","51.35938675789474,45.33140538866033","84.95851300526316,46.71521292715351"
7010,"82.39904576842106,44.64486750731482","51.94612188421053,45.33204283263195","84.7709144368421,46.71482091996383"
7020,"82.39904576842106,44.64486750731482","51.94612188421053,45.33204283263195","84.7709144368421,46.71482091996383"
7030,"74.42408541052632,44.602679423211434","51.67540235789475,45.36620151502417","84.06242316842105,46.717010753230326"
7040,"79.01991973157895,45.529593940704316","51.9404927631579,39.24389860455893","84.8441449,46.71555762313064"
7050,"79.01991973157895,45.529593940704316","51.9404927631579,39.24389860455893","84.8441449,46.71555762313064"
7060,"71.32164732631578,50.13874688954123","51.80796733157895,39.24194470021114","78.97674575789473,46.71691613080523"
7070,"73.57856646842104,50.63090515744259","52.57907111578947,44.58149412848279","84.92417801052632,46.715408930748346"
7080,"73.57856646842104,50.63090515744259","52.57907111578947,44.58149412848279","84.92417801052632,46.715408930748346"
7090,"72.82953679473685,50.62455193747188","64.87483552631579,44.76207091966051","83.84750227368421,46.711137404129744"
7100,"73.1937680263158,50.622821698841555","69.71769152105263,44.86005714408056","83.40657925263157,46.711428030149676"
7110,"73.1937680263158,50.622821698841555","69.71769152105263,44.86005714408056","83.40657925263157,46.711428030149676"
7120,"73.82281652105264,44.98881326379306","72.88129945263158,47.47481767197009","84.94166094736843,42.35814763626085"
7130,"73.24177497894736,44.990009561596054","65.53909464736842,49.25937671421329","84.5767550263158,42.358221982452"
7140,"83.24967541578948,45.41038996131768","72.90697343157895,44.05404388566168","83.70806701578947,42.35695809720251"
7150,"83.24967541578948,45.41038996131768","72.90697343157895,44.05404388566168","83.70806701578947,42.35695809720251"
7160,"84.31864652631579,45.87889938168976","71.7271969631579,44.05125160391643","85.16360755789475,42.35444384419282"
7170,"82.9346516631579,47.045958855330895","72.83799102631579,44.04815445766302","84.30907091052632,42.25221783136621"
7180,"82.9346516631579,47.045958855330895","72.83799102631579,44.04815445766302","84.30907091052632,42.25221783136621"
7190,"78.33037401052633,47.81106226716547","73.61198110526315,43.4150963777177","71.9074715105263,38.28055643663302"
7200,"87.16285467894737,54.883500532284934","80.95112615789475,43.62281996759983","70.4232447368421,38.28121879360869"
7210,"87.16285467894737,54.883500532284934","80.95112615789475,43.62281996759983","70.4232447368421,38.28121879360869"
7220,"91.64659551578947,55.54414078681385","79.43241446315788,43.51362304376586","73.06812956842106,38.282009566732704"
7230,"92.2202843,55.65793101173609","71.66162502105263,43.51782878823079","74.0856359631579,38.30828756593071"
7240,"92.2202843,55.65793101173609","71.66162502105263,43.51782878823079","74.0856359631579,38.30828756593071"
7250,"92.8465363263158,50.9622661313831","71.83201215789474,39.09441106447531","73.72662431578946,38.30849708701485"
