,k8s-master,k8s-node01,k8s-node02
2660,"99.34379474736842,60.31033992633103","109.85241788947368,46.00913304779077","52.614456705263166,18.888014833011358"
2670,"105.21839329473684,60.1039954521759","109.25393118947368,46.01547284381285","51.59532766842104,18.887365993524988"
2680,"105.21839329473684,60.1039954521759","109.25393118947368,46.01547284381285","51.59532766842104,18.887365993524988"
2690,"103.63670588947369,60.12644800190218","110.30325086842105,51.854154759340304","47.30431586842106,18.88971127791843"
2700,"102.8064788473684,60.12686028532581","99.00736312105263,51.67334239104264","52.75916592631579,18.89083322953028"
2710,"106.08639192631578,61.00182709144115","109.99358530526317,45.92387491658665","49.281192252631584,18.889204372069702"
2720,"106.08639192631578,61.00182709144115","109.99358530526317,45.92387491658665","49.281192252631584,18.889204372069702"
2730,"108.54204836842105,62.240502223390436","111.45282585789474,45.9456380852264","51.968994594736834,18.88952879181289"
2740,"110.19755986842105,62.75167959873603","109.85814523157894,46.1277877001167","50.61423260526316,18.889407134409193"
2750,"110.19755986842105,62.75167959873603","109.85814523157894,46.1277877001167","50.61423260526316,18.889407134409193"
2760,"100.35812664210525,63.65712834322149","110.88269431052632,47.02065269966876","51.5397055368421,13.28354887082667"
2770,"104.23676212105264,63.82743519090446","110.68226945789475,51.38255708016295","58.529157115789474,19.539618645943634"
2780,"104.23676212105264,63.82743519090446","110.68226945789475,51.38255708016295","58.529157115789474,19.539618645943634"
2790,"104.24679781578948,63.8287058348986","100.16997213157893,51.41374333360055","51.081216152631576,19.771977528255437"
2800,"104.60047763157894,59.509617930192576","112.09086392105263,51.532792924039335","55.773649726315796,19.89441218758463"
2810,"104.60047763157894,59.509617930192576","112.09086392105263,51.532792924039335","55.773649726315796,19.89441218758463"
2820,"104.99737651052631,59.507705205456716","112.42797591052631,51.62936568573971","59.50989022105264,19.976963494735987"
2830,"100.33370189473685,59.50753623684047","109.93077003157896,41.085204017753924","60.53573663157895,19.976794526119743"
2840,"100.33370189473685,59.50753623684047","109.93077003157896,41.085204017753924","60.53573663157895,19.976794526119743"
2850,"99.90946605789473,59.31345888422453","111.92712399999998,41.79114550136735","58.01971290526315,19.849824749130605"
2860,"92.6422683894737,59.308031612270824","101.78169401578948,42.45013785072323","51.072974773684216,19.857353990670365"
2870,"92.6422683894737,59.308031612270824","101.78169401578948,42.45013785072323","51.072974773684216,19.857353990670365"
2880,"98.31879106842105,59.31110008234179","111.72244379473683,43.73131708881278","47.52947337894736,19.852974324137364"
2890,"98.75463556842107,63.34786170554082","112.78162505789474,44.02735438371951","49.544876552631585,19.85454911164074"
2900,"98.75463556842107,63.34786170554082","112.78162505789474,44.02735438371951","49.544876552631585,19.85454911164074"
2910,"104.98304609473685,64.46229759333944","111.48636628947368,46.95306285246061","49.70120533157895,19.85816504002833"
2920,"100.65139966315789,58.978468464407136","101.7441261526316,46.54442662295833","40.97911885263158,19.60782113820369"
2930,"91.96664212105262,58.9759880051207","111.37555538947367,46.55235310017065","28.21027477894737,19.620466749443267"
2940,"91.96664212105262,58.9759880051207","111.37555538947367,46.55235310017065","28.21027477894737,19.620466749443267"
2950,"86.17299379473684,58.98091512997032","110.86102571578947,46.3427933945007","29.253679831578943,19.607118228760122"
2960,"88.44636301578949,58.98153017573345","109.62743245263158,51.41564180803777","30.53617990526316,19.63355843782972"
2970,"88.44636301578949,58.98153017573345","109.62743245263158,51.41564180803777","30.53617990526316,19.63355843782972"
2980,"88.20605876842106,58.98007704563376","111.49798188421052,52.070026546077045","29.9032909,19.63336919297953"
2990,"89.15039425789476,58.979698555933375","106.7860594105263,52.098136439477706","36.409703010526314,24.553687986743668"
3000,"89.15039425789476,58.979698555933375","106.7860594105263,52.098136439477706","36.409703010526314,24.553687986743668"
3010,"89.90892705789474,58.97382520683279","111.67180742105263,47.334510710825555","37.35654511578947,24.554255721294243"
3020,"85.94160199473686,58.84221217226931","110.84715430526315,49.93228197112365","37.84576866842105,24.55495863073781"
3030,"85.94160199473686,58.84221217226931","110.84715430526315,49.93228197112365","37.84576866842105,24.55495863073781"
3040,"80.50834429999999,45.560393540072965","115.43393469473685,53.43352613011022","39.06502924736842,24.552917489853602"
3050,"82.18512078421053,45.56643585778979","105.88021007894736,53.49573927599252","37.082349021052636,24.555303326714945"
3060,"82.18512078421053,45.56643585778979","105.88021007894736,53.49573927599252","37.082349021052636,24.555303326714945"
3070,"76.3674952263158,45.4054560777234","111.66071033684211,53.538752886599205","37.43441644210527,24.549152869083724"
3080,"72.62477093157895,46.17656801355155","110.0092368105263,49.52946588223181","38.90485788947368,24.548652721979646"
3090,"72.62477093157895,46.17656801355155","110.0092368105263,49.52946588223181","38.90485788947368,24.548652721979646"
3100,"80.92150792105264,47.538218504402","112.11688643157893,49.53065069657036","37.47982315263158,24.54855809955455"
3110,"83.1213665263158,43.107868145272725","111.3169206736842,49.87575731981416","40.288660805263156,24.549105557871176"
3120,"83.1213665263158,43.107868145272725","111.3169206736842,49.87575731981416","40.288660805263156,24.549105557871176"
3130,"81.00573088947368,44.05874917129342","111.15749080526314,50.50438100691343","37.062021963157896,24.548267473534615"
3140,"80.97425994736844,44.057633978426225","106.47958462631578,51.48001672043252","38.364465263157896,24.54862568700105"
3150,"80.97425994736844,44.057633978426225","106.47958462631578,51.48001672043252","38.364465263157896,24.54862568700105"
3160,"71.74421531578948,43.852749393115424","113.03759996842105,52.02801067386073","39.56676801578948,24.573747940863957"
3170,"78.53070578421053,44.256935840656375","111.48866967368423,52.91606712867035","40.669841336842104,29.55521985621852"
3180,"78.53070578421053,44.256935840656375","111.48866967368423,52.91606712867035","40.669841336842104,29.55521985621852"
3190,"81.64985875263159,45.12429230029616","111.54250754736842,53.43524445733806","41.28986762105263,31.121950935974613"
3200,"80.01830762631579,45.57812848603376","101.45494218947368,49.08919996000732","44.26416016315789,31.204941561528198"
3210,"80.01830762631579,45.57812848603376","101.45494218947368,49.08919996000732","44.26416016315789,31.204941561528198"
3220,"74.27332158947368,46.621854387307295","110.18916073157894,50.50065334542722","46.90895545263158,31.205414673653678"
3230,"68.86541888947369,47.193583355969494","112.01281186315789,46.7566746792912","47.363119815789474,31.20996330880292"
3240,"68.86541888947369,47.193583355969494","112.01281186315789,46.7566746792912","47.363119815789474,31.20996330880292"
3250,"67.35054397368421,44.329200338450896","110.98098735789475,50.013514505072216","46.99482372631578,31.207428779559287"
3260,"79.21522402631578,44.87314410785821","111.28796907894736,50.01356993498279","46.225214447368415,31.20730712215559"
3270,"79.21522402631578,44.87314410785821","111.28796907894736,50.01356993498279","46.225214447368415,31.20730712215559"
3280,"80.7847958263158,45.11299167924187","110.2996733263158,49.80854855324122","45.74707213684211,31.207212499730495"
3290,"73.68488196842104,45.0826651919987","110.85435715263158,49.81017680686438","48.70241309473684,31.20863183610693"
3300,"73.68488196842104,45.0826651919987","110.85435715263158,49.81017680686438","48.70241309473684,31.20863183610693"
3310,"65.76749819473683,51.98631732698138","108.10851183684211,49.401651437183254","47.83145286315789,31.209294193082602"
3320,"69.45573779473685,53.155370630294165","96.16607019999998,49.46909578087614","48.74475675789474,31.20841555627814"
3330,"69.45573779473685,53.155370630294165","96.16607019999998,49.46909578087614","48.74475675789474,31.20841555627814"
3340,"61.95032203684212,54.00130862813907","108.1194035631579,50.88138754369349","48.04056557368421,31.209469920443492"
3350,"61.89536460000001,54.53700672907376","110.08308398947368,53.8994214572371","45.49467445789474,31.209652406549033"
3360,"61.89536460000001,54.53700672907376","110.08308398947368,53.8994214572371","45.49467445789474,31.209652406549033"
3370,"60.98333578947369,55.98679125015621","109.43682932105263,55.98059980844808","47.90700500526316,31.209672682782983"
3380,"62.7439700368421,55.98728463851564","109.26571865263158,58.640708931927286","46.06708841578948,31.209598336591835"
3390,"61.2267076368421,55.98910949957106","104.0672994105263,58.836425017430976","42.893081036842105,31.005416660724602"
3400,"61.2267076368421,55.98910949957106","104.0672994105263,58.836425017430976","42.893081036842105,31.005416660724602"
3410,"55.70831952631579,52.3404890641146","109.83811935789473,58.838884719712766","38.276117147368424,31.00614660514677"
3420,"55.70831952631579,52.3404890641146","109.83811935789473,58.838884719712766","38.276117147368424,31.00614660514677"
3430,"62.089937963157894,52.342374753871866","110.92015600526315,65.67293539692423","38.113519278947365,24.493035012257323"
3440,"62.06767615789474,52.343118215783335","111.65113741052632,60.544546212990404","36.23995796842105,24.493873096593884"
3450,"61.19751763684209,52.34513908043359","111.71662358421052,60.62160071742933","39.02696105263158,24.49444083114446"
3460,"61.19751763684209,52.34513908043359","111.71662358421052,60.62160071742933","39.02696105263158,24.49444083114446"
3470,"63.27611627368421,52.34346291176047","112.16857217894737,64.56337409071563","37.057314563157895,24.4956574051814"
3480,"61.175294521052635,52.34340208305862","105.35795823157893,65.44594991311708","35.016172210526314,24.32275519955295"
3490,"61.175294521052635,52.34340208305862","105.35795823157893,65.44594991311708","35.016172210526314,24.32275519955295"
3500,"60.49271155789474,52.347288361232195","110.9681099736842,65.45143747426407","31.362990347368424,24.32358652514486"
3510,"62.04736494736843,52.34860631643888","112.2096694736842,65.47376187074839","34.44769507894737,24.426779038456377"
3520,"62.04736494736843,52.34860631643888","112.2096694736842,65.47376187074839","34.44769507894737,24.426779038456377"
3530,"60.84745564736843,52.34898480613926","112.23951638947368,66.80351156797983","38.1348291736842,24.42757657032504"
3540,"61.96050944210526,52.349417365796846","107.26792130526316,71.40377842142682","40.274725510526316,29.70509501882547"
3550,"61.96050944210526,52.349417365796846","107.26792130526316,71.40377842142682","40.274725510526316,29.70509501882547"
3560,"60.6680889,48.690564190940755","112.95914554210526,71.44750569213215","36.74358930526316,30.432498153004055"
3570,"61.68963655263158,48.67778340480818","113.05736409473684,71.53250745999988","39.36794427894736,30.4381079110633"
3580,"61.68963655263158,48.67778340480818","113.05736409473684,71.53250745999988","39.36794427894736,30.4381079110633"
3590,"61.374196168421044,39.65877261061987","110.52364641052631,71.64164202518444","36.852465610526316,30.436431742390177"
3600,"55.458497647368425,39.6590362016612","104.92205749473683,72.6971175961489","38.63461776842105,30.438689163103174"
3610,"55.458497647368425,39.6590362016612","104.92205749473683,72.6971175961489","38.63461776842105,30.438689163103174"
3620,"55.24111995263158,39.45509108185671","110.9434659,75.83366065850318","0.0,30.436999476940752"
3630,"51.12613304210527,39.45451658856149","106.31235435789473,76.17928000841981","37.297708936842106,25.784158002688223"
3640,"51.12613304210527,39.45451658856149","106.31235435789473,76.17928000841981","37.297708936842106,25.784158002688223"
3650,"50.937723878947374,35.012642569804484","110.84022032105264,76.28818592522325","39.7712977631579,25.78446890494211"
3660,"50.39344225263159,35.01406866492557","111.85527759473685,70.53633496461251","46.38892916842104,24.886495332039214"
3670,"50.39344225263159,35.01406866492557","111.85527759473685,70.53633496461251","46.38892916842104,24.886495332039214"
3680,"52.47218719999999,35.00753295884932","111.96518447894735,75.02852042117586","47.25814272631579,24.88542745038456"
3690,"51.251310194736845,35.00852649431282","105.36807589473685,75.40299103954709","50.29172731052632,24.88523820553437"
3700,"51.251310194736845,35.00852649431282","105.36807589473685,75.40299103954709","50.29172731052632,24.88523820553437"
3710,"49.294828036842105,35.02895142064419","110.63373544736844,75.21695440217768","45.153649889473684,24.88606953112628"
3720,"56.772131105263156,35.104696671933304","112.88214964210526,70.5983194621137","43.329035473684215,24.633562831013744"
3730,"56.772131105263156,35.104696671933304","112.88214964210526,70.5983194621137","43.329035473684215,24.633562831013744"
3740,"60.07327321578947,35.207071377142206","111.41453316842107,70.76694417882354","31.260821636842103,24.574802305029312"
3750,"59.7172197,35.23223418347302","110.8787559,70.7651912079016","30.62017624210526,24.576221641405745"
3760,"59.7172197,35.23223418347302","110.8787559,70.7651912079016","30.62017624210526,24.576221641405745"
3770,"61.50812181052632,37.172764394825045","107.55126088421054,70.7669926799953","30.17328697368421,24.576687994786575"
3780,"65.60536168947368,38.921934268910306","113.79172470526314,70.76722132837642","30.602676447368424,24.57411291307504"
3790,"65.60536168947368,38.921934268910306","113.79172470526314,70.76722132837642","30.602676447368424,24.57411291307504"
3800,"71.38724554736841,42.28521402274601","111.05924098947368,70.75674507527764","30.94646008421053,24.572936891505996"
3810,"63.518331726315786,42.99227333552903","110.74848481578945,70.75895534296183","26.66737725263158,24.414985029042665"
3820,"63.518331726315786,42.99227333552903","110.74848481578945,70.75895534296183","26.66737725263158,24.414985029042665"
3830,"65.54476505263158,47.66260644093496","102.96320592631578,70.75524153895327","20.373870584210525,24.41707348113942"
3840,"64.46001369473684,48.144822595456624","110.93201890526315,70.7561353462613","20.66733222631579,24.442067318853983"
3850,"64.46001369473684,48.144822595456624","110.93201890526315,70.7561353462613","20.66733222631579,24.442067318853983"
3860,"60.8615815368421,49.163372172910044","113.3758389526316,70.58363053581115","21.072036710526316,24.438829880166782"
3870,"57.99726537368421,48.96130598411817","112.42302707894734,70.32406612206317","24.255451263157894,24.671371248584126"
3880,"57.99726537368421,48.96130598411817","112.42302707894734,70.32406612206317","24.255451263157894,24.671371248584126"
3890,"51.303826994736845,48.96087342446059","102.07084898421053,70.1233336296524","30.89643368947368,25.48671240939987"
3900,"50.92616318421054,48.960616592163895","110.74991230000002,64.18971413478656","34.41848542631578,30.003527388832676"
3910,"50.92616318421054,48.960616592163895","110.74991230000002,64.18971413478656","34.41848542631578,30.003527388832676"
3920,"45.96335985789473,48.770574210103824","109.94199989473684,64.04237450373775","41.60144396842105,32.93142908856909"
3930,"42.48615631578947,48.768972387621844","110.5941059631579,60.12699269662427","40.71855344736842,36.498735067145084"
3940,"42.48615631578947,48.768972387621844","110.5941059631579,60.12699269662427","40.71855344736842,36.498735067145084"
3950,"42.32146540526316,48.75777990648196","103.73071024736842,60.883950484183735","40.22100327368421,36.499201420525914"
3960,"38.01791654736842,43.51265612108751","111.1019945105263,70.18005921438773","40.06296608421053,36.49993812369273"
3970,"38.01791654736842,43.51265612108751","111.1019945105263,70.18005921438773","40.06296608421053,36.49993812369273"
3980,"31.874128210526322,43.509824207079284","110.72315061578946,71.2653352910254","41.77646604210526,36.49911355684547"
3990,"32.129396136842104,43.50921592006081","105.11917522105263,72.55718478690075","39.709083610526314,36.49582880694572"
4000,"32.129396136842104,43.50921592006081","105.11917522105263,72.55718478690075","39.709083610526314,36.49582880694572"
4010,"31.61796127894737,43.5105609102461","108.47142605789473,72.53434073500478","36.13287393157895,36.494767684035715"
4020,"32.48243046842105,43.5106284976926","110.9484208894737,73.76367222048965","39.656111384210526,36.4961261917103"
4030,"32.48243046842105,43.5106284976926","110.9484208894737,73.76367222048965","39.656111384210526,36.4961261917103"
4040,"29.345734426315794,43.50937812993241","110.29280313157895,74.88592004748126","39.95668192631579,36.49433512437814"
4050,"31.980938336842105,43.50972282590954","105.50232354210527,76.8588576408157","40.38550391578948,36.49512589750215"
4060,"31.980938336842105,43.50972282590954","105.50232354210527,76.8588576408157","40.38550391578948,36.49512589750215"
4070,"31.476504005263163,37.57276042068319","111.7196327368421,77.7965238655905","39.96215296842105,36.49582204820107"
4080,"31.789821699999997,37.572882078086884","111.31327686842107,76.3764511290761","39.113898942105266,36.495916670626166"
4090,"31.74924472631579,37.57091528339382","110.60840983684209,77.97802910777037","38.975473363157896,36.49440947056928"
4100,"31.74924472631579,37.57091528339382","110.60840983684209,77.97802910777037","38.975473363157896,36.49440947056928"
4110,"31.751259121052634,32.49201606391394","110.50187472105264,77.98085603320972","40.86552406842105,36.494754166546414"
4120,"33.85837188947369,32.5512429432792","112.26567103684211,77.98304551467746","40.08453076315789,36.496545233878585"
4130,"33.85837188947369,32.5512429432792","112.26567103684211,77.98304551467746","40.08453076315789,36.496545233878585"
4140,"33.08242692105263,32.529871792696866","101.80084936315791,74.21798962504506","40.50248000526316,36.49789022406387"
4150,"30.428768184210522,34.264172428552804","111.03110646842104,77.84000863043708","40.89939157894737,36.49686965362177"
4160,"30.428768184210522,34.264172428552804","111.03110646842104,77.84000863043708","40.89939157894737,36.49686965362177"
4170,"32.41401114210526,36.08063236437041","112.66942858421055,77.83883074483734","39.09567734210526,36.49705889847196"
4180,"40.68629695263158,38.20179002648549","109.99220394210528,73.53493376576054","40.387027636842106,36.4974576644063"
4190,"40.68629695263158,38.20179002648549","109.99220394210528,73.53493376576054","40.387027636842106,36.4974576644063"
4200,"40.59806610526316,38.3371338880956","110.90057363684211,73.43716233224397","40.97406051578947,36.496572268857186"
4210,"41.14045974210526,39.45435437868989","109.91171897894738,68.45338978500193","37.775964289473684,36.49438243559069"
4220,"41.14045974210526,39.45435437868989","109.91171897894738,68.45338978500193","37.775964289473684,36.49438243559069"
4230,"40.988596352631575,40.07742277171116","101.63167272105262,71.65771669925137","41.2228722368421,36.49420670822979"
4240,"43.041311263157894,46.361629200804806","109.90523499473684,73.60175452295945","40.78723148421052,36.4950650688003"
4250,"43.041311263157894,46.361629200804806","109.90523499473684,73.60175452295945","40.78723148421052,36.4950650688003"
4260,"41.2914764368421,46.847650528564245","110.6536243631579,68.7346688662179","39.29154637368421,36.494970446375206"
4270,"46.41677217368421,47.81582718214351","110.6426803,68.78486757898294","41.53221255263158,36.49687641236642"
4280,"46.41677217368421,47.81582718214351","110.6426803,68.78486757898294","41.53221255263158,36.49687641236642"
4290,"46.46503028947369,47.813164236751525","111.75497340526317,68.88153041428801","39.30932119473684,36.49484203022686"
4300,"50.552210136842106,41.621978410271616","109.79733763157894,68.73310989998296","36.62136718947368,36.4962343316247"
4310,"50.552210136842106,41.621978410271616","109.79733763157894,68.73310989998296","36.62136718947368,36.4962343316247"
4320,"50.0475621736842,41.61981561198371","110.60974749473684,68.62505621805461","40.30790324210526,36.495991016817314"
4330,"49.212555126315785,41.620214377918046","105.84477741578947,58.61536360531659","38.4644057,36.49755904557604"
4340,"49.212555126315785,41.620214377918046","105.84477741578947,58.61536360531659","38.4644057,36.49755904557604"
4350,"50.286856657894745,41.61498986830383","112.01939483157896,59.98567413961173","39.45407137368421,36.49843092363585"
4360,"49.45822481578948,41.61576712393855","110.8871373,62.96083994606393","40.6554447368421,36.49894458822923"
4370,"49.45822481578948,41.61576712393855","110.8871373,62.96083994606393","40.6554447368421,36.49894458822923"
4380,"51.36455596842105,41.616470033382114","111.6492908368421,64.31068298587903","40.18645262631579,36.49852554606095"
4390,"50.37075440526315,41.61661196701976","112.21853859473684,66.97942531793038","32.020881131578946,29.871711591929706"
4400,"50.37075440526315,41.61661196701976","112.21853859473684,66.97942531793038","32.020881131578946,29.871711591929706"
4410,"51.35990726842105,41.6191329787741","102.08214421578948,68.31017275355218","29.783513568421046,29.867926694925877"
4420,"51.031377468421056,36.22683752863258","111.4977610736842,71.27208388263797","28.79805082105263,29.86808214605282"
4430,"51.031377468421056,36.22683752863258","111.4977610736842,71.27208388263797","28.79805082105263,29.86808214605282"
4440,"50.97949366842105,36.226905116079074","111.86297711578948,72.07956603368712","37.80152204736842,23.778838465124235"
4450,"50.70536215789475,36.22725657080086","114.2931543105263,73.1175673253426","41.19024931052632,23.777723272257035"
4460,"50.70536215789475,36.22725657080086","114.2931543105263,73.1175673253426","41.19024931052632,23.777723272257035"
4470,"49.67846198947369,36.25910377559021","105.96906760526315,74.85238495158302","39.67935531578948,23.776851394197227"
4480,"54.84322697894737,36.36323575440804","113.62281902105263,75.70412788622679","40.478882973684215,23.777926034596526"
4490,"54.84322697894737,36.36323575440804","113.62281902105263,75.70412788622679","40.478882973684215,23.777926034596526"
4500,"60.95005200526315,36.361681243138605","111.05587357368421,77.6922394175813","39.09559511578947,27.53595026969757"
4510,"61.34836703157895,36.573872031415725","112.10427983684211,78.63900307642932","41.1946323,27.722471345795153"
4520,"61.34836703157895,36.573872031415725","112.10427983684211,78.63900307642932","41.1946323,27.722471345795153"
4530,"55.3131881368421,37.199285708830445","111.80336936315791,80.26824750923964","38.701496473684216,27.721957681201776"
4540,"61.062795863157895,38.543647330866975","101.58518917894736,81.00328969590528","39.79252918421052,27.72276873055974"
4550,"61.062795863157895,38.543647330866975","101.58518917894736,81.00328969590528","39.79252918421052,27.72276873055974"
4560,"70.45247036842105,39.447555081572304","111.19388822631579,81.54867844353643","39.90481820526316,27.72315397900477"
4570,"69.91556634210525,45.30774490632279","0.0,81.47081327665532","40.70978293684211,23.940298116060756"
4580,"69.91556634210525,45.30774490632279","0.0,81.47081327665532","40.70978293684211,23.940298116060756"
4590,"71.58808986842105,47.278608363662634","111.54039806315788,81.57478593141754","35.5428430368421,23.940500878400247"
4600,"71.03885298947368,49.45029440077882","111.1225902894737,76.96273329323441","40.00821505789474,23.941670141224645"
4610,"71.03885298947368,49.45029440077882","111.1225902894737,76.96273329323441","40.00821505789474,23.941670141224645"
4620,"71.92268406842105,49.45036874696997","105.96799951052634,72.13633319085537","39.36490525263157,23.80296042477899"
4630,"72.18802850526315,49.4485776796378","111.6137710263158,72.75978111005463","31.1572514,23.712663596259087"
4640,"72.18802850526315,49.4485776796378","111.6137710263158,72.75978111005463","31.1572514,23.712663596259087"
4650,"72.59400090526316,49.447009650879075","111.29401101578947,62.59853619306404","31.998595368421054,23.72256515717089"
4660,"70.83023295789474,49.4485776796378","112.0279538,63.364591414696726","41.45010319473685,25.467923099273726"
4670,"70.83023295789474,49.4485776796378","112.0279538,63.364591414696726","41.45010319473685,25.467923099273726"
4680,"71.18890088947369,49.439649377955554","111.42406716842106,60.20527358783469","40.83974575789474,26.237791426086336"
4690,"71.77130158421053,49.44046718605817","112.51801358421051,61.01019903425853","41.73292783157895,27.637297645719716"
4700,"71.77130158421053,49.44046718605817","112.51801358421051,61.01019903425853","41.73292783157895,27.637297645719716"
4710,"62.16059124210526,49.2735735044233","105.49439188421051,62.7743598694099","40.18073084210527,28.474611485391616"
4720,"61.83402847894737,49.27387764793253","111.65632624736843,67.12720145952497","41.45379989999999,29.645023296378994"
4730,"61.83402847894737,49.27387764793253","111.65632624736843,67.12720145952497","41.45379989999999,29.645023296378994"
4740,"61.31006812105263,49.275749820200495","112.10028291052632,72.64416817407154","40.78697776842105,30.22440316398465"
4750,"62.695546042105256,49.27499959954438","112.77793574210529,73.33188707458324","41.79891082631579,30.314801373674296"
4760,"62.20431538947369,43.76879226707693","106.82478087894737,69.68059414766847","40.68800682631579,30.31499061852449"
4770,"62.20431538947369,43.76879226707693","106.82478087894737,69.68059414766847","40.68800682631579,30.31499061852449"
4780,"58.77121593157896,43.60181072176161","114.36852368421052,73.71641129298511","42.34259082631579,25.53673387855225"
4790,"52.47179409473684,36.814611757093154","111.3273603263158,73.78797130753824","42.279907768421054,25.533901964544032"
4800,"52.47179409473684,36.814611757093154","111.3273603263158,73.78797130753824","42.279907768421054,25.533901964544032"
4810,"52.62416719473685,36.81479424319869","111.42234175789474,74.07308891006157","40.672298500000004,19.031955817815874"
4820,"51.42965813684211,36.81394264137283","101.15038562105262,74.10935392905567","40.30198243157895,19.05105603019591"
4830,"51.42965813684211,36.81394264137283","101.15038562105262,74.10935392905567","40.30198243157895,19.05105603019591"
4840,"51.61699133684211,36.81399671133003","110.94444095789474,74.70494831819069","42.175611057894734,19.056861791849993"
4850,"52.262967636842106,36.816010817235636","112.68197761052632,75.21310202339266","41.61057011052632,19.0545097487119"
4860,"52.262967636842106,36.816010817235636","112.68197761052632,75.21310202339266","41.61057011052632,19.0545097487119"
4870,"53.842073110526314,36.842917379686064","111.96062685263159,72.51593800469367","47.99766938947369,19.75779768198038"
4880,"62.00755984210526,37.04534178194438","111.89445537368421,73.6052119636316","52.55523957894737,20.805220616577294"
4890,"62.00755984210526,37.04534178194438","111.89445537368421,73.6052119636316","52.55523957894737,20.805220616577294"
4900,"62.26935480526316,37.048295353356295","106.22546277368421,69.77131905380311","52.16873269473684,23.014965144815903"
4910,"61.09000359473685,43.46290500172111","111.85728294210526,70.2412538356632","52.30975100526316,23.959276671037095"
4920,"61.09000359473685,43.46290500172111","111.85728294210526,70.2412538356632","52.30975100526316,23.959276671037095"
4930,"64.84400843157896,38.39264345790353","110.97436306315791,70.81760018835084","52.288279326315795,23.96095959845487"
4940,"63.56156047368421,39.5214214018488","111.6233160368421,70.81831384844949","51.725836289473676,23.95966191948213"
4950,"63.56156047368421,39.5214214018488","111.6233160368421,70.81831384844949","51.725836289473676,23.95966191948213"
4960,"63.03205938947369,35.84219061187388","111.63885587894738,70.81957487891509","52.12188101578947,23.961540850494742"
4970,"73.05304075263157,35.996235919929696","111.69596455263158,70.82035089766315","52.507126084210526,23.960790629838627"
4980,"73.05304075263157,35.996235919929696","111.69596455263158,70.82035089766315","52.507126084210526,23.960790629838627"
4990,"75.56228068421052,36.19074583220321","111.53068581578947,70.81132967971696","49.54268105789474,18.44910195546028"
5000,"84.9666165894737,42.320447358604866","102.72309945789475,70.80882147626342","53.01980851578948,18.447912416401934"
5010,"84.9666165894737,42.320447358604866","102.72309945789475,70.80882147626342","53.01980851578948,18.447912416401934"
5020,"91.36278927368421,42.42477534101753","111.48436360526318,70.68582250469612","52.46828085263158,18.448277388613015"
5030,"93.85150688947368,40.702816172891936","111.29435766842106,70.68497719855985","53.112121768421055,18.44733792310671"
5040,"93.85150688947368,40.702816172891936","111.29435766842106,70.68497719855985","53.112121768421055,18.44733792310671"
5050,"91.07984308947368,40.70207271098047","111.39555132631578,70.66286066424017","52.79209111052632,18.447858346444736"
5060,"90.41275873157896,40.79030136363756","112.8352808105263,70.65453924891501","52.408853273684215,18.447486615489"
5070,"90.41275873157896,40.79030136363756","112.8352808105263,70.65453924891501","52.408853273684215,18.447486615489"
5080,"101.37668785263158,41.14239816616333","105.99116788947367,70.59893611986884","52.358563621052625,12.438732824593611"
5090,"103.79376921578947,45.21465671626256","112.71912955263157,70.37208921083813","44.5725996736842,12.33391821256617"
5100,"108.91801700526314,45.31236788766318","111.97879292105263,70.3974899673594","41.949716384210525,12.33655412297955"
5110,"108.91801700526314,45.31236788766318","111.97879292105263,70.3974899673594","41.949716384210525,12.33655412297955"
5120,"108.7724801105263,46.180907127616656","112.11884717894738,70.39774633069581","42.04806195789473,12.335269961496108"
5130,"100.21144315263159,47.0800026521314","111.30303493157895,70.95500400792898","41.93556011578947,12.338453330226113"
5140,"100.21144315263159,47.0800026521314","111.30303493157895,70.95500400792898","41.93556011578947,12.338453330226113"
5150,"107.64328885789476,49.921088276842504","101.63355331578947,71.41409531353271","41.924940373684215,12.337905871909488"
5160,"108.90336680000001,50.5006776655323","111.14850070526313,72.85083859565273","41.54896992631579,12.343279073905995"
5170,"108.90336680000001,50.5006776655323","111.14850070526313,72.85083859565273","41.54896992631579,12.343279073905995"
5180,"110.04190190526315,53.523593797554106","111.36493237368421,73.25535915429477","40.09726616315789,12.30169927682108"
5190,"109.65780746842105,54.5263481887612","111.48408987894737,74.0219617462944","32.709202342105264,12.21072657383621"
5200,"109.65780746842105,54.5263481887612","111.48408987894737,74.0219617462944","32.709202342105264,12.21072657383621"
5210,"104.77149781052633,55.49284867366733","112.92380388947367,74.52429531088593","32.40389096842105,12.209334272438372"
5220,"110.45357614210528,55.492220110414905","111.29072644736841,74.88674456740107","30.987101821052633,12.237268164075555"
5230,"110.45357614210528,55.492220110414905","111.29072644736841,74.88674456740107","30.987101821052633,12.237268164075555"
5240,"110.01013232105264,55.99058966464934","106.2063202631579,76.10523950536842","31.98191543157895,12.23801838473167"
5250,"108.3866142473684,56.485106734433444","111.92279280000001,70.44624057371065","34.37201041052632,16.334148820933617"
5260,"108.3866142473684,56.485106734433444","111.92279280000001,70.44624057371065","34.37201041052632,16.334148820933617"
5270,"108.31360032631578,53.7065665327106","111.15289057894738,70.48495836624772","36.44471744210526,16.369253740644123"
5280,"107.74785965263156,54.306418637860176","109.30443845263159,70.48537409057705","42.32679053157894,17.124807046288684"
5290,"107.74785965263156,54.306418637860176","109.30443845263159,70.48537409057705","42.32679053157894,17.124807046288684"
