,k8s-master,k8s-node01,k8s-node02
1000,"48.63780897368421,20.967416970680635","111.32518472105262,76.42258267215266","32.08480591052631,10.113603007695438"
1010,"48.63780897368421,20.967416970680635","111.32518472105262,76.42258267215266","32.08480591052631,10.113603007695438"
1020,"53.395787757894745,20.96567997330566","106.12486608421052,76.447941856241","32.07103308947369,10.114447850776651"
1030,"52.78346191578948,15.602670163731265","111.60958304736842,76.44699954776122","32.34013268421053,10.141232755823385"
1040,"52.78346191578948,15.602670163731265","111.60958304736842,76.44699954776122","32.34013268421053,10.141232755823385"
1050,"48.27322717368421,17.029339778111765","112.0073274842105,71.44794220267795","32.47990094210526,10.141665315480966"
1060,"52.596535921052634,20.7885467935265","111.69094821578946,71.44540628426911","37.89997915263158,11.025283314747911"
1070,"52.596535921052634,20.7885467935265","111.69094821578946,71.44540628426911","37.89997915263158,11.025283314747911"
1080,"52.73589796842105,21.61796641944756","105.81616972105263,71.47098025926094","39.17981730526316,11.95514464490806"
1090,"52.42794942631579,21.68048480745722","110.64627611578948,71.47101490295505","42.778321178947365,13.768400935761715"
1100,"52.42794942631579,21.68048480745722","110.64627611578948,71.47101490295505","42.778321178947365,13.768400935761715"
1110,"52.705470078947364,21.68070108728601","111.4293640894737,71.68425376893944","43.7483272631579,14.663137069977406"
1120,"52.29660384210527,15.594505600194436","111.1914213105263,76.51389652108716","42.75335459473684,16.032073487560226"
1130,"52.29660384210527,15.594505600194436","111.1914213105263,76.51389652108716","42.75335459473684,16.032073487560226"
1140,"53.542449821052635,15.595100369723609","110.39563997368421,73.76393551256488","42.843818894736835,16.688476009193785"
1150,"52.957679373684215,15.596398048696349","110.2035518,77.99236466839298","43.37204149473684,18.61008849427132"
1160,"52.957679373684215,15.596398048696349","110.2035518,77.99236466839298","43.37204149473684,18.61008849427132"
1170,"52.709636263157904,15.596654880993038","112.08523826842105,73.6307166512352","43.21920018947369,19.322507491561538"
1180,"53.24234101578947,15.626251423814045","111.72400637894737,68.78937125921722","42.89515362105263,20.429880491201228"
1190,"53.24234101578947,15.626251423814045","111.72400637894737,68.78937125921722","42.89515362105263,20.429880491201228"
1200,"55.875327036842116,22.23221465070098","101.72627887894738,63.441126263724016","42.95640010526316,21.088317394974347"
1210,"60.481730905263156,22.400642567371335","111.66967699473685,63.58270118407297","42.70714797894737,21.700686695215154"
1220,"60.481730905263156,22.400642567371335","111.66967699473685,63.58270118407297","42.70714797894737,21.700686695215154"
1230,"63.35345355789474,22.39743216366273","110.69057858421053,63.62346988330133","42.73869681052632,21.701355810935475"
1240,"55.3616758,22.293840884416884","111.47810824210525,63.77335929023663","42.840647399999995,21.70233582890968"
1250,"55.3616758,22.293840884416884","111.47810824210525,63.77335929023663","42.840647399999995,21.70233582890968"
1260,"53.86334256842105,22.29476683243389","111.38235199473684,63.7719943286887","42.862289000000004,21.701011114958337"
1270,"52.951579447368424,22.29458434632835","107.92350256842107,64.45599942519183","42.7089323,21.703565920435924"
1280,"52.951579447368424,22.29458434632835","107.92350256842107,64.45599942519183","42.7089323,21.703565920435924"
1290,"53.0641403,22.294942559794784","112.10333398421052,65.55229219655641","42.807771826315786,21.705093396726753"
1300,"50.53830806315789,22.295206150836123","111.03097631578946,67.30845033836843","43.25259648947369,21.739366990845348"
1310,"50.53830806315789,22.295206150836123","111.03097631578946,67.30845033836843","43.25259648947369,21.739366990845348"
1320,"52.83314442105264,22.295273738282617","110.97494753157896,68.61884806807015","42.965379884210535,21.734777803228205"
1330,"52.83049508947368,22.29500338849663","105.58188307894737,72.18431470719739","42.78034291578947,21.736372866965535"
1340,"52.83049508947368,22.29500338849663","105.58188307894737,72.18431470719739","42.78034291578947,21.736372866965535"
1350,"54.02174835263158,22.322031608350752","110.80141868421053,73.4697135472295","42.79981995789474,21.736812185367764"
1360,"52.50489752631579,22.322849416453366","110.88168379473684,74.02888355637752","46.18757723684211,24.129407791359174"
1370,"52.50489752631579,22.322849416453366","110.88168379473684,74.02888355637752","46.18757723684211,24.129407791359174"
1380,"57.50841942631578,25.822905885764914","111.33444105789475,74.02947249917739","52.46224162631579,25.808503000916417"
1390,"64.11604172105262,26.737512729250703","111.4314294105263,74.01995241203602","51.60738296842106,25.813213845937256"
1400,"64.11604172105262,26.737512729250703","111.4314294105263,74.01995241203602","51.60738296842106,25.813213845937256"
1410,"63.55422915263158,26.7386955095644","110.88491751052631,74.02241211431782","51.33092814210526,25.812551488961585"
1420,"73.38803330526316,27.136623359559742","111.34781508421052,74.02310498820002","52.30157764210527,25.81307191229961"
1430,"73.38803330526316,27.136623359559742","111.34781508421052,74.02310498820002","52.30157764210527,25.81307191229961"
1440,"74.16557868421052,27.802028529066693","111.7439236736842,69.92660594828071","52.711494252631574,21.287375942397112"
1450,"80.85887626842106,29.150364292957246","106.05958682105263,69.92669602188539","53.18192955789473,21.284314231070802"
1460,"84.43523222631579,31.471891698957133","112.38070903157893,69.92609322160789","52.387598778947364,21.28587550108488"
1470,"84.43523222631579,31.471891698957133","112.38070903157893,69.92609322160789","52.387598778947364,21.28587550108488"
1480,"84.11187032105262,35.37562770996091","111.30353602105264,69.92615558025727","52.54960731052632,17.422232363343085"
1490,"83.75879288421052,35.978115725523864","111.01693183157894,69.92817877199329","53.20953392631579,17.418636711189446"
1500,"83.75879288421052,35.978115725523864","111.01693183157894,69.92817877199329","53.20953392631579,17.418636711189446"
1510,"78.62869065789472,36.7430231337636","110.84631070526316,69.48099103968566","54.59945988947368,17.50713571363253"
1520,"92.53072684736843,38.598285022615094","111.8019889631579,69.48112268572328","52.22037921578948,17.507216818568327"
1530,"92.53072684736843,38.598285022615094","111.8019889631579,69.48112268572328","52.22037921578948,17.507216818568327"
1540,"94.2345996105263,40.39838879638045","110.80086351052633,69.48170469978433","50.331100942105266,19.79972893378708"
1550,"98.73714416842107,40.5437085650935","105.48415666315789,69.48009723237763","52.03022545789474,20.96887685952497"
1560,"98.73714416842107,40.5437085650935","105.48415666315789,69.48009723237763","52.03022545789474,20.96887685952497"
1570,"99.85882247894736,40.58716729319103","112.12366144736843,69.49455751029905","51.09178789473683,20.97013398602981"
1580,"100.80464511052631,40.579225768227644","111.07927621578945,69.50565734989182","51.08550433157895,20.97191829461733"
1590,"100.80464511052631,40.579225768227644","111.07927621578945,69.50565734989182","51.08550433157895,20.97191829461733"
1600,"100.47179222631578,40.574021534847375","112.0059026,69.50729946099263","48.50271954210526,20.970607098155288"
1610,"98.79532344736842,43.04822222373919","110.60006592105263,69.71130924686618","51.62237878421053,20.968633544717576"
1620,"98.79532344736842,43.04822222373919","110.60006592105263,69.71130924686618","51.62237878421053,20.968633544717576"
1630,"101.7142410263158,44.41297497838384","111.84805256842107,73.68422037241832","51.39674681052632,20.9637266961019"
1640,"101.51071691578947,45.80358669005823","106.40960734736842,78.90196950093888","50.02784268947369,20.964781060267253"
1650,"101.51071691578947,45.80358669005823","106.40960734736842,78.90196950093888","50.02784268947369,20.964781060267253"
1660,"94.36387093157897,45.80360020754753","112.8342977736842,78.9002719599275","50.8663397368421,20.96702496349095"
1670,"100.68579820526317,45.805303411199255","111.22259750526318,79.03243765295623","51.16219203157895,20.967146620894646"
1680,"100.68579820526317,45.805303411199255","111.22259750526318,79.03243765295623","51.16219203157895,20.967146620894646"
1690,"100.77006381052632,45.803235235336444","112.21814073157894,74.61617731640384","50.619064142105266,20.964274154418526"
1700,"100.88648913684212,45.80301895550766","111.4821120736842,75.80887655973706","52.36687711052632,20.99460740040635"
1710,"100.4462867736842,45.8031068191881","101.1074212263158,76.62804749317883","50.173910852631586,20.992329703459404"
1720,"100.4462867736842,45.8031068191881","101.1074212263158,76.62804749317883","50.173910852631586,20.992329703459404"
1730,"100.49603496315788,45.799761240586506","111.08740062631578,78.43556837587798","51.38201290526315,20.9890922647722"
1740,"101.94694034210525,45.80174155276887","113.37708423157896,79.38350992032574","59.714886421052626,21.218849030393873"
1750,"101.94694034210525,45.80174155276887","113.37708423157896,79.38350992032574","59.714886421052626,21.218849030393873"
1760,"90.2686924263158,45.605244569568335","108.14254801052633,80.0219516303357","72.23383116315789,15.160337361387441"
1770,"92.07645335263156,45.60423751661553","112.28848519473685,76.23660146469382","62.87892973684211,16.553030766413933"
1780,"92.07645335263156,45.60423751661553","112.28848519473685,76.23660146469382","62.87892973684211,16.553030766413933"
1790,"92.17410636315789,45.6038387506812","111.68228932105262,76.03735865112975","62.1336917631579,17.709864259400078"
1800,"92.19033913157894,45.60326425738597","112.6611882631579,76.03904233466349","54.095194305263156,20.498894032819248"
1810,"92.19033913157894,45.60326425738597","112.6611882631579,76.03904233466349","54.095194305263156,20.498894032819248"
1820,"91.0132903631579,45.601743539839795","111.12378999473684,76.06237139827701","53.5911868631579,21.859550988206195"
1830,"84.14283128421053,45.607941308683564","103.23073668421051,74.23745245239593","52.19790458421052,24.494724698419745"
1840,"84.14283128421053,45.607941308683564","103.23073668421051,74.23745245239593","52.19790458421052,24.494724698419745"
1850,"92.06253023157893,45.60752226651528","111.78228378421053,74.27992562137449","53.40963711052632,26.16760862164392"
1860,"93.79088738947367,45.630995386683665","111.58556393684209,74.41378885541461","52.71654123157895,27.566114547069148"
1870,"93.79088738947367,45.630995386683665","111.58556393684209,74.41378885541461","52.71654123157895,27.566114547069148"
1880,"96.28247756842106,52.23376172735129","113.66328313157896,74.33173180154623","52.492555057894734,28.099203772569055"
1890,"97.41427124736842,52.373478496749755","111.32755045263158,74.07604055279972","52.274232868421045,29.32143487878563"
1900,"97.41427124736842,52.373478496749755","111.32755045263158,74.07604055279972","52.274232868421045,29.32143487878563"
1910,"101.69476035263158,52.43647675562954","103.17944910526313,73.91672113232775","52.804251826315785,29.32169171108232"
1920,"91.76592262631577,52.435375080251646","111.0224205526316,73.9150928787046","51.766379005263154,29.322408138015188"
1930,"91.76592262631577,52.435375080251646","111.0224205526316,73.9150928787046","51.766379005263154,29.322408138015188"
1940,"101.48177451052634,52.43734863368935","114.82762164210529,73.93101512051744","52.948483915789474,29.323563883350285"
1950,"100.66351091578949,52.43784878079343","106.87934318947369,70.67193038335812","52.41944834736842,29.32830176334972"
1960,"100.66351091578949,52.43784878079343","106.87934318947369,70.67193038335812","52.41944834736842,29.32830176334972"
1970,"99.48933257368421,52.43900452612853","112.93957805789475,72.2931790515679","53.53705932105263,29.3232394636071"
1980,"100.85217338421053,52.43911942478758","110.81109496842106,70.50441426485978","53.865600484210525,29.35588420026512"
1990,"102.38236880526317,52.438950456171334","111.02497946842105,70.56751428931129","53.768346994736845,31.108744348929115"
2000,"102.38236880526317,52.438950456171334","111.02497946842105,70.56751428931129","53.768346994736845,31.108744348929115"
2010,"100.22788574210527,52.436922832776425","111.07267412105264,64.1232259570511","56.942801031578945,32.78959007335063"
2020,"87.63541108421053,52.25916108974484","101.64816051578947,64.12571337428818","67.65616131578948,36.71990822706165"
2030,"87.63541108421053,52.25916108974484","101.64816051578947,64.12571337428818","67.65616131578948,36.71990822706165"
2040,"91.5328887368421,48.64041430564003","111.43081324210526,63.94394484003309","69.7358649368421,32.62879277938978"
2050,"91.49634267368421,48.64405726900622","111.00486846315789,57.27392512569252","71.41541588947368,33.316576152431864"
2060,"91.49634267368421,48.64405726900622","111.00486846315789,57.27392512569252","71.41541588947368,33.316576152431864"
2070,"90.89311816842105,48.65167437422642","109.03382753157894,57.381660085635055","71.98397710526315,33.316636981133705"
2080,"91.8367877,48.63930587151748","110.97153097368421,57.381479938425684","71.54538278947369,33.31585296675434"
2090,"91.8367877,48.63930587151748","110.97153097368421,57.381479938425684","71.54538278947369,33.31585296675434"
2100,"92.33994982105261,44.05074681762819","105.91758035789475,53.186294871465314","73.15282758421053,33.31707629953594"
2110,"83.76837800526314,44.05153083200755","109.98987667368421,55.22943444654378","71.36865521578947,33.31907688795225"
2120,"83.76837800526314,44.05153083200755","109.98987667368421,55.22943444654378","71.36865521578947,33.31907688795225"
2130,"0.0,43.96683024405759","108.04587744210527,54.157904987728855","71.80584534736842,33.310817701990324"
2140,"91.97363607894737,43.970993630761804","106.01466029473684,54.15340130749459","63.974466742105264,33.08202743685356"
2150,"91.97363607894737,43.970993630761804","106.01466029473684,54.15340130749459","63.974466742105264,33.08202743685356"
2160,"92.78094315789474,45.20784390165567","108.25821621052631,58.31293108447719","60.47952441052632,33.084920179563625"
2170,"85.10560937894736,46.15418981001642","99.8489146,58.771308729982266","61.13887003684211,33.085433844157"
2180,"85.10560937894736,46.15418981001642","99.8489146,58.771308729982266","61.13887003684211,33.085433844157"
2190,"80.5146878263158,48.044995936980655","106.26839023157895,64.45374065633587","59.41633512105263,28.32704781345486"
2200,"82.7463997631579,48.99273414673924","110.47010942105263,64.66344586552108","58.091571357894736,28.32493232637951"
2210,"82.7463997631579,48.99273414673924","110.47010942105263,64.66344586552108","58.091571357894736,28.32493232637951"
2220,"79.35254282631578,50.23092264907375","101.6088668631579,58.297279063478406","62.363279215789476,28.325067501272503"
2230,"82.08779524210527,50.23172693968706","107.27830744736842,64.69431339697287","58.28687248947369,28.094540238760764"
2240,"82.08779524210527,50.23172693968706","107.27830744736842,64.69431339697287","58.28687248947369,28.094540238760764"
2250,"80.94368480526315,50.25630849397799","105.51762682105264,64.6920476993781","52.55296171578947,28.092843793853692"
2260,"82.77749295789474,50.24138518579147","103.61897253684212,64.69335030227663","52.086295542105276,28.090755341756935"
2270,"82.77749295789474,50.24138518579147","103.61897253684212,64.69335030227663","52.086295542105276,28.090755341756935"
2280,"82.32991307368421,50.30129469836635","107.99258613157892,64.75225151100204","51.85352612105263,28.09425637148548"
2290,"82.3537063736842,51.48399390712687","110.1489771368421,64.79737145821059","50.844261873684204,28.096459722241278"
2300,"90.01708291578947,54.07701332696029","110.6855081368421,64.79579170575919","51.80032350526315,28.094303682698026"
2310,"90.01708291578947,54.07701332696029","110.6855081368421,64.79579170575919","51.80032350526315,28.094303682698026"
2320,"92.34649363157895,54.07518170716022","106.43274743684209,61.20211124214896","52.1239518368421,28.094479410058916"
2330,"88.89514312105263,53.91616872178689","110.83425057368422,54.96300365262324","52.099129399999995,28.10015675556466"
2340,"88.89514312105263,53.91616872178689","110.83425057368422,54.96300365262324","52.099129399999995,28.10015675556466"
2350,"88.7372189105263,55.41479869045267","110.62935355789475,50.906843730125345","51.450107289473685,24.607318625538984"
2360,"85.17496244210527,58.629054883507294","110.88887601052635,50.91114647693378","52.39954659473684,24.603317448706367"
2370,"85.17496244210527,58.629054883507294","110.88887601052635,50.91114647693378","52.39954659473684,24.603317448706367"
2380,"94.7570305736842,63.2557940859227","111.68341907368422,44.48531630489527","50.1932908368421,24.603161997579424"
2390,"93.98954961578949,64.49084653073974","111.77414753157896,39.07289733043315","51.05376704736842,24.605750596780254"
2400,"93.98954961578949,64.49084653073974","111.77414753157896,39.07289733043315","51.05376704736842,24.605750596780254"
2410,"96.076191,64.48848772885701","100.6640787526316,38.900260873945385","51.88397784210527,24.608433818406183"
2420,"99.29191196842106,65.29154825064425","110.57760230526316,44.109217432900884","53.41171150526317,24.60781877264306"
2430,"99.29191196842106,65.29154825064425","110.57760230526316,44.109217432900884","53.41171150526317,24.60781877264306"
2440,"106.03698794736843,66.84785734615053","105.27534480526316,44.4930279912041","49.079955173684205,24.608602787022427"
2450,"104.6269330631579,68.0306984885487","104.87315461052631,44.49177388947733","51.617273178947364,24.608778514383317"
2460,"104.6269330631579,68.0306984885487","104.87315461052631,44.49177388947733","51.617273178947364,24.608778514383317"
2470,"100.10784061578948,74.99578761239708","107.21638731578949,44.66055103844127","51.84945787368421,24.610197850759754"
2480,"107.57643210526317,69.97724398263895","109.07432801052632,39.51080748145817","50.67636553684211,24.608690650702872"
2490,"107.57643210526317,69.97724398263895","109.07432801052632,39.51080748145817","50.67636553684211,24.608690650702872"
2500,"109.3092568631579,70.47942546885581","104.03297662105263,39.51196458084144","51.971372805263165,24.60963011620918"
2510,"98.89424769473683,65.40695381553778","110.26018019473685,39.512692098417745","51.190142347368415,24.612847278662432"
2520,"108.21597282105263,71.47640789213206","106.92191166842106,35.23271312575432","50.66328293157894,24.614793797121546"
2530,"108.21597282105263,71.47640789213206","106.92191166842106,35.23271312575432","50.66328293157894,24.614793797121546"
2540,"111.33850639999999,71.68745645256338","105.22054704736843,35.21925058622327","51.169944463157904,24.614395031187215"
2550,"109.40140778421052,65.36306928652732","103.9203289,35.21896650793157","50.43910057368421,24.614618069760652"
2560,"109.40140778421052,65.36306928652732","103.9203289,35.21896650793157","50.43910057368421,24.614618069760652"
2570,"110.83819776842105,71.25373429090327","103.70738,35.24679232304053","52.50171037368421,24.61298245355543"
2580,"106.18249022631579,71.45709815866789","104.4748060631579,36.55298430827733","52.506413542105264,24.614171992613773"
2590,"106.18249022631579,71.45709815866789","104.4748060631579,36.55298430827733","52.506413542105264,24.614171992613773"
2600,"108.60197728947368,71.4103952331385","108.56477797368422,39.16505648550393","51.70371206842105,24.613273079575364"
2610,"109.81093099473684,64.68322067970396","96.27174314210527,39.05103023071106","51.308056673684206,24.613982747763583"
2620,"109.81093099473684,64.68322067970396","96.27174314210527,39.05103023071106","51.308056673684206,24.613982747763583"
2630,"107.20367959473684,64.52551889079268","106.76340014210525,44.54557554642979","51.734333210526316,24.616611899432314"
2640,"106.7989204,60.31026558013989","105.19546117368421,45.87342676922401","51.65117562105264,18.888386563967092"
2650,"106.7989204,60.31026558013989","105.19546117368421,45.87342676922401","51.65117562105264,18.888386563967092"
