,k8s-master,k8s-node01,k8s-node02
310,"5.01522088607595,8.73144978752159","40.929479311392406,25.041778882062676","41.98594381772152,19.413277497140346"
320,"9.755122602531646,8.732227111092893","40.347188470886074,28.949240436879084","43.34690485569621,26.427147806482573"
330,"10.385627883544302,8.729775552137252","44.66860386329114,31.913517390751124","41.51618744810126,26.84860998932542"
340,"10.385627883544302,8.729775552137252","44.66860386329114,31.913517390751124","41.51618744810126,26.84860998932542"
350,"10.80418062278481,9.217881604584536","44.856509969620255,31.819621706323954","39.748017554430376,27.657890196335323"
360,"10.97439684556962,12.597172920677718","40.4590293721519,31.833278517733532","51.446979549367086,28.292465269747556"
370,"10.97439684556962,12.597172920677718","40.4590293721519,31.833278517733532","51.446979549367086,28.292465269747556"
380,"10.964823205063292,13.908311827934844","40.542928040506325,31.835708967221677","51.33211904810126,28.794171162797003"
390,"11.00076755949367,14.046542547802243","41.49001615189874,31.88978476633747","51.67670952911392,28.789214894556057"
400,"11.00076755949367,14.046542547802243","41.49001615189874,31.88978476633747","51.67670952911392,28.789214894556057"
410,"10.36760026835443,14.045559266703505","45.83831930126582,43.44088741769916","51.29809970126582,28.787919355270557"
420,"19.761899392405063,14.242547676011801","40.96846118481013,43.438416120320454","51.83540961012659,28.786803198347663"
430,"19.761899392405063,14.242547676011801","40.96846118481013,43.438416120320454","51.83540961012659,28.786803198347663"
440,"20.880339746835443,14.429045539003141","51.5153650278481,43.644051209366474","51.20594319493671,28.787640316039834"
450,"20.918665827848102,11.633032584407541","51.230224784810126,43.643778890096094","51.480985959493665,28.788696678841855"
460,"20.918665827848102,11.633032584407541","51.230224784810126,43.643778890096094","51.480985959493665,28.788696678841855"
470,"20.878710825316453,13.500934482452319","50.87691883544304,43.643118515865424","51.05345044556962,28.78807880625954"
480,"20.879616156962026,14.118720695482693","52.25953838987341,43.690624612583285","54.99929164050633,28.910796273656963"
490,"20.879616156962026,14.118720695482693","52.25953838987341,43.690624612583285","54.99929164050633,28.910796273656963"
500,"20.695357751898737,14.119750483119887","50.696517437974684,43.69050206891162","61.42571063291139,29.012937919684138"
510,"20.85090583291139,14.110309655813746","51.28316407088607,43.68865029787303","61.92380038987342,29.011795187596412"
520,"20.85090583291139,14.110309655813746","51.28316407088607,43.68865029787303","61.92380038987342,29.011795187596412"
530,"20.690349751898733,14.111359374824563","57.3133730886076,55.09385109214664","61.06772042025316,29.68026688375033"
540,"20.395104658227847,14.110156848615969","70.97534118481012,55.33933329843108","62.055960713924065,30.48768018543087"
550,"20.395104658227847,14.110156848615969","70.97534118481012,55.33933329843108","62.055960713924065,30.48768018543087"
560,"20.465470197468356,14.111651701637701","71.38353396455696,50.30080046207134","61.57034392405063,31.451714221041723"
570,"21.03747489113924,14.138851382842024","71.49053969113925,50.32481221373713","62.37679707848101,31.89504776454032"
580,"21.03747489113924,14.138851382842024","71.49053969113925,50.32481221373713","62.37679707848101,31.89504776454032"
590,"20.661404470886076,14.521573619152774","71.6523586278481,50.32410418363414","61.52544771645571,32.752894085278506"
600,"22.07798681518987,19.23580854640027","67.62596898734176,44.718044371838076","61.29746958481012,32.94963667431212"
610,"22.07798681518987,19.23580854640027","67.62596898734176,44.718044371838076","61.29746958481012,32.94963667431212"
620,"18.200917898734176,19.24014029826769","81.63653608607595,45.22414292785834","60.644833108860766,33.0672251348972"
630,"29.3303441164557,19.407404385712738","81.88985329113925,48.72330939261161","72.15294447594938,33.45385392043808"
640,"29.3303441164557,19.407404385712738","81.88985329113925,48.72330939261161","72.15294447594938,33.45385392043808"
650,"30.38880578734177,19.4078030131852","80.89728265316455,48.722437970946395","71.33318112911392,34.56659593465087"
660,"30.383903964556964,19.435441184609232","81.43635945316456,48.74555106901993","72.42859143291139,35.15148209362072"
670,"30.383903964556964,19.435441184609232","81.43635945316456,48.74555106901993","72.42859143291139,35.15148209362072"
680,"29.973033387341772,19.43452434142257","81.40611753924051,48.746218251232364","78.34039710379746,36.91265812970501"
690,"38.41409318987342,19.65813442210012","73.20050774177214,50.58419631877449","82.5834699443038,38.278335918986144"
700,"35.870298187341774,20.051008371376234","77.77420024303797,53.85910105638772","82.05663684050633,40.78468622071724"
710,"35.870298187341774,20.051008371376234","77.77420024303797,53.85910105638772","82.05663684050633,40.78468622071724"
720,"30.368462977215188,21.174745860037774","80.9376889113924,53.89560545458222","81.84656932151898,41.98098719694928"
730,"28.96967727594937,21.681381446163332","81.00629932151898,53.8928346060061","76.75357918987343,43.66980570299051"
740,"28.96967727594937,21.681381446163332","81.00629932151898,53.8928346060061","76.75357918987343,43.66980570299051"
750,"30.492199326582277,22.709202521159312","0.0,53.919991645244785","63.47426077974684,44.321349019147206"
760,"30.177827539240504,23.164335437842784","74.61660137721519,53.921693640684666","61.49740394936708,44.640596474259596"
770,"30.177827539240504,23.164335437842784","74.61660137721519,53.921693640684666","61.49740394936708,44.640596474259596"
780,"39.17724690632912,23.713497931488828","81.16301419746834,53.91822156998731","63.707494430379754,47.88501882883647"
790,"38.96658333670886,23.786626141311977","85.21615535189873,54.29901922172378","66.90905255696204,50.41648930512388"
800,"38.96658333670886,23.786626141311977","85.21615535189873,54.29901922172378","66.90905255696204,50.41648930512388"
810,"41.26150235949367,24.8474469272366","90.84347001012658,57.06550388153676","72.0445217721519,50.40516828490596"
820,"40.57299709873418,21.932370590407814","91.18927564556964,57.80826149948113","71.19613527088607,50.40518821627959"
830,"40.57299709873418,21.932370590407814","91.18927564556964,57.80826149948113","71.19613527088607,50.40518821627959"
840,"40.711823002531645,24.51899782130155","91.39235667848101,59.53274370311045","69.02568167594936,50.498679646154336"
850,"41.27254318987342,24.519097478169666","95.73524511898734,59.67699122063096","79.98132129620252,50.62564249613348"
860,"41.27254318987342,24.519097478169666","95.73524511898734,59.67699122063096","79.98132129620252,50.62564249613348"
870,"32.82041568101266,24.354059060779196","100.32240357468355,59.712814820649506","80.9131737164557,50.60990999855365"
880,"27.532230901265823,24.35453076995494","100.26686674936708,59.7109153937386","85.88598230886076,52.2544808551516"
890,"27.532230901265823,24.35453076995494","100.26686674936708,59.7109153937386","85.88598230886076,52.2544808551516"
900,"30.454298374683543,24.355274874570206","95.8784778886076,61.84405351046431","93.3848693670886,53.58764393026225"
910,"31.068413281012656,24.356337881163437","96.79029893670885,62.94186780111244","84.44552989367088,55.638270017892395"
920,"31.068413281012656,24.356337881163437","96.79029893670885,62.94186780111244","84.44552989367088,55.638270017892395"
930,"31.370976602531645,19.322164544517953","90.89953191898735,63.80390125948343","82.68434243544303,56.07062137452466"
940,"34.07603118481013,24.46224655680538","90.0722716,63.80261455093088","81.98747044556963,56.778464177375405"
950,"34.07603118481013,24.46224655680538","90.0722716,63.80261455093088","81.98747044556963,56.778464177375405"
960,"40.40105166075949,25.42914406642675","90.73820803544305,58.01510160129858","91.3891561164557,57.1896151962639"
970,"40.66019260759494,26.001838868530466","91.93188625822785,58.015360304605444","91.21937183291138,59.29400284234676"
980,"40.66019260759494,26.001838868530466","91.93188625822785,58.015360304605444","91.21937183291138,59.29400284234676"
990,"51.05385428860759,26.993497787982935","90.77020367594936,51.06679372176092","92.75955875443036,60.424005426117155"
1000,"50.5552384050633,27.490825422626507","83.43164314936708,51.06652140249054","86.92739440506328,62.54255099126362"
1010,"50.5552384050633,27.490825422626507","83.43164314936708,51.06652140249054","86.92739440506328,62.54255099126362"
1020,"51.45123074936709,28.879078814431406","91.14022874430381,53.15935626719994","93.37258114936708,64.71268559513786"
1030,"56.15495374683544,34.847329332132226","93.09077638481013,56.696878901186295","94.40832595443035,71.08058672914665"
1040,"56.15495374683544,34.847329332132226","93.09077638481013,56.696878901186295","94.40832595443035,71.08058672914665"
1050,"50.55234664303798,35.8930089178945","90.87265878987341,56.69406039673786","92.14204253670887,67.54038279000298"
1060,"53.89741286075949,35.89402541794928","91.52935028354432,56.693828925358034","92.27373985316456,67.54495371835388"
1070,"53.89741286075949,35.89402541794928","91.52935028354432,56.693828925358034","92.27373985316456,67.54495371835388"
1080,"50.59007324556962,35.89339425778455","96.8954476101266,56.896836133444886","91.82701617215189,67.54375119214528"
1090,"50.92111659240506,35.93743594970039","101.44513619240506,56.89613491132366","91.66669315949368,67.53945930302511"
1100,"50.92111659240506,35.93743594970039","101.44513619240506,56.89613491132366","91.66669315949368,67.53945930302511"
1110,"51.881644587341775,35.96233023535564","101.12732141772153,57.1086256380015","91.41779706329115,67.53939286511303"
1120,"58.373795797468354,36.47902452136965","100.99115521012656,54.460858564110865","91.52438739240506,67.54076812989302"
1130,"58.373795797468354,36.47902452136965","100.99115521012656,54.460858564110865","91.52438739240506,67.54076812989302"
1140,"56.05219517468355,36.853149691857645","105.14202100759492,55.72386172417176","91.42420157974684,67.54264832280481"
1150,"60.83127517974683,37.94589389453526","102.27925597974685,61.89893945940948","81.88345391392404,67.440998317327"
1160,"60.83127517974683,37.94589389453526","102.27925597974685,61.89893945940948","81.88345391392404,67.440998317327"
1170,"61.39021558481013,38.38639718297938","103.14846344303798,62.01868505057752","81.67984636455695,67.44053989573366"
1180,"61.38207704810126,39.352969146831576","104.36361699746836,62.10335591972055","77.15388054177214,67.43998181727223"
1190,"61.38207704810126,39.352969146831576","104.36361699746836,62.10335591972055","77.15388054177214,67.43998181727223"
1200,"62.23465689620253,39.945017312723316","105.37851278481013,62.10381205449844","81.77524700759494,67.46377323358699"
1210,"61.20095851645571,40.44136831005936","102.2865207443038,62.1004897593998","82.2469728050633,67.4800040155074"
1220,"61.20095851645571,40.44136831005936","102.2865207443038,62.1004897593998","82.2469728050633,67.4800040155074"
1230,"65.52835804556962,44.67996093716521","106.83503566582279,62.10443158083856","91.70548116962026,62.04286481074131"
1240,"81.02434496202532,46.78793623050022","105.38416385316457,62.09894434754039","85.90202460759492,61.87487655005462"
1250,"81.02434496202532,46.78793623050022","105.38416385316457,62.09894434754039","85.90202460759492,61.87487655005462"
1260,"81.50334067848101,47.16224078335082","106.2732386379747,62.098563100561854","81.7521267392405,63.616639428230016"
1270,"71.92688628354429,48.37184262958067","104.98511812151898,57.82342968284132","81.46089569113924,66.78512324930288"
1280,"71.92688628354429,48.37184262958067","104.98511812151898,57.82342968284132","81.46089569113924,66.78512324930288"
1290,"72.23454628860759,49.05368827743568","96.52687009620253,57.823688386148184","85.74510765569619,67.98125813075472"
1300,"68.15399690632911,50.229041379989845","106.44946830379746,57.82462107964923","93.55493659240507,71.65707513602996"
1310,"68.15399690632911,50.229041379989845","106.44946830379746,57.82462107964923","93.55493659240507,71.65707513602996"
1320,"71.75165636962025,50.924799126633786","106.63000586329113,57.824879782956096","92.26322192405063,73.72837005810726"
1330,"70.95641150379747,51.077852144685565","105.80820425822783,53.39545707461977","100.76563814177214,74.46620957826077"
1340,"70.95641150379747,51.077852144685565","105.80820425822783,53.39545707461977","100.76563814177214,74.46620957826077"
1350,"71.57205741772152,51.07851652380633","108.09801665316456,53.39756754896522","100.02298264303798,74.92304330549341"
1360,"71.3746534278481,51.076689481224214","99.81283366582278,53.194226749772156","107.19019495696205,75.52633940989979"
1370,"71.3746534278481,51.076689481224214","99.81283366582278,53.194226749772156","107.19019495696205,75.52633940989979"
1380,"71.21299015696202,51.07716119039996","101.52120027341773,53.212165781708464","107.041458521519,77.11902225716561"
1390,"71.31799162531647,51.07777241919107","101.62987714936709,49.336374958037304","109.96971884556962,78.08297656728197"
1400,"71.31799162531647,51.07777241919107","101.62987714936709,49.336374958037304","109.96971884556962,78.08297656728197"
