,k8s-master,k8s-node01,k8s-node02
410,"40.55147926368159,26.5162292640929","70.42264476119402,37.98458773483139","64.15203979601989,40.81248397937053"
420,"40.55147926368159,26.5162292640929","70.42264476119402,37.98458773483139","64.15203979601989,40.81248397937053"
430,"39.80978828855722,26.51545849518108","79.49691536318409,38.52350880337858","70.22464889054726,40.813972815046355"
440,"41.653007263681594,28.52617060199094","79.84879653731343,38.825250608420625","70.53357320895523,42.08524084914491"
450,"41.653007263681594,28.52617060199094","79.84879653731343,38.825250608420625","70.53357320895523,42.08524084914491"
460,"50.87474662686568,31.076941380784415","76.2408991243781,42.6344000640901","70.78655983084576,43.66434212864107"
470,"51.025418562189046,35.98808325384642","80.14541122388059,45.89095463674931","70.25867135323382,45.16998978961764"
480,"51.025418562189046,35.98808325384642","80.14541122388059,45.89095463674931","70.25867135323382,45.16998978961764"
490,"50.43355885074626,35.988458756649614","66.49700886567163,42.88542862042753","70.69887358706468,39.1832497817637"
500,"53.16593637313433,36.161796120818885","60.291155348258705,42.88650173814699","70.26337839303483,39.180950650565194"
510,"53.16593637313433,36.161796120818885","60.291155348258705,42.88650173814699","70.26337839303483,39.180950650565194"
520,"59.30399124875622,36.16942475671536","64.68859677611941,49.92783452065822","71.3666912885572,39.20554279029018"
530,"59.62141630348258,36.16895702515348","70.4066942238806,51.8596826365706","70.25127263184079,39.2059117053249"
540,"61.37673846268657,42.782029120967046","70.11611122885573,51.85658476843706","64.34574014925373,39.20433722865887"
550,"61.37673846268657,42.782029120967046","70.11611122885573,51.85658476843706","64.34574014925373,39.20433722865887"
560,"60.944081,42.867004746553064","70.42488008457711,51.85778612034941","74.17070989552238,44.610708009217866"
570,"63.43561261194029,42.7840252148156","78.19369922885572,56.46239252202979","81.70185943781094,46.45563892230169"
580,"63.43561261194029,42.7840252148156","78.19369922885572,56.46239252202979","81.70185943781094,46.45563892230169"
590,"60.08884085572139,42.78359700986459","79.83740831343283,56.46214280281205","80.71994130348259,48.49824900407763"
600,"60.600705298507464,42.78545476057513","86.15176715422885,60.55975844997527","80.90626749751243,48.49879578886123"
610,"60.600705298507464,42.78545476057513","86.15176715422885,60.55975844997527","80.90626749751243,48.49879578886123"
620,"60.11236806467662,42.80219428027542","90.54078283084576,60.558253385500805","80.41935282587065,48.49912517728509"
630,"60.63999589552239,46.383865184743755","93.79420486567165,60.7840940466871","89.84043831343284,48.78112119471553"
640,"60.63999589552239,46.383865184743755","93.79420486567165,60.7840940466871","89.84043831343284,48.78112119471553"
650,"59.77772300995024,46.435401297540054","99.1659064875622,60.78633477047868","100.34496740796021,48.871511965989725"
660,"59.89611599502487,46.434933565978184","100.26282224875621,66.49984972977343","101.11934421890547,48.87078731145724"
670,"59.89611599502487,46.434933565978184","100.26282224875621,66.49984972977343","101.11934421890547,48.87078731145724"
680,"54.98884145771144,46.43698236197456","101.16136731840795,66.51223445313954","100.48619256716418,49.35656277118961"
690,"67.41262829353235,46.68228450898759","105.31928256716417,66.60423236278722","100.86155961194031,54.008436428067135"
700,"67.41262829353235,46.68228450898759","105.31928256716417,66.60423236278722","100.86155961194031,54.008436428067135"
710,"71.64185419402985,51.03449375337912","94.69821787064676,66.60567668474927","90.40410483084577,53.99512254797493"
720,"80.00078413432834,57.11464831823823","104.7745989552239,66.60695227751013","90.55174103482585,53.99618976646822"
730,"80.00078413432834,57.11464831823823","104.7745989552239,66.60695227751013","90.55174103482585,53.99618976646822"
740,"90.1308943631841,57.11320559694175","104.76676291542287,66.60435384781206","89.37079004975124,54.19286759435183"
750,"81.71674425373135,57.01261696006501","101.78316124378111,66.51579126470028","100.73877006467663,54.18576597993353"
760,"81.71674425373135,57.01261696006501","101.78316124378111,66.51579126470028","100.73877006467663,54.18576597993353"
770,"81.06029838308459,57.01521912861347","104.1028023681592,72.66899427474824","100.40533762189055,54.18557493464769"
780,"80.6382443681592,57.012399563705266","104.80575577114428,81.01696599114469","100.54680877611939,54.184810753504344"
790,"80.6382443681592,57.012399563705266","104.80575577114428,81.01696599114469","100.54680877611939,54.184810753504344"
800,"80.42878023880597,57.013835697233276","105.879925119403,80.71398233918201","101.07189417910448,43.43893504242885"
