92,1,25.18
92,2,25.18
92,3,25.18
182,4,25.61
182,5,25.88
182,6,26.05
272,7,8.04
273,8,9.53
273,9,10.68
363,10,12.46
363,11,2.24
363,12,4.42
453,13,-3.61
453,14,-1.27
453,15,0.76
543,16,2.68
543,17,-3.36
543,18,-1.42
633,19,-6.61
633,20,-6.34
633,21,-6.10
723,22,-6.27
723,23,-10.35
723,24,-10.33
813,25,-10.38
813,26,-10.42
813,27,-10.46
903,28,-12.11
903,29,-13.65
903,30,-15.08
993,31,-17.82
993,32,-18.96
993,33,-20.03
1084,34,-21.06
1084,35,-22.04
1084,36,-22.96
1174,37,-25.04
1174,38,-25.72
1174,39,-26.36
1264,40,-23.20
1264,41,-24.85
1264,42,-26.42
1354,43,-28.68
1354,44,-30.83
1354,45,-32.89
1444,46,-35.06
1444,47,-37.13
1444,48,-39.12
1534,49,-40.91
1534,50,-42.63
1534,51,-44.29
