93,1,23.98
133,2,23.54
173,3,24.18
213,4,24.15
253,5,24.78
293,6,24.82
333,7,6.99
373,8,9.27
413,9,11.13
453,10,12.44
493,11,2.22
533,12,-1.82
573,13,-9.38
613,14,-16.56
654,15,-13.64
694,16,-22.40
734,17,-31.62
774,18,-35.42
814,19,-32.06
854,20,-35.46
894,21,-42.86
934,22,-49.49
974,23,-51.69
1014,24,-48.32
1054,25,-45.40
1094,26,-42.69
1134,27,-55.29
1174,28,-52.41
1214,29,-57.42
1235,30,-61.96
1254,31,-59.20
1294,32,-63.51
1335,33,-70.99
1375,34,-68.03
1415,35,-65.27
1455,36,-65.41
1495,37,-66.34
1535,38,-70.14
1575,39,-70.91
1615,40,-72.93
1655,41,-79.89
1696,42,-87.24
1736,43,-92.24
1776,44,-98.96
1816,45,-105.68
1856,46,-102.90
1896,47,-109.07
1936,48,-108.85
1976,49,-113.05
2016,50,-117.78
2057,51,-115.42
2097,52,-113.83
2137,53,-115.65
2177,54,-115.36
2217,55,-116.81
2257,56,-117.89
2297,57,-118.97
2337,58,-118.68
2377,59,-118.19
2417,60,-117.89
2457,61,-118.77
2497,62,-119.66
2537,63,-119.34
2578,64,-120.56
2618,65,-120.25
2658,66,-121.11
2698,67,-122.14
2738,68,-121.81
2778,69,-122.89
2819,70,-123.16
2859,71,-122.83
2899,72,-123.24
2939,73,-124.26
2979,74,-123.93
3019,75,-124.84
3059,76,-122.85
3099,77,-123.49
3139,78,-122.67
3179,79,-123.36
3219,80,-122.43
3259,81,-120.70
3299,82,-121.70
3339,83,-121.43
3380,84,-119.72
3420,85,-120.46
3460,86,-121.23
3500,87,-122.12
3540,88,-122.91
3580,89,-121.27
3620,90,-124.09
3660,91,-126.81
3700,92,-129.40
3740,93,-131.44
3780,94,-133.71
3820,95,-133.36
3860,96,-131.75
3900,97,-131.42
3941,98,-132.88
3980,99,-131.15
4021,100,-133.20
4061,101,-135.08
4101,102,-134.73
4141,103,-136.97
4181,104,-136.61
4221,105,-134.86
4261,106,-134.54
4301,107,-136.42
4341,108,-134.74
4381,109,-134.91
4421,110,-135.29
4461,111,-135.25
4501,112,-134.93
4541,113,-134.62
4581,114,-133.08
4621,115,-131.86
4662,116,-133.46
4702,117,-133.99
4742,118,-132.68
4782,119,-132.40
4822,120,-132.76
4862,121,-134.66
4902,122,-136.66
4942,123,-138.56
4982,124,-140.40
5022,125,-142.27
5062,126,-141.93
5102,127,-141.60
5143,128,-141.80
5183,129,-142.16
5223,130,-143.89
5263,131,-144.01
5303,132,-144.29
5343,133,-143.00
5383,134,-141.75
5423,135,-140.53
5463,136,-139.45
5503,137,-138.40
5543,138,-138.12
5584,139,-137.84
5624,140,-137.16
5664,141,-136.03
5704,142,-136.24
5744,143,-135.60
5784,144,-136.12
5824,145,-135.13
5864,146,-134.97
5905,147,-134.69
5944,148,-135.06
5985,149,-134.09
6025,150,-133.86
6065,151,-133.27
6105,152,-133.16
6145,153,-132.94
6185,154,-132.46
6225,155,-131.43
6265,156,-130.42
6306,157,-129.41
6346,158,-128.45
6386,159,-128.63
6426,160,-128.45
6466,161,-128.81
6506,162,-127.90
6546,163,-126.50
6587,164,-125.12
6626,165,-123.75
6667,166,-122.40
6707,167,-122.02
6747,168,-122.04
6787,169,-121.74
6827,170,-121.41
6867,171,-121.17
6907,172,-121.05
6947,173,-120.93
6987,174,-119.66
7027,175,-119.16
7067,176,-117.92
7108,177,-117.63
7148,178,-117.40
7188,179,-116.81
7228,180,-116.54
7268,181,-115.35
7308,182,-115.00
7348,183,-113.82
7388,184,-113.90
7428,185,-113.82
7468,186,-114.04
7508,187,-113.97
7548,188,-113.41
7588,189,-112.99
7628,190,-112.92
7669,191,-112.86
7709,192,-112.72
7749,193,-112.29
7789,194,-111.98
7829,195,-111.22
7869,196,-110.94
7909,197,-110.20
7949,198,-109.51
7989,199,-108.82
8029,200,-108.46
8069,201,-108.42
8109,202,-108.02
8150,203,-108.10
8190,204,-108.16
8230,205,-108.32
8270,206,-109.37
8310,207,-109.61
8350,208,-110.00
8390,209,-110.36
8430,210,-110.78
8470,211,-110.73
8511,212,-111.20
8551,213,-111.15
8591,214,-112.46
8631,215,-113.64
8671,216,-112.94
8711,217,-114.06
8751,218,-115.26
8791,219,-116.41
8831,220,-117.52
8871,221,-118.39
8911,222,-117.69
8952,223,-118.76
8991,224,-118.07
9032,225,-119.28
9072,226,-120.47
9112,227,-121.64
9152,228,-122.60
9192,229,-123.30
9232,230,-124.11
9273,231,-124.22
9312,232,-124.05
9352,233,-123.82
9392,234,-123.65
9432,235,-123.88
9473,236,-123.17
9513,237,-123.49
9553,238,-124.04
9593,239,-124.82
9633,240,-124.12
9673,241,-123.40
9713,242,-123.31
9753,243,-122.65
9793,244,-122.33
9833,245,-122.16
9873,246,-121.98
9914,247,-121.34
9954,248,-121.96
9994,249,-122.93
10034,250,-122.84
10074,251,-122.75
10114,252,-122.64
10154,253,-122.63
10194,254,-122.02
