,k8s-master,k8s-node01,k8s-node02
820,"42.94708562631579,26.43929663907229","60.74098434210526,32.90828061198224","82.09420961052632,23.379200652732525"
830,"43.45825553157895,26.43970892249592","61.55226397368421,32.90954857118666","81.77005847894736,25.836328752639204"
840,"43.12454157368421,26.43949264266713","58.24953643684211,32.74285697260813","73.94070375789474,26.408105032513955"
850,"43.12454157368421,26.43949264266713","58.24953643684211,32.74285697260813","73.94070375789474,26.408105032513955"
860,"43.18848530526315,26.438985736818402","49.497769494736836,32.74358449018444","81.5321750368421,26.405665125695414"
870,"43.98494304736842,26.470772112905912","51.720433752631585,34.18555897011503","80.90896455263157,26.43267306931559"
880,"43.98494304736842,26.470772112905912","51.720433752631585,34.18555897011503","80.90896455263157,26.43267306931559"
890,"43.263114636842104,26.469825888654952","46.81840485263158,39.70932277744593","82.87268193157895,26.3960744670375"
900,"43.01413991578947,26.46794019889769","40.878128310526314,39.7083666114885","82.9136063631579,26.395060655340046"
910,"43.01413991578947,26.46794019889769","40.878128310526314,39.7083666114885","82.9136063631579,26.395060655340046"
920,"45.289034736842105,31.164943310691314","41.52307607894737,39.708532901220224","82.3747277631579,26.393343934199024"
930,"51.52649683684211,32.713601507254126","40.70478078421053,39.7078608135545","87.0282945631579,26.50999986685273"
940,"51.52649683684211,32.713601507254126","40.70478078421053,39.7078608135545","87.0282945631579,26.50999986685273"
950,"51.30685431578948,32.71228355204744","40.90562997368421,39.70864376104138","92.80093208947369,26.55666899865886"
960,"52.612670010526315,32.714912703716166","40.454947921052636,39.70797860211447","91.58981117894737,26.5536410810558"
970,"52.612670010526315,32.714912703716166","40.454947921052636,39.70797860211447","91.58981117894737,26.5536410810558"
980,"52.67990142105263,32.71845428591261","34.408122810526315,39.50037280079231","92.62048081578946,26.561474466104794"
990,"52.24865283684211,33.11419230264145","30.329320221052633,39.52799075373662","93.88683544736843,26.589374564018726"
1000,"52.24865283684211,33.11419230264145","30.329320221052633,39.52799075373662","93.88683544736843,26.589374564018726"
1010,"54.324391615789466,38.559334377198915","34.36358372631579,45.435953128744764","98.14195848421053,27.61655505838981"
1020,"61.86166295789474,38.73227713529526","29.66754820526316,45.43424173025574","102.8339492,28.119811185005968"
1030,"61.86166295789474,38.73227713529526","29.66754820526316,45.43424173025574","102.8339492,28.119811185005968"
1040,"62.77976177368421,38.73090511013138","31.694476289473684,45.434920746660296","101.79666165789475,29.6317085694191"
1050,"63.099792773684214,38.73212844291297","35.637646999999994,45.60504899969451","103.73194807894737,30.423982134745444"
1060,"63.22215135263156,38.72912080154386","34.82605414210526,41.04913993218566","96.93124407368421,30.419717366871485"
1070,"63.22215135263156,38.72912080154386","34.82605414210526,41.04913993218566","96.93124407368421,30.419717366871485"
1080,"63.20872447894738,38.72670792970392","40.269380568421056,41.02936531158781","101.73783738947367,30.414411752321477"
1090,"62.68047815263157,38.72620102385519","39.53174204736842,35.12224824271594","102.20899408947369,30.420596003675946"
1100,"62.68047815263157,38.72620102385519","39.53174204736842,35.12224824271594","102.20899408947369,30.420596003675946"
1110,"61.40831018947369,38.7250047260522","38.69706224210527,35.148418089246455","103.38595458947368,30.478761760131206"
1120,"62.282939810526315,38.72576170545296","41.11505784736842,35.14993548304846","106.46178944736842,33.96198895526502"
1130,"62.282939810526315,38.72576170545296","41.11505784736842,35.14993548304846","106.46178944736842,33.96198895526502"
1140,"57.23899297368421,38.725214247136336","39.71434754210526,39.86158874179715","110.66081385263159,34.63300388283121"
1150,"63.11068985263158,38.72551163190092","51.632420494736834,40.38057899451667","110.67948529473685,34.73701420424534"
1160,"63.11068985263158,38.72551163190092","51.632420494736834,40.38057899451667","110.67948529473685,34.73701420424534"
1170,"62.27443408421052,38.72563328930462","49.63865307368422,40.383703855725365","100.1364336368421,34.88534837307216"
1180,"62.086474542105265,38.724599201373216","50.63192818947369,40.38447987447343","109.97208050526316,32.659038161697154"
1190,"62.086474542105265,38.724599201373216","50.63192818947369,40.38447987447343","109.97208050526316,32.659038161697154"
1200,"61.502540731578954,38.52294529600497","49.2667553,40.38610812809658","110.5667687157895,29.589986838696543"
1210,"52.90055057368421,38.52274253366548","49.689307421052625,40.38367614077008","110.26394587894737,30.36697212362528"
1220,"52.90055057368421,38.52274253366548","49.689307421052625,40.38367614077008","110.26394587894737,30.36697212362528"
1230,"54.064902505263156,38.56741783579995","47.553146621052626,40.41008849315936","109.77443360526317,26.734667297753184"
1240,"62.42266004736843,38.651956213878314","51.42154124210526,40.41141188227435","110.49364157894736,26.828890956914556"
1250,"62.42266004736843,38.651956213878314","51.42154124210526,40.41141188227435","110.49364157894736,26.828890956914556"
1260,"63.444443084210526,38.99496250485024","49.17493437894736,35.75253482713247","110.32114027894738,26.72246100491584"
1270,"62.77397601578947,41.32431653715447","59.209413563157895,36.12335400014453","106.74918004210528,26.874411102130242"
1280,"62.77397601578947,41.32431653715447","59.209413563157895,36.12335400014453","106.74918004210528,26.874411102130242"
1290,"60.92919777894737,36.91932498795085","38.59003408947368,39.170017462500454","99.02590675263158,30.998110457758287"
1300,"62.48220453157895,36.92070377185939","40.07748992631579,40.96542690973883","103.6578966631579,33.01645409626223"
1310,"62.48220453157895,36.92070377185939","40.07748992631579,40.96542690973883","103.6578966631579,33.01645409626223"
1320,"61.57283427368421,36.920122519819515","38.3296713,42.16538747135746","102.82003705789474,32.98944615264206"
1330,"60.806637510526315,36.91924388301505","37.79805107368421,42.164486735310604","102.14906364736842,32.984863723769564"
1340,"60.806637510526315,36.91924388301505","37.79805107368421,42.164486735310604","102.14906364736842,32.984863723769564"
1350,"64.04087115263157,36.948556558560774","38.3823301,35.61089754813412","102.53309469473683,33.01469006390866"
1360,"64.14436774210525,37.060995034553066","39.317818857894736,40.198852032694504","103.43715505789474,33.01521724599134"
1370,"64.14436774210525,37.060995034553066","39.317818857894736,40.198852032694504","103.43715505789474,33.01521724599134"
1380,"64.00154565789475,37.14774352213188","40.809588947368425,40.29251472408965","102.73663096315789,33.013074723937386"
1390,"71.82931340526316,37.30687140616426","48.0603117,33.453288278978185","105.60928780526315,33.07716789945042"
1400,"71.82931340526316,37.30687140616426","48.0603117,33.453288278978185","105.60928780526315,33.07716789945042"
1410,"71.8174145631579,38.93699275198983","49.66328225789474,33.45312198924646","104.75358156842104,37.070180168532"
1420,"63.42638853157895,40.46601679534528","49.504101589473684,33.45096715147283","111.03484243684211,38.900833468113966"
1430,"63.42638853157895,40.46601679534528","49.504101589473684,33.45096715147283","111.03484243684211,38.900833468113966"
1440,"59.732488000000004,40.4655707181984","49.853920868421056,33.45255383266306","102.38055545789474,38.80073645985201"
1450,"61.543026973684206,40.464806980052984","48.967501378947375,33.45342685375463","102.8035482368421,38.800148449067486"
1460,"61.543026973684206,40.464806980052984","48.967501378947375,33.45342685375463","102.8035482368421,38.800148449067486"
1470,"60.70196107894737,40.487888093031685","50.84048627894736,33.49695319103413","94.1867103736842,38.596662923899174"
1480,"54.10069011052631,40.291810151999435","48.02202826842105,33.49784699834216","89.6784859263158,38.59631146917739"
1490,"54.10069011052631,40.291810151999435","48.02202826842105,33.49784699834216","89.6784859263158,38.59631146917739"
1500,"53.67140723157895,40.411014131386075","58.18725556842105,34.5280049576512","91.94741752631577,38.59864999482618"
1510,"60.85553618421053,43.261338960033314","62.31726715789473,40.78015243363983","92.80901541052633,38.60196853844918"
1520,"60.85553618421053,43.261338960033314","62.31726715789473,40.78015243363983","92.80901541052633,38.60196853844918"
1530,"60.632058215789485,40.66405477232594","65.94195363157894,39.03052809253691","90.24581688947367,38.60141432138791"
1540,"62.41138207894736,40.6639263561776","71.99150633157895,39.03018858433463","90.4535519263158,38.599913880075675"
1550,"62.41138207894736,40.6639263561776","71.99150633157895,39.03018858433463","90.4535519263158,38.599913880075675"
1560,"61.3340444,40.66561604234002","69.92942122631578,35.32598780777545","86.46402443157895,38.60069789445504"
1570,"57.6356381631579,40.660486155150906","69.89199561578947,35.32639660336594","92.08260508947369,38.599846292629174"
1580,"57.6356381631579,40.660486155150906","69.89199561578947,35.32639660336594","92.08260508947369,38.599846292629174"
1590,"60.2777262631579,40.68423638384993","70.39009037894738,35.327948640862054","91.10216768947369,38.65032059767309"
1600,"66.79889219473685,42.07941024816286","72.8146759,35.31466624854038","95.02560612631581,42.84016102844303"
1610,"66.79889219473685,42.07941024816286","72.8146759,35.31466624854038","95.02560612631581,42.84016102844303"
1620,"71.69096895789474,43.39380359642265","70.90581896842106,35.31527597755671","96.06649457894736,47.98503235444858"
1630,"70.92979055263159,42.00877460782891","65.52890387894736,35.315594699542515","92.40213796842107,48.00161831381892"
1640,"70.92979055263159,42.00877460782891","65.52890387894736,35.315594699542515","92.40213796842107,48.00161831381892"
1650,"70.80121551052632,42.20351431742052","70.11876701052631,35.33134372288481","100.33192862105264,48.087298919743084"
1660,"68.69407614736842,42.02358977610104","70.56808492105263,35.328579156094854","102.0005052105263,48.08763009823092"
1670,"62.3225717736842,42.02424537433206","68.88174804736843,35.316239072252955","101.05425747368422,48.086832566362254"
1680,"62.3225717736842,42.02424537433206","68.88174804736843,35.316239072252955","101.05425747368422,48.086832566362254"
1690,"60.51520350526315,42.02404261199257","70.50598681052632,35.31548383972137","100.44296093157895,48.08936033686124"
1700,"62.48171165789474,42.02592830174983","71.00478635789473,35.31781189596554","103.70684871578948,48.518459517180965"
1710,"62.48171165789474,42.02592830174983","71.00478635789473,35.31781189596554","103.70684871578948,48.518459517180965"
1720,"62.44703893157895,42.02423185684276","70.3157526736842,35.31827612146661","102.21267268947369,50.64888341821077"
1730,"60.61730432631579,42.02581340309079","71.10069856842107,35.319488650760455","111.34679744736843,54.961888452732076"
1740,"60.61730432631579,42.02581340309079","71.10069856842107,35.319488650760455","111.34679744736843,54.961888452732076"
1750,"63.25678084736842,42.02586747304799","72.44425644210526,30.677316784918297","111.07623047368419,55.65368652009608"
1760,"55.36611585263158,42.02311666397556","70.38990874736842,30.67809973240518","110.6316323263158,57.56417411148022"
1770,"55.36611585263158,42.02311666397556","70.38990874736842,30.67809973240518","110.6316323263158,57.56417411148022"
1780,"62.814014094736834,42.02255568816963","69.10556327368421,30.67910439953436","99.92921143684211,58.410882606215196"
1790,"62.11682909473685,42.02429268554461","69.02949682105263,30.680178354051765","101.94691118947368,59.9838587660276"
1800,"62.11682909473685,42.02429268554461","69.02949682105263,30.680178354051765","101.94691118947368,59.9838587660276"
1810,"61.4777937631579,42.0254889833476","71.08911517894737,30.679665627378938","102.23766705789474,61.302652057054345"
1820,"62.29572001052631,42.026678522405945","70.91364433157895,25.982874513403335","99.01534721578948,62.49992987802426"
1830,"62.29572001052631,42.026678522405945","70.91364433157895,25.982874513403335","99.01534721578948,62.49992987802426"
1840,"61.83827053684211,35.892414843365756","71.10252975263158,25.98225092690936","107.77169533157895,63.294433829085"
1850,"61.964805431578945,35.89306368285212","69.61323404210526,25.98477991657937","112.49591039473684,68.45410004712873"
1860,"61.964805431578945,35.89306368285212","69.61323404210526,25.98477991657937","112.49591039473684,68.45410004712873"
1870,"61.68002588947368,35.88872456878702","62.47725809473684,25.87745375222733","104.95560443684211,63.77477105259405"
1880,"59.2265805,35.89115771686091","58.32128330526316,25.87855542170002","111.09809470526315,67.73928845423252"
1890,"59.2265805,35.89115771686091","58.32128330526316,25.87855542170002","111.09809470526315,67.73928845423252"
1900,"62.12868580526316,35.907115112978836","61.01669715263159,25.87762697069788","110.95712373684212,70.30479302459703"
1910,"62.09767352105264,35.891076611925115","56.94571353157895,25.70904382642096","111.81129197894738,70.81186108319562"
1920,"62.09767352105264,35.891076611925115","56.94571353157895,25.70904382642096","111.81129197894738,70.81186108319562"
1930,"62.87535398947368,35.8903534262476","49.421698068421044,25.7088359642563","111.03559881052632,65.84645470387338"
1940,"62.18576817894737,35.91965934304867","49.6564252263158,25.712930848900072","102.21256781578947,66.35103554444088"
1950,"62.18576817894737,35.91965934304867","49.6564252263158,25.712930848900072","102.21256781578947,66.35103554444088"
1960,"61.533709157894734,36.046034350508634","48.98478760526316,25.708939895338627","109.4458948526316,66.64629806320737"
1970,"71.87292220526317,30.668898764616376","50.386620205263156,25.708683532002215","110.61636573684211,70.95946530760027"
1980,"71.87292220526317,30.668898764616376","50.386620205263156,25.708683532002215","110.61636573684211,70.95946530760027"
1990,"72.57425964736844,31.421904023528","40.227163,25.47879490662866","110.02493538947368,79.87234353455446"
2000,"72.36444953684212,34.41667674282848","38.10916064736843,25.480991316835222","107.6419465368421,80.0587632294823"
2010,"72.36444953684212,34.41667674282848","38.10916064736843,25.480991316835222","107.6419465368421,80.0587632294823"
2020,"64.32964761052632,34.21448889663291","38.898125994736844,25.4809843880964","94.4078074526316,79.80548603247969"
2030,"62.353492300000006,34.21770605908616","39.43085940000001,18.387300009748735","84.22848362631579,79.80819628908422"
2040,"62.353492300000006,34.21770605908616","39.43085940000001,18.387300009748735","84.22848362631579,79.80819628908422"
2050,"62.86648867894736,34.214583519058","39.20881134210527,18.38706443262879","90.80978807894736,79.8075812433211"
2060,"62.04622543684211,34.21440779169711","37.510159263157895,18.41684415208554","95.08468950526317,79.86774758819266"
2070,"62.04622543684211,34.21440779169711","37.510159263157895,18.41684415208554","95.08468950526317,79.86774758819266"
2080,"62.51475618421053,34.21613127158278","39.486049510526314,18.415617765314053","95.21246851578945,86.45967290244218"
2090,"54.77646001578947,29.450993254975604","42.51793691578948,22.867429460761894","105.94045467894736,89.82482482854586"
2100,"54.77646001578947,29.450993254975604","42.51793691578948,22.867429460761894","105.94045467894736,89.82482482854586"
2110,"51.5975586631579,29.448080236031583","49.65088268947368,22.865496342630568","107.86055796842105,90.1796521639101"
2120,"51.28368695263158,29.446890696973238","49.09442897368422,22.873706898134582","108.66253367894737,90.17848965983035"
2130,"51.28368695263158,29.446890696973238","49.09442897368422,22.873706898134582","108.66253367894737,90.17848965983035"
2140,"52.59572147368421,29.446600070953302","49.8399472368421,22.874288912195627","108.4886075894737,90.10775263832666"
2150,"42.18899125263158,29.219215624703672","48.837278915789476,22.872896235692416","102.13956877368422,89.98000560570281"
2160,"42.18899125263158,29.219215624703672","48.837278915789476,22.872896235692416","102.13956877368422,89.98000560570281"
2170,"40.479180110526315,29.217748977114688","42.62619578421053,22.660606606926617","99.34640131052633,89.98650075931117"
2180,"38.9967672,29.243770144016008","41.23914014736842,22.710812248430486","91.8451775263158,89.84818980879984"
2190,"38.9967672,29.243770144016008","41.23914014736842,22.710812248430486","91.8451775263158,89.84818980879984"
2200,"44.35169294210526,29.377518941888788","43.88736995789474,27.807668741985616","88.87151117894737,89.84753421056882"
2210,"52.070222778947375,31.07772846973167","50.32263690526316,29.251458551487563","90.10217606842106,89.84672991995551"
2220,"52.070222778947375,31.07772846973167","50.32263690526316,29.251458551487563","90.10217606842106,89.84672991995551"
2230,"52.11573531578948,32.02804176120179","56.25989087894737,31.72891919088128","91.39054759473684,84.4862613983694"
2240,"50.4461020631579,34.41825828907651","60.01059498947369,34.790618016480835","91.40203022105263,84.48626815711405"
2250,"50.4461020631579,34.41825828907651","60.01059498947369,34.790618016480835","91.40203022105263,84.48626815711405"
2260,"53.15330861052631,34.644182846481804","48.747547526315785,35.04615683297326","92.78071735789474,84.48678182170742"
2270,"45.00430687894737,29.865851760318424","51.50309757894736,35.04699521037072","82.0884727631579,84.39787053584071"
2280,"45.00430687894737,29.865851760318424","51.50309757894736,35.04699521037072","82.0884727631579,84.39787053584071"
2290,"39.91217094736842,29.86462166879218","46.65052363157895,35.046212262883834","79.7755167368421,84.4058120608041"
2300,"42.73449757368421,29.91398753971354","49.115717826315795,30.73297534387504","81.34018851578948,84.3826633603789"
2310,"42.73449757368421,29.91398753971354","49.115717826315795,30.73297534387504","81.34018851578948,84.3826633603789"
2320,"40.01292526842106,29.91398078096889","47.329925157894735,30.527780743662923","82.38673193684211,84.38319054246158"
2330,"48.725430657894734,30.172908288498636","44.181849015789474,30.578900978691287","77.15969933684211,67.9403070376037"
2340,"60.35882543684211,30.21737406954897","51.054062063157886,31.395071768223154","81.57360622105263,67.93977985552102"
2350,"60.35882543684211,30.21737406954897","51.054062063157886,31.395071768223154","81.57360622105263,67.93977985552102"
2360,"60.65386198421053,40.42313931928763","51.43599625263158,33.39250938203202","80.29441078947369,67.93947571201178"
2370,"53.83458878421053,40.29637230463798","51.905687521052634,34.25774949990095","82.8574266368421,67.9379549944656"
2380,"53.83458878421053,40.29637230463798","51.905687521052634,34.25774949990095","82.8574266368421,67.9379549944656"
2390,"50.906088621052625,34.02037775029372","51.104723336842106,34.25698733863054","80.61545995789474,61.56187019060403"
2400,"50.84283086842105,34.01570745774078","50.619111636842106,34.25816522423027","83.79804186315789,61.56205267670958"
2410,"50.84283086842105,34.01570745774078","50.619111636842106,34.25816522423027","83.79804186315789,61.56205267670958"
2420,"51.46064957368421,29.20271752901377","51.21266642105263,34.25901745910537","80.05728918421053,61.69507828890484"
2430,"48.684504436842104,29.203197399883898","52.10312730526315,34.26043092182505","97.14095435263158,61.9813584360319"
2440,"48.684504436842104,29.203197399883898","52.10312730526315,34.26043092182505","97.14095435263158,61.9813584360319"
2450,"55.230383763157896,35.86655588633603","51.371662331578946,34.25752085151983","99.72423173157894,63.86485160128516"
2460,"52.284322289473685,29.209956144533592","49.656203789473686,34.04561230338924","92.40746648421053,67.33840703282526"
2470,"52.284322289473685,29.209956144533592","49.656203789473686,34.04561230338924","92.40746648421053,67.33840703282526"
2480,"50.51745016842106,29.208367839540912","41.82934728421053,34.045037218067016","91.56595711052631,69.53660086645755"
2490,"49.35556965263158,29.206536219740848","39.81269778947369,34.04388704742257","84.19543908947368,70.96106713008224"
2500,"49.35556965263158,29.206536219740848","39.81269778947369,34.04388704742257","84.19543908947368,70.96106713008224"
2510,"53.16547443157895,34.435506605422525","39.52191313157895,34.04435127292365","92.58757996842104,71.61215727842115"
2520,"50.51512745263158,34.39640726762405","41.8284724631579,23.71039368331825","88.50728221052631,71.60715580738038"
2530,"50.51512745263158,34.39640726762405","41.8284724631579,23.71039368331825","88.50728221052631,71.60715580738038"
2540,"50.28011277894736,30.166791624590665","41.2858602,23.741365145852377","90.83535872631579,71.60700711499808"
2550,"52.36264088947368,34.60207586731422","43.92614959473684,23.924276922013096","91.88115488947369,71.6089130809893"
2560,"52.36264088947368,34.60207586731422","43.92614959473684,23.924276922013096","91.88115488947369,71.6089130809893"
2570,"66.41145661052632,37.85254541420189","48.20374118421053,24.118725048312363","90.9334395263158,71.60676380019069"
2580,"68.64100437894737,37.852977973859474","50.621203636842104,30.646892692751106","90.98442483684211,66.96003223110148"
2590,"68.64100437894737,37.852977973859474","50.621203636842104,30.646892692751106","90.98442483684211,66.96003223110148"
2600,"69.61538715789474,37.85304556130597","49.713621568421054,30.64857637628484","89.86611122631581,66.96156646613697"
2610,"71.17156740526316,37.85244403303215","48.20328158421053,30.647502421767438","91.67454385263157,62.816462166203344"
2620,"71.17156740526316,37.85244403303215","48.20328158421053,30.647502421767438","91.67454385263157,62.816462166203344"
2630,"67.36559586315789,37.85668852467216","49.02731716842105,30.648278440515494","86.18544645789474,62.58872626523193"
2640,"68.99108937894736,37.85499883850973","50.54876631052632,30.649241535211747","81.83683278421053,62.59072009490359"
2650,"68.99108937894736,37.85499883850973","50.54876631052632,30.649241535211747","81.83683278421053,62.59072009490359"
2660,"70.63938885789473,37.941909535960136","50.52859312105264,30.672944750721644","78.84907526315789,63.42451938735765"
