,k8s-master,k8s-node01,k8s-node02
2670,"68.38723026842105,38.04277028236751","49.65563927894737,30.925109271407777","92.86331772105264,66.52864859509016"
2680,"68.38723026842105,38.04277028236751","49.65563927894737,30.925109271407777","92.86331772105264,66.52864859509016"
2690,"78.27283381052632,44.3445021363378","51.89242267894737,37.405468617975046","90.84849774210525,67.8531395078566"
2700,"80.22387816315789,44.34485359105959","51.27246507894737,37.49497406607703","92.72106814736841,62.23664298019546"
2710,"80.22387816315789,44.34485359105959","51.27246507894737,37.49497406607703","92.72106814736841,62.23664298019546"
2720,"69.1767907263158,44.13378475439431","59.90965893684211,37.59009872136361","92.75676349999999,62.23864356861177"
2730,"65.10831610526316,44.133953723010556","61.29781383684212,37.59117960461983","94.16227701578948,62.23326360787061"
2740,"65.10831610526316,44.133953723010556","61.29781383684212,37.59117960461983","94.16227701578948,62.23326360787061"
2750,"67.7067805894737,44.1384482882026","61.13703117894737,37.5908539538952","91.3538380473684,55.483866302027884"
2760,"66.56312352631579,44.13884705413694","59.97370989473685,37.59221891544313","93.97085126842104,55.48174405620788"
2770,"66.56312352631579,44.13884705413694","59.97370989473685,37.59221891544313","93.97085126842104,55.48174405620788"
2780,"64.189166,43.939031527313404","61.58285097368422,37.617986895121966","95.52210803157895,55.56893862093358"
2790,"61.701758842105264,43.942735319381434","61.65953171578948,37.61706537285865","91.74942756842105,55.68364803512817"
2800,"61.701758842105264,43.942735319381434","61.65953171578948,37.61706537285865","91.74942756842105,55.68364803512817"
2810,"60.25380213157894,43.940971287027864","61.373285936842095,37.6262043793648","101.93802195263159,59.356863542364856"
2820,"63.810935426315794,48.07435592373892","68.74750551578947,43.78592247946859","101.60135591052632,59.323238787732635"
2830,"63.810935426315794,48.07435592373892","68.74750551578947,43.78592247946859","101.60135591052632,59.323238787732635"
2840,"67.81267621052632,45.37001997952506","66.4431118736842,38.68961335628039","101.3448357631579,59.34667135543312"
2850,"70.51215865263158,45.36993887458926","70.09163336842106,28.44073375066975","100.14538478947368,59.332004879543284"
2860,"70.51215865263158,45.36993887458926","70.09163336842106,28.44073375066975","100.14538478947368,59.332004879543284"
2870,"66.37548536315789,45.37002673826971","69.80458761052631,28.441087116349667","93.46333369473683,53.42188144932087"
2880,"67.01795537368422,45.36929679384754","64.05371757368421,28.43850269676908","91.52368915263156,53.403504422618354"
2890,"67.01795537368422,45.36929679384754","64.05371757368421,28.43850269676908","91.52368915263156,53.403504422618354"
2900,"69.74090494210526,39.10308890175604","68.23257730526315,28.43690215810121","90.96973489473683,53.59670313842984"
2910,"69.62115074210527,39.10175742906005","70.45453239473683,28.439936945705224","90.88492821578947,54.452319658613106"
2920,"69.62115074210527,39.10175742906005","70.45453239473683,28.439936945705224","90.88492821578947,54.452319658613106"
2930,"69.92384040526315,39.10393374483725","70.35908061578947,28.440387313728653","99.15821606842104,61.48403648721817"
2940,"71.2602323631579,39.1016830828689","71.2970115631579,28.438918421098396","97.45299354210525,62.85772430228972"
2950,"71.2602323631579,39.1016830828689","71.2970115631579,28.438918421098396","97.45299354210525,62.85772430228972"
2960,"69.5728472,39.101068037105776","70.41698399473685,28.429640839815804","106.19907232105264,63.036918899187036"
2970,"68.80380856842105,32.709796334016346","69.32732483157895,28.429287474135883","106.32172610526317,62.929819831468"
2980,"69.2720396631579,32.708627071191955","69.45493805263158,28.42963391107698","107.55123755263159,62.94297910730095"
2990,"69.2720396631579,32.708627071191955","69.45493805263158,28.42963391107698","107.55123755263159,62.94297910730095"
3000,"71.66056772105263,32.709803092761","70.74042105789474,28.430500003429724","107.57580675263158,62.928272078943216"
3010,"67.52858186842104,32.76506258901689","62.84271721578947,28.303191356315175","106.06877271578946,62.95798352042327"
3020,"67.52858186842104,32.76506258901689","62.84271721578947,28.303191356315175","106.06877271578946,62.95798352042327"
3030,"75.11741518947369,29.19302548918611","59.67060915789474,28.306025210493353","103.22853769473684,67.89106958283068"
3040,"79.69234995263159,29.191788638915217","59.00110427368421,28.30668344068144","107.64210413684208,68.91795945118183"
3050,"79.69234995263159,29.191788638915217","59.00110427368421,28.30668344068144","107.64210413684208,68.91795945118183"
3060,"78.18760617894736,28.95874036464914","59.679137768421064,28.30463253399014","109.92264396842104,63.11299532896398"
3070,"82.58266957368421,29.816060088484132","61.538701168421056,28.30622614391919","109.9519497,56.938719881597606"
3080,"82.58266957368421,29.816060088484132","61.538701168421056,28.30622614391919","109.9519497,56.938719881597606"
3090,"91.53860490526317,34.88171892719527","54.748823484210526,28.074951770781244","109.49648572105264,50.52731387819674"
3100,"79.8288806263158,36.570343966708585","50.11574252631579,28.073455163195703","102.65468712631579,50.54323748059142"
3110,"79.8288806263158,36.570343966708585","50.11574252631579,28.073455163195703","102.65468712631579,50.54323748059142"
3120,"80.41215748947369,36.526060671763794","51.12425166842105,23.45543688088687","111.12560983684207,40.8038526466602"
3130,"81.8335410631579,36.53202864328948","50.50949963157895,23.45145285606425","109.64512361578949,40.84695992003594"
3140,"81.8335410631579,36.53202864328948","50.50949963157895,23.45145285606425","109.64512361578949,40.84695992003594"
3150,"80.04151527368421,36.53157580739795","49.974746610526324,23.457321497846443","109.62964944736842,41.61942360479403"
3160,"80.1479891631579,36.53216381818247","47.60334112631578,23.45543688088687","111.34452228947369,45.99352769094856"
3170,"80.1479891631579,36.53216381818247","47.60334112631578,23.45543688088687","111.34452228947369,45.99352769094856"
3180,"80.27391795789474,36.53098103786877","50.48511556842106,23.45734228406291","111.48358916842105,48.84006086384732"
3190,"73.90794409473683,36.33953959566621","51.1113398736842,23.432655187640293","111.25655780526317,49.6821598947312"
3200,"73.90794409473683,36.33953959566621","51.1113398736842,23.432655187640293","111.25655780526317,49.6821598947312"
3210,"69.6851419368421,36.33417315241436","39.673162215789475,23.25521711514892","106.1108347105263,53.758216859323554"
3220,"70.30619128947367,36.33422722237155","35.96910565789474,23.123397859061278","112.15307473157895,55.69861189578259"
3230,"70.30619128947367,36.33422722237155","35.96910565789474,23.123397859061278","112.15307473157895,55.69861189578259"
3240,"69.91711569473685,36.33459219458263","28.95323140526316,23.121977467602775","110.88710505263157,52.113652076181594"
3250,"69.9436025894737,36.364087356233895","29.278342957894733,23.120820368219512","110.74354773157894,51.95896468738407"
3260,"69.9436025894737,36.364087356233895","29.278342957894733,23.120820368219512","110.74354773157894,51.95896468738407"
3270,"66.97212605263158,30.467116443099783","21.370172673684213,22.936952426101364","112.16606259473686,52.09201733455793"
3280,"61.10186315263157,30.463683000817742","18.692412636842107,22.936855423757855","107.64561123684211,52.33986050086218"
3290,"61.10186315263157,30.463683000817742","18.692412636842107,22.936855423757855","107.64561123684211,52.33986050086218"
3300,"59.1740417631579,30.58550937312846","17.027577036842107,22.935656751941657","111.29183072105263,52.87316600619088"
3310,"59.1740417631579,30.58550937312846","17.027577036842107,22.935656751941657","111.29183072105263,52.87316600619088"
3320,"71.67502578947368,31.264323892020403","17.993309936842103,22.933945353452636","111.56460215789474,56.410125221289746"
3330,"70.43985244210525,34.10118530132545","17.038354868421052,22.937562155117696","107.04403940526315,58.5880630972069"
3340,"70.98903914736842,35.811810054673515","18.100950415789473,22.93733350673657","111.79547226842105,56.060752192857805"
3350,"70.98903914736842,35.811810054673515","18.100950415789473,22.93733350673657","111.79547226842105,56.060752192857805"
3360,"66.5562183368421,37.26869801638279","17.522436263157893,22.93673070645906","112.57140719473684,56.452090266819695"
3370,"61.70313755789474,37.297172607591946","19.779205705263156,22.965360255271367","111.11325654736841,57.40766862037192"
3380,"61.70313755789474,37.297172607591946","19.779205705263156,22.965360255271367","111.11325654736841,57.40766862037192"
3390,"67.38489307894737,37.3984659136569","24.647679226315788,20.700404035546924","103.16461733157897,57.78548244628978"
3400,"67.39857523157895,41.014353748774894","26.019540636842105,20.699863593918813","111.44534263684211,58.60376366102814"
3410,"67.39857523157895,41.014353748774894","26.019540636842105,20.699863593918813","111.44534263684211,58.60376366102814"
3420,"60.57434893157895,41.012528887719476","26.11349143157895,20.700002168695253","111.17151199473683,59.45280392266726"
3430,"58.641134868421055,41.01234640161393","27.204878321052632,20.700154600949332","111.7327734736842,62.22645079326372"
3440,"58.641134868421055,41.01234640161393","27.204878321052632,20.700154600949332","111.7327734736842,62.22645079326372"
3450,"59.76688553684211,41.01211660429585","27.84863994736842,20.70045253671868","111.12733512105264,62.71549327988158"
3460,"59.47613820526315,41.01599612372477","27.251468636842105,20.70134634402671","106.09167066842106,59.54393207677907"
3470,"59.47613820526315,41.01599612372477","27.251468636842105,20.70134634402671","106.09167066842106,59.54393207677907"
3480,"51.53495265263158,40.813348682893015","28.385701,20.701117695645586","108.95481512631581,59.34942216450555"
3490,"48.7330774631579,40.81329461293582","28.07221135789474,20.70183828448307","108.34986026315788,59.41583358943343"
3500,"48.7330774631579,40.81329461293582","28.07221135789474,20.70183828448307","108.34986026315788,59.41583358943343"
3510,"50.7910606,40.81434897710117","26.53277605789474,20.702281723767673","108.88822459473685,59.50300787792518"
3520,"49.730440210526325,40.80696842794371","25.234943031578947,20.702752878007566","103.37589614736841,64.88644261383095"
3530,"48.58819346842105,40.80776595981237","28.310225021052627,20.70223322259592","110.91430893157896,66.2589476485888"
3540,"48.58819346842105,40.80776595981237","28.310225021052627,20.70223322259592","110.91430893157896,66.2589476485888"
3550,"49.89805813157895,40.80645476335033","27.406155236842103,20.702274795028853","109.71387503157895,70.03470007090598"
3560,"49.884758189473686,40.80731988266549","28.60034007368421,20.70272516305228","112.10544537368422,71.69760808702722"
3570,"49.884758189473686,40.80731988266549","28.60034007368421,20.70272516305228","112.10544537368422,71.69760808702722"
3580,"51.26948893157895,40.80742126383524","27.895547894736836,20.70206000412537","108.27720403157893,71.85499897368463"
3590,"50.36020201578946,40.80644124586103","27.264155842105264,20.702475728454687","104.52803936842105,71.85414737185876"
3600,"50.36020201578946,40.80644124586103","27.264155842105264,20.702475728454687","104.52803936842105,71.85414737185876"
3610,"50.99397084210526,40.841519130592935","27.268742768421056,20.72963638463674","111.03953772631579,71.65252050146911"
3620,"50.7599189368421,40.8357201276835","34.939298131578944,26.522650982588704","108.26944372631577,71.88172980877417"
3630,"50.7599189368421,40.8357201276835","34.939298131578944,26.522650982588704","108.26944372631577,71.88172980877417"
3640,"49.807378263157894,40.833672228054645","37.49785676842105,26.519470691469426","108.89116330526316,72.11321005428151"
3650,"60.12354866842106,40.93655383911227","37.63040944210526,26.519214328133014","110.06287384736842,73.222516054891"
3660,"60.12354866842106,40.93655383911227","37.63040944210526,26.519214328133014","110.06287384736842,73.222516054891"
3670,"62.91600276315789,41.734491232455056","36.44660828421053,26.52037142751628","99.13160502105262,73.8373996081415"
3680,"61.87789017894737,45.31630823579395","38.75784147894737,26.520925726622036","113.53664960526316,75.06326691897962"
3690,"61.87789017894737,45.31630823579395","38.75784147894737,26.520925726622036","113.53664960526316,75.06326691897962"
3700,"58.24732598421053,46.85032699144553","37.53768084736842,26.52104351518201","110.16549050526316,75.6694452091213"
3710,"61.508737494736835,46.851354320632275","37.5987861631579,26.519810199671703","103.69469596842106,76.59954309534419"
3720,"61.508737494736835,46.851354320632275","37.5987861631579,26.519810199671703","103.69469596842106,76.59954309534419"
3730,"62.491486610526316,46.908141293179","38.76017978421053,26.51440578339058","108.20842494736841,76.63237031810775"
3740,"62.1039889736842,45.34215367533437","37.40784090526316,26.281766448704712","109.86185894210527,76.74982378263012"
3750,"62.1039889736842,45.34215367533437","37.40784090526316,26.281766448704712","109.86185894210527,76.74982378263012"
3760,"62.26565360526317,46.78380066785859","28.214487384210525,19.2374631919411","105.97551274210525,76.7493709467386"
3770,"65.55234725263158,46.59130486149068","29.507673757894743,19.225164680532135","110.22259857894737,71.31756387537497"
3780,"65.55234725263158,46.59130486149068","29.507673757894743,19.225164680532135","110.22259857894737,71.31756387537497"
3790,"58.938504068421054,46.59758373527025","29.84783690526316,19.226661288117675","104.02899867894737,71.76397220074256"
3800,"61.82879748421052,46.598408302117505","28.997294268421058,19.22855976255489","108.97455226842106,74.12885695367022"
3810,"61.82879748421052,46.598408302117505","28.997294268421058,19.22855976255489","108.97455226842106,74.12885695367022"
3820,"60.61170319473685,46.598976036668084","29.250481089473684,19.228538976338427","108.23961921052631,74.93600651597055"
3830,"61.135871447368416,39.73976940650179","30.819910010526318,19.226481140908305","109.91719361052631,76.73201449047818"
3840,"61.135871447368416,39.73976940650179","30.819910010526318,19.226481140908305","109.91719361052631,76.73201449047818"
3850,"63.46572072631579,39.75645674704188","28.870200084210527,13.633305228059092","100.80078460526315,77.25175519529495"
3860,"62.18229161052631,39.79419081842112","32.64766502631579,13.782855126792109","108.18922219473684,70.94053406383648"
3870,"62.18229161052631,39.79419081842112","32.64766502631579,13.782855126792109","108.18922219473684,70.94053406383648"
3880,"72.85290641052633,41.3182133907358","38.92627910526316,15.97799044540774","109.48793331052633,70.93872947901501"
3890,"71.51818208421054,44.31310100869533","40.93792575263158,17.41469215509483","108.80288400526315,70.92219758960186"
3900,"71.51818208421054,44.31310100869533","40.93792575263158,17.41469215509483","108.80288400526315,70.92219758960186"
3910,"71.71433896315789,45.70492253566201","39.19644816315789,20.658734600271703","110.64980499473684,72.18561648571367"
3920,"70.83369979473684,45.787690122642154","29.00781143684211,20.59938995226168","110.68697228947367,72.16119714129432"
3930,"70.83369979473684,45.787690122642154","29.00781143684211,20.59938995226168","110.68697228947367,72.16119714129432"
3940,"70.80474961578946,45.78847413702152","29.670240810526316,20.599438453433436","110.00766466842106,72.12008369759025"
3950,"71.29842900526316,45.78894049040235","28.983308094736838,20.599715602986315","100.22257190526315,72.1145009745096"
3960,"71.29842900526316,45.78894049040235","28.983308094736838,20.599715602986315","100.22257190526315,72.1145009745096"
3970,"60.69949037368421,45.65890224334225","29.70523942105263,13.860283783127427","110.0886833473684,68.22742526906731"
3980,"62.7026150263158,45.65951053036072","29.98660958947368,16.744828614527307","111.0842114368421,63.85080017115845"
3990,"62.7026150263158,45.65951053036072","29.98660958947368,16.744828614527307","111.0842114368421,63.85080017115845"
4000,"62.02333476842105,45.66193691968996","31.981712800000004,14.984104433831618","110.15769474210526,65.22110185516051"
4010,"54.173921889473675,45.55245201510958","38.06415588421052,15.080316901113248","111.62341355263158,70.720651824148"
4020,"54.173921889473675,45.55245201510958","38.06415588421052,15.080316901113248","111.62341355263158,70.720651824148"
4030,"50.94921225789474,45.423468132214836","39.87511859999999,15.080157540120343","106.97143174736843,72.60155639020044"
4040,"41.487292163157896,45.42101470790699","39.90254591052632,15.079464666238147","114.28866498947369,73.3980609296775"
4050,"41.487292163157896,45.42101470790699","39.90254591052632,15.079464666238147","114.28866498947369,73.3980609296775"
4060,"40.987162442105266,45.44806320399507","39.45370949473684,15.08625483028366","112.7445255631579,75.25666163838594"
4070,"41.55758890526316,45.44710346225481","38.375277573684215,15.082374736543366","101.98703703684211,75.25382296563306"
4080,"41.55758890526316,45.44710346225481","38.375277573684215,15.082374736543366","101.98703703684211,75.25382296563306"
4090,"42.67398420526315,45.4936036254447","39.877478478947374,15.112625610240011","111.72305455263158,74.89290600133945"
4100,"41.687002594736846,49.10950497805199","39.92081812631579,15.114226148907882","112.09557466315789,74.89358863454906"
4110,"41.687002594736846,49.10950497805199","39.92081812631579,15.114226148907882","112.09557466315789,74.89358863454906"
4120,"34.35608267894737,54.49878602807974","44.99639361052632,15.274474020381994","111.09404054210526,74.89045933577626"
4130,"40.06477266842106,54.6033978777677","50.245241873684215,15.275298540301806","100.76919420526315,74.60663261295704"
4140,"40.06477266842106,54.6033978777677","50.245241873684215,15.275298540301806","100.76919420526315,74.60663261295704"
4150,"52.57282091578947,54.80561275894187","47.68032727368421,19.114789871098434","106.20801452105263,74.60019828805054"
4160,"53.80051687368422,54.805065300625245","39.105163789473686,21.851794138023664","108.517115,74.60141486208748"
4170,"53.80051687368422,54.805065300625245","39.105163789473686,21.851794138023664","108.517115,74.60141486208748"
4180,"53.7587222631579,54.80084784396384","39.46435488421053,21.853152170832768","107.04999565263158,74.60009014813613"
4190,"49.16173394736841,54.78320076168349","40.65345002105263,21.852396938301176","105.99269748421052,69.91838883422942"
4200,"49.16173394736841,54.78320076168349","40.65345002105263,21.852396938301176","105.99269748421052,69.91838883422942"
4210,"46.90509614736842,54.69339056277836","39.442270115789476,21.849805589981763","98.75098398421052,69.96107030669224"
4220,"43.46279822631578,54.694012367286135","39.150273757894745,21.86470237844896","97.57569548421054,70.13527019129343"
4230,"43.46279822631578,54.694012367286135","39.150273757894745,21.86470237844896","97.57569548421054,70.13527019129343"
4240,"43.225199094736844,48.766099921145724","40.624515610526316,21.865104245300635","101.98180942631579,69.92070708364426"
4250,"43.87914814736842,42.570770984195555","39.45561218421053,21.863094911042268","92.3861510631579,69.74541228240982"
4260,"43.87914814736842,42.570770984195555","39.45561218421053,21.863094911042268","92.3861510631579,69.74541228240982"
4270,"51.7606410368421,44.241796252641066","38.206910026315796,21.861016289395682","95.1556510263158,75.52885656166303"
4280,"54.1355937631579,45.490839298882975","40.9093085631579,21.859554325504252","96.33786598421052,76.47435762694258"
4290,"54.1355937631579,45.490839298882975","40.9093085631579,21.859554325504252","96.33786598421052,76.47435762694258"
4300,"53.94037437368421,46.8001500711662","40.105749631578945,21.861341940120315","90.8214084368421,75.24366457242458"
4310,"54.009960205263155,42.942718219757474","41.711988336842104,21.85888223783852","87.97545074210527,69.62272079078394"
4320,"54.0427807,42.93600678632033","40.784437947368424,21.911880161087634","89.72851407894737,69.64232790901269"
4330,"54.0427807,42.93600678632033","40.784437947368424,21.911880161087634","89.72851407894737,69.64232790901269"
4340,"54.1501943263158,42.9366285908281","42.880542121052635,30.918533898265743","88.30998624210527,69.65147249052373"
4350,"53.67671291052631,42.93687866438014","40.74484610526315,30.914743878130135","95.42039063157894,74.6714489741476"
4360,"53.67671291052631,42.93687866438014","40.74484610526315,30.914743878130135","95.42039063157894,74.6714489741476"
4370,"54.13658485789473,42.93666238455135","40.659606873684204,30.914667662003094","92.88436078421053,74.77208668198153"
4380,"53.84345174736843,42.93719632537867","55.963395684210525,31.201642166530714","97.26117302105263,74.78418483490448"
4390,"53.84345174736843,42.93719632537867","55.963395684210525,31.201642166530714","97.26117302105263,74.78418483490448"
4400,"53.6383466631579,42.93826420703333","59.35885021578947,31.201940102300057","98.1380737631579,74.77107287028407"
4410,"51.4098422,42.93709494420893","60.43959348947369,31.202917054473954","97.95485104736844,74.77030913213866"
4420,"51.4098422,42.93709494420893","60.43959348947369,31.202917054473954","97.95485104736844,74.77030913213866"
4430,"54.1800517631579,42.936344723552814","60.99071387368421,31.20290319699631","99.73407751052632,68.81536170739948"
4440,"54.3492806,42.96453544748668","60.84299412631578,31.203041771772746","96.57361279473686,68.85706992063274"
4450,"54.3492806,42.96453544748668","60.84299412631578,31.203041771772746","96.57361279473686,68.85706992063274"
4460,"56.59238360526316,43.270361884140655","61.81716474210526,31.20340206619149","99.75638271052632,72.68685850642422"
4470,"60.3287654,43.37327053017688","60.4114299368421,31.23399937682923","100.59894067894736,67.58423609322391"
4480,"60.3287654,43.37327053017688","60.4114299368421,31.23399937682923","100.59894067894736,67.58423609322391"
4490,"63.156981131578945,43.37210802609714","61.13160175789475,31.23318178564824","99.54957930526315,67.68515766833312"
4500,"63.377423310526304,43.37360846740937","60.02495104736842,31.233798443403394","103.46895808947369,56.97481157802697"
4510,"63.377423310526304,43.37360846740937","60.02495104736842,31.233798443403394","103.46895808947369,56.97481157802697"
4520,"64.02960772105264,43.373892334684655","61.52479415789473,31.2331055695212","99.84433123157896,56.98743015428795"
4530,"63.43262528421052,43.371878228779046","60.34021268947369,31.23623735946872","106.97931150000001,56.98905901174852"
4540,"63.43262528421052,43.371878228779046","60.34021268947369,31.23623735946872","106.97931150000001,56.98905901174852"
4550,"63.71199199473684,43.37655528007663","59.581195242105274,31.24003430834315","106.75673787894738,56.98651096501559"
4560,"64.08481853157895,43.371499739078665","61.81620821052632,31.26698017362172","107.58824050526314,57.05514601693322"
4570,"64.08481853157895,43.371499739078665","61.81620821052632,31.26698017362172","107.58824050526314,57.05514601693322"
4580,"60.922506347368426,43.177773841184504","60.282630378947374,31.434440862209488","107.1363492368421,61.186347579122426"
4590,"52.77848814210527,43.17600305008629","70.60458396842105,31.407065415123952","108.38125618947367,61.35734381875967"
4600,"52.77848814210527,43.17600305008629","70.60458396842105,31.407065415123952","108.38125618947367,61.35734381875967"
4610,"53.13232984210526,43.176138224979276","70.85920589999999,31.401875789746313","107.24785696842105,61.2520628533514"
4620,"50.28474706315789,43.17632071108482","71.29398662631579,33.36099054913096","111.27870976842107,61.37029357350848"
4630,"50.28474706315789,43.17632071108482","71.29398662631579,33.36099054913096","111.27870976842107,61.37029357350848"
4640,"53.21393016842106,43.176868169401445","70.86957256842106,33.360311532726406","104.25066501578947,61.36577873208248"
4650,"52.67029223684211,43.174036255393226","70.15319066315789,33.35644529646376","109.88323672631577,61.367015582353375"
4660,"52.67029223684211,43.174036255393226","70.15319066315789,33.35644529646376","109.88323672631577,61.367015582353375"
4670,"53.77824524736841,43.17430660517921","69.34294290526316,33.35517733725934","109.26724269473684,61.357330301270366"
4680,"53.29580082105263,43.197833795304796","69.63580701052632,33.359881950919444","109.80623638421051,61.44087514388522"
4690,"53.29580082105263,43.197833795304796","69.63580701052632,33.359881950919444","109.80623638421051,61.44087514388522"
4700,"52.44675882631579,43.19975327878531","71.77979859999999,33.35181689893069","101.68581454210526,61.45533885743557"
4710,"52.57971145789473,43.200050663549895","70.21697859999999,33.35472696923591","108.60970206315791,66.27499966713182"
4720,"52.57971145789473,43.200050663549895","70.21697859999999,33.35472696923591","108.60970206315791,66.27499966713182"
4730,"60.475202063157894,43.40115035185687","70.71381594736842,33.35399252292079","109.10240713157894,66.27867642422126"
4740,"64.1327660368421,44.450722567252384","70.17728868947368,28.78410126046924","0.0,67.77095993166098"
4750,"64.1327660368421,44.450722567252384","70.17728868947368,28.78410126046924","0.0,67.77095993166098"
4760,"63.435251842105274,45.464020600112995","69.40130603157894,28.784523913537377","111.4628496263158,70.39932758601229"
4770,"63.78830705789473,47.26639531208064","70.14895029473685,28.78410818920806","110.31654995789474,71.89499046577686"
4780,"63.78830705789473,47.26639531208064","70.14895029473685,28.78410818920806","110.31654995789474,71.89499046577686"
4790,"64.31509072105263,48.319272553609856","71.26744832105263,28.7853207185019","111.99273493157895,71.91465841270747"
4800,"64.21015749473685,43.67727210577544","66.60441475789473,28.81175385710765","106.3893437631579,71.96001634805155"
4810,"64.21015749473685,43.67727210577544","66.60441475789473,28.81175385710765","106.3893437631579,71.96001634805155"
4820,"64.01957055263158,43.672189529798864","69.26818542631578,28.812550662072173","111.18037878421055,71.81179707788378"
4830,"69.09065417368421,43.84889014992044","78.1353108736842,30.93379098115168","110.98989766842105,71.92722291901124"
4840,"69.09065417368421,43.84889014992044","78.1353108736842,30.93379098115168","110.98989766842105,71.92722291901124"
4850,"75.1544643368421,43.84902532481344","80.20364182631579,35.02052742807086","112.31042309473685,72.32614430447009"
4860,"74.45816116315788,45.011123879881694","78.96703569473684,35.02142816411771","111.29461328947367,74.56393762300493"
4870,"74.45816116315788,45.011123879881694","78.96703569473684,35.02142816411771","111.29461328947367,74.56393762300493"
4880,"72.76847783684211,45.86240804474451","79.00015084210526,35.0223081139481","111.3056667473684,75.22953203736208"
4890,"74.36283798421053,47.07063503204692","78.52327264210525,35.022903985486785","109.1286414263158,77.23564234805008"
4900,"74.02808308947368,47.474578164780496","79.73152814210526,35.02249518989629","101.1946049368421,77.87124821239652"
4910,"74.02808308947368,47.474578164780496","79.73152814210526,35.02249518989629","101.1946049368421,77.87124821239652"
4920,"75.98609576315789,37.252801448966714","79.28109535789474,35.02298020161383","110.24743327368422,78.23728154638997"
4930,"78.27922446315789,42.43097986860595","78.64446827894736,35.01722241965278","112.5449748210526,78.21596446576483"
4940,"78.27922446315789,42.43097986860595","78.64446827894736,35.01722241965278","112.5449748210526,78.21596446576483"
4950,"84.23966758947368,44.50828003668917","79.88927345789475,35.01641175721062","110.68164224736842,82.1418015717731"
4960,"89.64917482105261,46.35999358459958","80.7572750368421,35.01643947216591","107.09094087894736,78.51911443953752"
4970,"89.64917482105261,46.35999358459958","80.7572750368421,35.01643947216591","107.09094087894736,78.51911443953752"
4980,"90.97172215263157,46.36308233090449","79.57633772631578,35.01711848857045","103.5714202842105,78.64476626131997"
4990,"85.94569186315789,46.36244700890742","81.07609841052631,35.01720856217514","111.16750098421052,78.68021587700761"
5000,"85.94569186315789,46.36244700890742","81.07609841052631,35.01720856217514","111.16750098421052,78.68021587700761"
5010,"92.28227242631579,46.36144671469926","79.45930187894737,35.01805386831142","110.4599004894737,74.52208071738937"
5020,"88.46885542105264,40.47405294273376","73.29779609473684,35.017707431370326","112.22457685789473,74.52071545097014"
5030,"88.46885542105264,40.47405294273376","73.29779609473684,35.017707431370326","112.22457685789473,74.52071545097014"
5040,"81.0831757,40.4788989626476","78.90732896842106,35.02084615005667","110.87232370526317,74.58970195760956"
5050,"81.71105323157896,45.37077020018118","81.81615957894738,35.02122030195305","103.26592147894736,75.73737735159537"
5060,"81.71105323157896,45.37077020018118","81.81615957894738,35.02122030195305","103.26592147894736,75.73737735159537"
5070,"85.72531256842105,45.45666708593413","78.56401081578947,35.02619513642721","108.34679702105264,78.70501371112734"
5080,"85.87996705789475,45.33761855767443","79.7820456368421,35.02043042572735","109.52698024210527,74.14988340827541"
5090,"85.87996705789475,45.33761855767443","79.7820456368421,35.02043042572735","109.52698024210527,74.14988340827541"
5100,"80.55041255789473,45.33532058449353","79.86401788947369,35.02104015474368","112.18440317894736,76.50239965849416"
5110,"82.58753651052632,45.33533410198283","80.44920287894737,35.020804577623736","111.13507811578948,78.19544491700836"
5120,"82.58753651052632,45.33533410198283","80.44920287894737,35.020804577623736","111.13507811578948,78.19544491700836"
5130,"83.96692891578947,38.40579597499183","71.21168230526315,34.821457832977345","110.88704195263158,79.24159044886648"
5140,"72.88781659473685,38.20243210722721","69.23311972631579,34.82194977343371","110.97851161578947,79.21671150981096"
5150,"72.88781659473685,38.20243210722721","69.23311972631579,34.82194977343371","110.97851161578947,79.21671150981096"
5160,"63.212900884210526,38.20218203367517","58.17791034210526,34.45347944288228","102.76820921578947,79.18774353024237"
5170,"68.55431239473684,38.04576440624732","50.39099960000001,34.45313300594118","111.54786508947369,79.2078913480431"
5180,"68.55431239473684,38.04576440624732","50.39099960000001,34.45313300594118","111.54786508947369,79.2078913480431"
5190,"59.65719713157895,38.04754195609019","51.4988945368421,34.45169182826622","111.5524221789474,79.33092077690148"
5200,"59.125962236842106,44.678850475413476","50.58332828421052,34.4508950233017","108.34297455263157,69.40720470013918"
5210,"59.125962236842106,44.678850475413476","50.58332828421052,34.4508950233017","108.34297455263157,69.40720470013918"
5220,"62.24111631578947,48.0868528425962","42.89004774210527,34.22005716070953","98.7377902842105,67.81108659864621"
5230,"70.21551267894738,48.134150537654754","39.776975336842106,34.22054217242707","107.6286362631579,56.78454615739346"
5240,"70.21551267894738,48.134150537654754","39.776975336842106,34.22054217242707","107.6286362631579,56.78454615739346"
5250,"70.55660484736842,48.135340076713106","40.338037615789474,34.21960679268611","106.41104759473686,56.77894315807886"
5260,"68.75408715263157,48.137807018510244","40.41776599473684,34.220978682972856","107.82510454210528,56.79907069964565"
5270,"68.75408715263157,48.137807018510244","40.41776599473684,34.220978682972856","107.82510454210528,56.79907069964565"
5280,"71.96963268421054,42.717854785262176","39.94561867368421,34.22114497270458","108.17781825263157,56.79704307625074"
5290,"68.9980148368421,42.714630864064276","33.630748436842104,34.05993400653421","100.40357007368421,56.73597781834076"
5300,"68.9980148368421,42.714630864064276","33.630748436842104,34.05993400653421","100.40357007368421,56.73597781834076"
