124,1,22.74
124,2,22.74
124,3,22.74
204,4,22.45
204,5,22.28
205,6,22.16
285,7,23.06
285,8,18.93
285,9,19.98
365,10,20.48
365,11,17.70
365,12,18.30
445,13,16.13
445,14,16.77
445,15,17.32
525,16,17.41
525,17,17.49
525,18,15.96
605,19,14.60
605,20,11.94
605,21,9.53
685,22,7.50
685,23,6.74
685,24,4.99
765,25,2.19
765,26,-0.39
765,27,-2.79
845,28,-6.02
845,29,-9.02
846,30,-11.83
925,31,-15.40
925,32,-18.75
925,33,-21.90
1005,34,-25.36
1006,35,-28.62
1006,36,-31.70
1086,37,-31.11
1086,38,-33.45
1086,39,-32.85
1166,40,-36.21
1166,41,-39.41
1166,42,-42.46
1246,43,-44.70
1246,44,-46.83
1246,45,-48.87
1326,46,-50.60
1326,47,-52.25
1326,48,-53.84
1406,49,-55.41
1406,50,-56.93
1406,51,-58.38
1486,52,-60.33
1486,53,-62.20
1486,54,-60.86
1566,55,-62.96
1566,56,-64.98
1566,57,-66.93
1647,58,-69.67
1647,59,-68.32
1647,60,-70.94
1727,61,-73.27
1727,62,-75.53
1727,63,-74.17
1807,64,-76.58
1807,65,-75.25
1808,66,-77.57
1887,67,-76.27
1887,68,-78.13
1887,69,-79.94
1968,70,-81.36
1968,71,-80.07
1968,72,-81.45
2047,73,-82.76
2048,74,-81.51
2048,75,-82.78
2129,76,-83.45
2129,77,-84.10
2129,78,-84.73
2208,79,-85.91
2208,80,-87.07
2209,81,-88.19
